"","Table 5#5#4U# Price Indexes for Private Fixed Investment in Equi","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209"
"42","34","      Other furniture","BA16RG3",19.861,19.886,19.912,19.861,19.991,20.033,19.944,19.863,19.909,19.851,19.767,19.725,19.795,19.772,19.81,19.902,19.761,19.688,19.736,19.871,19.977,20.038,20.062,20.031,20.085,20.115,20.096,20.218,20.282,20.425,20.544,20.758,21.024,21.213,21.402,21.506,21.74,21.97,22.196,22.45,22.72,23.114,23.413,23.763,24.022,24.135,24.397,24.612,24.903,25.198,25.344,25.49,25.656,25.795,25.87,26.201,26.665,27.279,28.164,28.616,29.501,30.713,32.623,34.561,35.09,34.984,35.143,35.596,36.003,36.599,37.224,38.022,38.912,39.738,40.683,41.547,42.69,44.063,44.775,45.166,46.533,47.735,48.072,48.564,49.393,50.178,51.09,52.26,53.211,53.956,54.662,55.535,56.093,56.99,57.412,57.48,58.31,58.579,58.845,59.205,59.79,60.293,60.591,60.913,61.564,62.233,63.125,63.508,64.066,64.743,64.972,65.56,66.118,66.584,67.029,67.72,69.118,70.218,71.322,71.848,72.319,72.841,73.889,74.275,75.21,75.866,76.325,77.058,77.56,77.558,77.869,77.684,78.149,78.298,78.641,78.669,79.069,79.556,79.97,80.104,80.801,82.316,82.972,83.135,83.567,84.426,85.07,85.936,86.358,86.372,86.564,87.382,87.633,88.027,88.157,88.332,88.491,88.497,88.398,88.357,88.384,88.538,88.918,89.019,89.13,89.259,89.553,89.786,90.355,90.583,90.655,90.939,91.08,90.765,91.697,92.283,92.45,92.707,92.86,93.068,93.503,94.57,95.861,97.187,98.664,99.965,100.576,100.794,101,101.485,102.307,102.823,103.819,104.164,104.091,104.804,105.849,108.478,111.399,112.758,112.998,112.309,112.236,112.454,111.513,112.28
"43","35","    Agricultural machinery","B268RG3",14.446,14.502,14.581,14.544,14.587,14.802,14.872,14.89,14.924,15.007,15.077,15.157,15.279,15.351,15.46,15.469,15.557,15.613,15.7,15.702,15.803,15.848,15.974,16.049,16.124,16.318,16.413,16.521,16.688,16.839,16.89,17.048,17.27,17.338,17.51,17.698,17.678,17.726,18.041,18.327,18.441,18.639,18.752,18.951,19.136,19.323,19.439,19.788,20.279,20.347,20.378,20.215,21.047,21.64,21.222,21.045,21.341,21.78,22.056,22.367,22.796,23.744,25.575,27.223,28.284,29.046,29.371,29.893,30.657,31.284,31.779,32.356,33.184,33.719,34.337,35.023,35.63,36.32,37.273,38.101,38.522,39.639,41.416,42.616,44.611,45.913,47.107,48.001,49.625,51.273,53.222,54.419,55.716,56.359,57.374,58.705,58.928,59.533,59.492,60.089,60.718,60.871,61.389,61.16,61.087,61.269,61.141,61.543,62.281,63.446,64.192,64.211,64.29,64.608,65.101,65.421,66.305,66.582,66.321,67.942,68.561,69.203,69.933,70.531,71.195,71.37,72.333,73.335,74.241,74.68,75.216,76.067,77.321,77.861,78.464,78.958,79.099,79.72,80.039,80.654,81.311,81.737,82.248,82.671,82.889,83.553,84.095,84.79,85.402,85.561,85.84,86.179,86.459,86.35,86.482,86.932,86.97,87.08,87.503,87.997,88.42,88.854,89.002,89.264,89.428,89.42,89.526,89.54,90.022,90.306,90.388,90.909,91.146,91.344,91.645,91.823,92.333,92.644,93.422,93.861,94.831,95.562,96.295,97.424,99.294,99.861,100.224,100.621,101.485,102.274,102.986,103.672,104.823,105.193,105.499,107.352,108.571,110.327,112.671,114.068,115,114.922,115.695,115.972,115.937,115.946
"44","36","      Farm tractors","BA17RG3",13.857,13.995,14.119,14.045,13.949,14.057,14.238,14.374,14.467,14.538,14.541,14.515,14.722,14.911,14.987,14.901,15.033,15.095,15.084,15.197,15.286,15.348,15.454,15.495,15.467,15.47,15.667,15.852,15.917,16.101,16.227,16.255,16.526,16.581,16.7,16.742,17.027,17.087,17.383,17.654,17.695,18.064,18.18,18.429,18.643,18.742,18.766,19.136,19.385,19.586,19.849,19.653,20.086,20.383,20.615,20.554,20.551,20.87,21.012,21.211,21.615,22.531,24.607,26.211,27.443,28.117,28.288,29.003,29.727,30.395,30.866,31.155,32.159,32.61,33.053,33.733,34.454,35.363,36.381,37.079,37.439,38.302,39.69,41.555,43.078,44.589,45.618,46.895,47.611,49.758,51.641,53.98,56.004,55.42,55.123,55.947,57.471,57.776,57.871,58.128,58.387,59.487,59.207,58.485,58.599,58.729,58.801,59.003,60.888,62.838,65.225,64.651,64.879,65.228,65.288,66.355,67.479,67.611,66.567,69.129,69.661,69.851,70.563,71.417,72.366,72.127,73.542,75.589,76.911,77.271,77.826,79.226,81.984,82.956,83.727,84.415,84.078,84.396,84.375,84.962,85.937,86.352,86.858,87.171,87.4,87.675,87.94,88.492,88.954,89.197,89.471,89.616,89.528,89.151,89.128,89.965,89.731,89.756,90.16,90.955,91.597,91.837,91.969,92.294,92.34,92.147,92.073,91.756,92.157,92.115,92.017,92.264,92.202,92.353,92.329,92.339,92.841,93.286,94.282,94.742,95.855,96.307,96.95,97.468,99.365,99.93,100.058,100.647,101.598,102.373,103.343,103.935,104.729,104.895,105.204,108.188,110.555,112.117,114.582,115.356,116.924,117.072,117.289,117.558,116.944,116.594
"45","37","      Other agricultural machinery","W213RG3",14.538,14.649,14.729,14.647,14.778,14.953,15.033,15.114,15.091,15.149,15.191,15.241,15.39,15.44,15.565,15.623,15.688,15.724,15.82,15.855,15.92,15.982,16.086,16.148,16.362,16.534,16.647,16.758,16.902,17.05,17.138,17.297,17.51,17.628,17.796,17.96,17.921,17.998,18.157,18.371,18.541,18.722,18.917,19.136,19.306,19.451,19.553,19.881,20.427,20.5,20.541,20.379,21.521,22.149,21.187,20.949,21.426,22.004,22.374,22.858,23.184,24.101,25.85,27.451,28.461,29.248,29.642,30.095,30.883,31.467,31.994,32.599,33.42,34.006,34.65,35.348,35.906,36.496,37.404,38.283,38.76,40.01,41.854,42.78,44.995,46.169,47.377,48.216,50.24,51.61,53.537,54.117,55.114,56.34,57.986,59.556,59.141,59.895,59.779,60.581,61.441,60.978,61.995,62.06,61.876,62.079,61.843,62.321,62.532,63.354,63.458,63.703,63.73,64.035,64.696,64.709,65.479,65.815,65.902,67.122,67.772,68.574,69.306,69.813,70.374,70.692,71.492,72.116,72.863,73.327,73.849,74.482,75.162,75.531,76.062,76.475,76.804,77.542,77.998,78.624,79.146,79.577,80.09,80.56,80.773,81.601,82.254,82.999,83.661,83.787,84.069,84.484,84.92,84.935,85.145,85.381,85.564,85.72,86.159,86.508,86.834,87.35,87.504,87.734,87.953,88.036,88.233,88.423,88.941,89.382,89.543,90.185,90.565,90.793,91.27,91.544,92.051,92.289,92.953,93.378,94.262,95.153,95.937,97.395,99.252,99.822,100.317,100.609,101.426,102.22,102.795,103.529,104.862,105.347,105.669,106.908,107.53,109.412,111.712,113.4,114.025,113.835,114.862,115.14,115.391,115.574
"46","38","    Construction machinery","B269RG3",13.174,13.343,13.403,13.45,13.472,13.657,13.793,13.805,13.861,13.873,13.861,13.893,13.866,13.915,13.927,13.984,14.035,14.093,14.229,14.31,14.507,14.554,14.592,14.678,14.751,14.844,14.928,15.031,15.117,15.249,15.412,15.449,15.666,15.728,15.856,16.025,16.338,16.515,16.815,17.094,17.164,17.44,17.582,17.779,18.031,18.273,18.403,18.708,19.01,19.355,19.618,19.611,19.882,20.041,20.306,20.406,20.476,20.721,21.022,21.273,21.637,22.278,23.834,25.594,27.455,28.764,29.622,30.261,30.657,31.094,31.669,32.547,33.593,34.702,35.719,36.668,37.159,37.97,38.772,39.789,40.817,41.738,42.751,43.941,45.214,46.774,48.253,49.502,50.881,52.22,53.291,54.054,54.671,55.536,55.939,56.161,56.345,56.56,56.65,56.775,56.615,57.057,56.865,56.693,57.359,57.108,57.645,58.044,58.568,59.013,59.938,60.643,61.681,62.887,63.171,64.385,66.182,66.681,66.372,67.275,68.358,68.623,69.274,69.861,71.089,71.575,72.686,73.392,73.551,73.814,74.35,74.923,74.964,75.475,76.508,76.925,77.688,77.717,77.8,78.23,79.119,79.485,79.91,80.371,81.216,81.975,82.356,82.677,83.069,83.56,84.006,84.402,84.814,85.088,85.228,85.697,86.102,86.404,86.909,87.24,88.031,88.772,89.015,89.311,89.602,89.798,90.113,90.351,90.347,90.429,90.688,91.146,91.056,91.385,91.664,91.97,92.665,92.982,93.001,93.57,94.197,95.26,96.59,97.104,98.123,99.399,100.797,101.681,102.94,103.495,104.201,104.854,105.519,105.97,106.326,107.306,108.118,109.21,110.778,112.244,113.117,113.394,113.507,113.395,112.673,112.88
"47","39","      Construction tractors","BA18RG3",12.87,12.975,12.972,12.954,13.054,13.249,13.394,13.388,13.553,13.561,13.615,13.562,13.58,13.605,13.628,13.691,13.659,13.905,14.058,14.15,14.343,14.491,14.52,14.632,14.69,14.843,14.922,14.893,14.924,15.068,15.188,15.402,15.415,15.585,15.734,15.964,16.234,16.574,16.837,17.17,17.293,17.398,17.584,17.757,17.983,18.115,18.248,18.808,19.111,19.342,19.539,19.402,19.915,20.207,20.3,20.282,20.369,20.795,20.918,21.158,21.853,23.067,25.953,27.684,29.541,30.253,30.561,31.469,31.971,32.178,32.715,33.582,34.922,35.977,36.662,37.197,37.761,39.295,40.58,42.039,42.846,43.747,44.881,46.291,47.338,48.492,50.456,51.768,53.451,55.122,56.386,57.717,59.473,60.618,61.032,61.003,61.609,61.971,61.411,61.537,61.498,62.04,62.017,61.889,63.092,62.841,63.153,63.434,62.94,62.949,63.359,64.337,64.91,65.96,66.239,66.413,69.651,68.915,69.648,70.52,72.433,71.919,72.6,72.483,74.238,74.046,75.393,75.602,74.755,76.149,77.14,77.641,77.652,77.675,78.398,79.003,78.723,79.315,79.83,80.434,82.033,82.008,82.204,82.845,82.74,83.322,83.298,83.172,82.916,83.284,83.651,84.014,84.677,84.82,85.202,85.323,85.832,86.141,86.353,86.731,88.279,88.719,89.022,89.002,88.762,89.064,89.283,89.278,89.122,89.489,90.464,91.42,90.876,90.958,91.107,90.952,93.032,93.742,94.212,95.017,95.231,95.972,96.751,97.075,98.882,99.763,100.406,100.949,101.699,102.942,104.131,104.091,104.387,104.808,105.082,108.706,110.231,111.142,112.949,113.652,114.374,115.193,115.535,115.33,115.006,115.501
"48","40","      Other construction machinery","W214RG3",13.272,13.499,13.605,13.674,13.731,13.806,13.93,13.958,13.988,14.024,14.027,14.049,14.046,14.039,14.034,14.173,14.167,14.241,14.363,14.433,14.589,14.646,14.729,14.785,14.867,14.927,15.02,15.128,15.229,15.371,15.523,15.622,15.731,15.879,15.986,16.194,16.403,16.683,16.94,17.159,17.354,17.51,17.674,17.868,18.146,18.405,18.589,18.807,19.146,19.486,19.684,19.826,19.99,20.209,20.431,20.516,20.585,20.817,21.211,21.482,21.725,22.267,23.462,25.252,27.123,28.611,29.65,30.12,30.545,31.039,31.645,32.518,33.446,34.597,35.741,36.869,37.327,37.873,38.57,39.511,40.602,41.552,42.552,43.665,44.98,46.618,48.075,49.314,50.646,51.901,52.919,53.573,54.032,54.846,55.239,55.483,55.627,55.819,56.001,56.125,55.948,56.377,56.16,55.983,56.566,56.322,56.894,57.31,57.96,58.47,59.465,60.132,61.239,62.471,62.758,64.169,65.733,66.392,65.943,66.848,67.791,68.19,68.834,69.547,70.686,71.287,72.363,73.157,73.469,73.562,74.023,74.593,74.622,75.219,76.317,76.727,77.584,77.541,77.571,77.982,78.796,79.206,79.655,80.097,81.045,81.822,82.244,82.614,83.078,83.583,84.037,84.438,84.818,85.11,85.212,85.735,86.125,86.426,86.972,87.296,87.988,88.765,89,89.337,89.697,89.879,90.204,90.469,90.48,90.528,90.71,91.119,91.077,91.433,91.725,92.075,92.636,92.917,92.895,93.444,94.11,95.201,96.576,97.105,98.059,99.366,100.83,101.745,103.049,103.543,104.207,104.924,105.618,106.07,106.432,107.191,107.944,109.051,110.597,112.126,113.007,113.246,113.34,113.236,112.477,112.656
"49","41","    Mining and oilfield machinery","B270RG3",12.991,13.14,13.27,13.351,13.413,13.544,13.619,13.591,13.522,13.47,13.437,13.559,13.556,13.651,13.738,13.771,13.741,13.687,13.678,13.705,13.792,13.873,13.903,14.012,13.963,13.964,14.037,14.082,14.086,14.117,14.229,14.443,14.644,14.761,14.819,14.848,15.02,15.266,15.531,15.741,15.915,16.06,16.264,16.389,16.616,16.856,17.029,17.174,17.357,17.516,17.609,17.658,17.803,18.002,18.202,18.298,18.404,18.575,18.821,19.068,19.352,20.052,21.388,23.144,24.96,26.547,27.593,28.373,29.069,29.649,30.309,31.292,32.254,33.169,34.288,35.585,35.861,36.63,37.451,38.355,39.328,40.111,41.265,42.706,44.764,47.126,49.523,51.78,53.444,55.618,57.439,59.235,60.94,60.989,60.584,60.42,60.28,59.111,58.184,57.954,58.136,58.385,58.848,58.79,58.712,59.094,59.448,59.34,59.696,59.644,58.904,58.756,57.84,58.639,59.289,60.337,61.189,61.566,61.572,62.724,63.251,63.607,64.371,64.743,65.503,66.367,67.266,68.059,68.974,69.351,69.797,70.209,69.846,69.936,71.023,71.453,71.337,71.279,71.579,71.838,72.525,72.801,73.147,73.861,74.529,74.98,75.912,76.721,76.719,77.253,78.078,78.269,79.26,80.099,80.59,81.261,81.357,81.5,81.688,81.756,82.044,82.372,82.494,82.599,83.009,83.304,83.571,83.994,85.39,85.962,86.414,86.892,87.01,87.23,87.513,87.812,88.427,88.722,89.291,89.859,90.741,92.246,93.718,95.473,97.507,99.321,100.42,102.751,104.098,105.368,107.13,108.602,110.048,110.907,112.159,112.779,115.096,119.058,122.46,124.795,124.687,123.327,122.244,122.286,122.552,123.225
"50","42","    Service industry machinery","B570RG3",24.983,25.109,25.234,25.408,25.343,25.276,25.283,25.042,24.96,24.787,24.825,24.903,24.852,24.833,24.827,24.808,24.829,24.793,24.82,24.854,24.837,24.968,25.038,25,24.954,24.835,24.889,25.013,25.095,25.207,25.327,25.437,25.521,25.714,25.878,26.138,26.366,26.532,26.725,26.818,26.97,27.217,27.489,27.612,27.886,28.202,28.402,28.705,28.99,29.202,29.434,29.549,29.517,29.523,29.665,29.758,29.844,30.003,30.182,30.408,30.823,31.679,32.896,34.697,36.43,37.276,37.85,38.362,38.942,39.581,40.374,40.936,41.62,42.418,43.012,43.589,44.405,45.087,45.801,46.359,47.008,47.684,48.743,49.884,51.449,53.052,54.302,55.537,56.738,57.834,58.835,59.817,60.68,61.137,61.532,62.193,62.517,62.952,63.389,63.78,64.12,64.667,65.049,65.206,65.601,66.376,66.822,67.186,67.393,67.927,68.35,68.602,69.125,69.341,69.426,69.621,70.475,71.194,72.022,72.989,73.567,74.27,74.944,75.607,76.363,77.029,77.772,78.427,79.232,79.38,79.77,80.189,80.547,81.252,81.645,82.006,82.236,82.776,83.265,83.583,83.865,84.276,84.84,85.217,85.894,86.708,87.352,87.831,88.16,88.542,88.922,89.213,89.642,89.932,90.213,90.53,90.333,90.618,90.989,91.192,91.638,91.703,91.712,92.039,92.157,92.414,92.553,92.52,93.002,93.13,93.454,93.772,94.002,94.276,94.42,94.694,94.931,95.227,95.357,95.278,95.669,96.226,97.098,98.079,99.1,99.633,100.423,100.844,101.343,101.835,102.82,104.493,105.859,106.767,107.295,108.021,108.436,109.288,110.943,111.961,112.166,111.93,111.951,112.071,112.163,112.489
"51","43","    Electrical equipment, n.e.c.","B670RG3",35.433,35.929,36.726,36.525,35.747,35.884,35.772,35.31,35.338,35.296,35.029,35.297,35.091,34.784,34.486,34.717,34.084,34.03,34.073,34.157,33.904,33.88,33.919,34.024,33.592,33.626,33.596,33.612,33.699,34.082,33.998,34.181,34.367,33.959,33.61,33.073,33.455,34.292,34.678,34.972,35.179,35.002,35.071,35.445,35.93,36.365,36.92,37.111,37.235,37.897,37.961,37.875,37.776,37.764,37.987,38.103,38.35,38.798,39.181,39.378,40.517,41.25,42.621,45.949,47.456,48.573,49.345,49.555,50.121,51.043,52.014,53.282,53.723,53.957,55.098,56.898,54.352,57.767,60.085,61.376,62.153,62.019,62.433,63.05,64.89,66.449,68.241,69.644,70.928,72.158,72.774,74.595,75.516,75.727,75.526,75.851,75.617,75.98,76.298,76.815,77.801,78.242,79.111,79.581,79.521,79.859,80.76,81.324,81.997,81.956,82.414,82.326,84.977,85.907,84.995,86.512,86.835,88.122,87.963,88.563,89.506,89.668,89.875,90.634,90.686,91.277,91.822,92.7,92.943,92.075,92.175,92.894,93.036,93.662,94.399,94.175,93.882,94.092,94.063,94.116,94.35,94.247,94.814,95.315,95.845,96.744,97.128,97.182,97.163,97.233,97.478,97.451,97.415,97.142,97.112,96.964,97.056,96.958,97.052,97.092,97.113,96.79,96.591,97.08,97.098,97.091,96.986,97.134,97.337,97.344,97.263,97.332,97.026,96.815,96.94,96.687,96.875,97.212,97.426,97.707,97.915,98.312,98.651,99.029,99.572,99.842,100.052,100.535,100.927,101.512,102.214,102.898,103.943,104.887,106.862,107.931,108.676,109.757,110.402,110.579,110.167,110.369,110.579,110.579,109.898,110.347
"52","44","      Household appliances","BA19RG3",36.799,36.995,36.846,36.254,36.022,35.768,35.8,35.087,35.297,35.282,35.016,35.012,34.736,34.588,34.4,34.401,33.602,33.556,33.692,33.652,33.601,33.575,33.348,33.086,32.968,32.496,32.042,31.934,31.672,31.997,32.054,32.299,32.349,32.302,32.044,31.602,31.641,32.021,32.182,32.26,32.425,32.192,31.973,32.093,32.453,32.56,32.786,32.775,32.82,33.262,33.297,33.291,33.301,33.384,33.853,34.138,34.537,35.157,35.652,35.895,36.997,37.722,39.124,42.041,43.487,44.509,45.113,45.04,45.199,45.713,46.49,48.021,49.164,50.553,51.666,52.258,53.216,53.844,53.765,54.001,55.048,55.795,56.792,57.472,58.925,60.463,61.755,62.756,63.705,64.323,65.899,68.699,66.753,70.736,72.714,73.846,73.753,73.21,72.884,73.161,73.971,74.12,74.508,74.409,74.065,74.619,75.692,76.309,76.775,76.517,76.691,75.792,77.514,78.057,77.334,79.221,79.961,80.283,80.55,81.292,82.528,83.196,83.756,84.236,84.695,85.118,85.797,86.259,87.106,87.06,87.006,87.47,87.488,87.997,88.432,88.177,88.586,89.134,89.712,89.708,90.051,90.234,90.534,90.955,91.793,92.084,92.355,93.003,93.208,93.499,93.77,94.07,93.686,93.265,93.011,92.803,93.052,93.53,93.839,93.821,93.54,93.817,93.751,94.05,94.224,94.145,93.615,93.122,93.008,93.29,93.425,93.976,94.026,94.073,94.259,94.072,94.353,94.627,95.392,95.374,95.451,96.987,97.561,98.372,99.805,100.038,99.959,100.198,100.942,101.16,101.734,103.056,104.142,104.679,105.124,105.552,106.665,107.563,109.585,110.698,111.254,111.102,111.825,111.252,110.904,111.689
"53","45","      Miscellaneous electrical","BA20RG3",32.417,33.296,35.057,35.189,33.925,34.349,34.119,33.862,33.769,33.713,33.452,33.88,33.723,33.339,32.987,33.347,32.846,32.792,32.774,32.939,32.545,32.52,32.757,33.131,32.493,32.895,33.169,33.27,33.6,34.009,33.836,33.977,34.277,33.56,33.145,32.558,33.28,34.455,34.997,35.454,35.698,35.582,35.896,36.457,37.012,37.68,38.453,38.778,38.958,39.762,39.848,39.703,39.521,39.435,39.444,39.414,39.519,39.803,40.08,40.237,41.359,42.069,43.364,46.839,48.337,49.479,50.329,50.711,51.531,52.709,53.78,54.804,54.693,54.014,55.169,57.836,53.306,58.233,61.75,63.454,63.95,63.372,63.516,64.111,66.125,67.703,69.623,71.091,72.387,73.802,74.256,75.879,77.423,76.735,76.038,76.196,75.956,76.522,76.986,77.557,78.573,79.072,80.044,80.64,80.64,80.93,81.797,82.359,83.079,83.072,83.587,83.668,86.517,87.523,86.57,88.02,88.271,89.725,89.498,90.064,90.95,91.035,91.182,91.994,91.971,92.591,93.117,94.067,94.208,93.195,93.319,94.084,94.251,94.9,95.693,95.47,95.044,95.191,95.036,95.099,95.303,95.132,95.761,96.278,96.738,97.78,98.192,98.1,98.023,98.033,98.273,98.16,98.224,97.986,98.008,97.871,97.924,97.697,97.744,97.801,97.908,97.416,97.184,97.717,97.703,97.708,97.71,98.035,98.306,98.24,98.105,98.055,97.666,97.399,97.512,97.246,97.412,97.763,97.842,98.191,98.423,98.584,98.873,99.164,99.523,99.798,100.07,100.609,100.93,101.59,102.316,102.854,103.885,104.921,107.272,108.489,109.137,110.25,110.595,110.561,109.919,110.203,110.282,110.421,109.659,110.025
"54","46","    Other","B286RG3",25.84,25.792,25.702,25.638,25.539,25.631,25.668,26.39,25.721,25.722,26.045,25.54,26.081,26.034,25.804,25.145,25.801,25.756,25.819,26.189,26.006,26.18,26.212,25.675,26.132,26.176,26.196,25.923,26.09,26.313,26.492,27.213,26.822,26.807,26.88,27.295,27.325,27.457,27.713,27.891,28.083,28.353,28.601,28.845,29.011,29.345,29.539,29.929,30.134,30.183,30.2,30.265,30.43,30.656,30.834,30.913,31.089,31.447,31.635,31.878,32.667,33.895,35.914,37.485,38.438,38.949,39.205,40.089,40.818,41.376,41.588,41.665,41.984,41.949,42.067,42.321,43.469,44.509,45.381,46.407,47.247,48.229,49.502,50.752,52.369,53.88,55.617,57.589,59.07,60.728,61.749,63.158,65.012,65.438,65.846,66.386,67.042,67.274,66.808,67.265,67.48,68.04,68.434,68.354,68.284,68.471,69.213,69.498,69.808,70.561,71.389,71.48,71.708,71.816,72.595,73.675,73.735,74.303,75.489,76.506,77.157,77.608,78.218,79.13,79.864,80.18,81.183,81.935,82.54,82.804,83.205,83.672,83.824,84.271,84.614,84.767,85.254,85.856,86.264,86.58,86.78,87.259,87.821,88.246,88.76,89.116,89.546,90.123,90.44,90.826,91.185,91.537,91.946,91.753,91.226,91.669,91.983,92.168,92.412,92.417,92.5,92.735,92.835,93.139,93.456,93.564,93.681,93.978,94.476,94.676,94.714,95.069,95.002,95.175,95.589,95.788,95.95,96.351,96.516,96.805,96.78,97.367,98.096,98.711,99.157,99.814,100.181,100.848,101.76,102.222,103.151,103.853,104.45,104.804,104.842,105.636,106.326,107.006,108.608,109.575,109.545,109.286,108.966,109.201,109.204,109.408
"55","47","  Less: Sale of equipment scrap, excluding autos","B287RG3",13.959,13.102,13.333,14.643,13.304,12.201,11.563,10.653,11.442,13.088,12.855,12.271,11.994,10.467,10.104,9.831,10.164,10.468,10.376,10.823,10.985,11.835,12.964,13.853,13.165,13.645,13.36,13.221,13.726,13.581,13.495,12.893,11.946,11.782,12.179,12.601,12.516,11.415,10.996,11.44,11.889,13.259,14.827,15.878,16.955,17.029,16.205,15.048,14.145,13.47,13.173,13.116,13.142,13.496,14.245,15.393,17.151,18.803,21.083,28.142,33.267,37.895,38.77,34.633,26.803,24.374,23.178,24.129,25.238,27.838,28.94,26.079,26.479,26.066,24.772,23.604,26.755,26.705,27.596,28.133,30.766,31.713,31.138,31.659,34.328,30.555,32.077,38.601,35.573,36.404,37.211,35.8,35.261,35.802,36.148,36.527,36.261,36.696,37.174,37.608,37.758,38.059,37.924,37.991,37.83,37.965,37.73,37.477,41.812,37.117,35.136,34.985,37.36,40.217,46.289,54.069,60.328,61.871,64.747,65.1,66.677,63.592,58.664,56.559,55.228,60.634,62.828,61.359,56.986,53.386,51.697,50.977,49.71,51.785,51.718,50.757,53.411,52.494,53.845,56.602,59.642,59.756,63.196,70.734,72.515,71.78,73.15,70.525,66.888,67.198,63.574,62.082,64.893,65.379,66.3,68.401,63.709,60.563,54.176,46.957,46.375,48.708,52.502,59.206,61.539,57.182,56.301,55.177,54.367,52.765,51.038,48.146,47.276,53.71,55.876,56.421,60.125,60.469,63.932,74.199,100.613,91.092,111.513,118.496,104.394,93.604,94.86,107.142,114.011,128.894,126.417,121.132,140.023,143.202,140.661,149.477,174.535,225.908,215.977,97.292,92.851,91.9,123.996,134.509,169.247,177.37
"56","48","Residential equipment","B013RG3",59.012,59.225,59.151,59.053,58.853,58.661,58.373,57.958,57.704,57.601,57.319,56.995,56.739,56.4,55.868,55.594,55.258,55.244,55.193,55.077,54.882,54.657,54.558,54.414,54.235,53.883,53.129,52.674,52.621,52.619,52.723,52.68,52.588,52.631,52.797,53.047,53.41,53.728,54.009,54.439,54.716,54.974,55.248,55.521,55.773,56.177,56.267,56.524,56.839,57.072,57.282,57.194,57.28,57.327,57.253,57.278,57.359,57.547,57.707,57.921,58.495,59.825,62.066,64.402,65.86,66.671,67.395,68.388,69.391,70.305,70.891,71.386,71.874,72.351,72.989,73.838,74.555,75.54,76.827,78.23,79.533,80.272,80.83,82.002,83.493,85.259,86.843,88.023,89.685,91.469,93.128,94.135,95.959,97.584,98.467,99.119,99.462,99.667,100.402,101.328,101.176,101.316,100.652,100.926,101.096,100.503,99.854,100.183,100.101,100.986,101.247,101.392,101.955,102.341,102.854,102.303,102.612,103.436,103.376,104.088,103.959,103.798,104.572,104.952,104.703,105.019,105.092,105.55,104.81,104.058,105.665,104.025,104.368,104.525,104.915,104.397,104.185,105.078,105.463,105.702,106.145,106.983,107.712,107.567,107.611,107.398,107.329,107.414,107.851,107.44,108.085,108.657,109.139,107.933,107.408,107.022,107.662,106.968,107.434,106.889,106.074,105.242,105.316,105.325,104.995,105.494,105.129,104.866,105.401,104.787,104.956,104.827,104.859,104.176,103.738,103.675,102.467,100.878,100.537,99.618,98.89,98.228,97.146,96.902,99.16,100.14,100.454,100.245,101.266,101.302,101.685,102.28,102.349,102.778,102.119,101.736,101.357,100.991,102.114,101.95,102.088,101.679,98.775,96.72,95.771,94.638
"57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
