"","Table 2#4#3U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"74","66","        Corrective eyeglasses and contact lenses","DEYERA3",9.925,9.732,10.401,10.784,10.716,10.836,10.955,10.527,10.362,10.621,10.416,11.057,10.574,10.55,9.75,10.642,9.572,10.802,9.904,9.638,10.369,10.591,10.266,9.434,9.642,10.12,9.451,9.771,9.429,10.088,9.662,10.236,10.668,10.736,10.688,10.531,11.057,10.918,11.685,11.311,12.252,11.419,11.975,12.401,12.696,12.74,13.33,13.673,12.665,12.343,12.712,12.715,13.213,13.015,13.41,13.271,12.484,12.222,12.723,13.366,13.719,14.015,13.914,13.641,13.967,14.03,14.081,14.178,13.924,13.704,13.416,13.63,14.131,14.071,14.47,14.415,14.294,14.509,14.439,13.841,14.744,15.764,16.579,17.167,16.658,16.871,16.538,16.52,16.063,16.19,16.355,15.857,15.929,15.513,15.198,15.358,14.452,15.274,15.533,14.831,14.74,14.034,13.453,13.854,13.85,13.501,13.48,13.646,14.499,14.697,15.234,15.533,15.951,16.509,15.86,16.068,16.19,16.561,16.929,16.86,17.287,17.417,16.911,17.379,17.234,16.853,17.552,17.532,17.323,17.583,17.623,18.153,17.76,17.843,18.051,17.72,18.418,17.651,19.405,19.606,19.695,19.701,19.524,19.675,18.341,17.93,17.545,17.713,17.431,17.617,17.798,18.291,18.26,18.189,18.123,18.599,19.508,19.464,19.767,20.009,19.881,20.288,19.767,19.606,19.703,19.376,19.479,19.837,20.422,20.612,20.513,20.606,20.812,20.815,21.022,21.079,21.714,22.055,22.297,22.165,22.055,21.894,21.922,22.623,21.9,21.428,21.414,21.325,20.901,21.205,20.787,21.144,22.637,22.33,22.075,21.674,22.303,22.411,22.264,22.769,22.565,22.668,22.897,22.79,22.329,21.972,22.396,23.148,22.96,23.372,23.319,23.441,23.113,23.005,22.385,23.108
"75","67","      Educational books (96)","DEBKRA3",27.172,26.516,26.651,26.721,27.388,27.792,26.676,27.387,27.616,28.2,28.877,28.604,29.118,27.754,27.778,31.399,28.998,27.033,28.719,28.484,27.922,28.352,28.604,28.9,28.691,30.163,29.426,28.865,30.46,31.656,31.117,31.3,30.847,30.688,30.601,31.129,31.268,31.229,32.1,31.932,31.867,33.232,33.1,32.253,35.19,34.21,34.184,35.004,33.009,35.278,36.059,35.491,36.229,34.936,35.974,35.294,37.713,38.176,38.105,38.196,38.145,39.677,40.495,41.774,42.397,40.755,45.778,45.406,40.749,38.989,40.853,41.069,40.267,40.873,40.509,41.68,41.237,40.877,39.695,37.579,37.671,39.291,41.242,43.123,42.363,44.543,42.43,42.807,41.487,42.799,42.779,44.736,43.509,42.372,42.712,42.904,41.346,38.838,47.006,39.778,43.171,43.044,41.933,40.076,41.301,40.775,42.572,41.783,41.461,41.337,46.94,41.9,43.902,45.717,44.57,39.921,42.393,43.257,43.863,43.165,45.302,45.607,45.431,46.719,46.465,47.218,46.91,47.136,48.718,46.312,47.155,49.464,52.669,61.046,52.069,53.26,53.762,52.465,54.379,58.194,58.664,65.473,63.007,60.793,54.058,55.106,51.652,55.255,55.88,58.969,60.169,57.708,55.747,53.345,50.451,46.328,48.294,51.411,54.5,54.226,50.787,51.25,48.807,47.019,49.872,50.948,50.898,49.583,49.926,48.574,48.054,48.506,49.667,48.716,50.273,50.333,54.618,55.595,57.434,54.284,56.863,54.018,53.468,52.574,55.664,54.911,54.739,54.749,49.887,46.807,49.473,49.505,54.112,55.662,57.011,56.419,59.12,56.52,56.007,55.008,59.596,54.727,55.117,55.983,53.862,53.2,53.675,55.375,55.756,55.134,55.357,55.171,52.477,49.568,51.146,53.264
"76","68","      Luggage and similar personal items (part of 119)","DLUGRA3",14.682,15.054,14.873,14.583,15.165,15.432,14.898,14.966,15.255,15.08,14.986,15.535,15.447,15.154,14.957,16.148,15.193,15.58,15.41,15.299,15.164,15.622,15.383,15.246,15.282,15.688,16.353,15.621,16.387,16.245,16.611,16.772,16.868,16.964,17.134,17.203,16.936,16.704,16.981,18.884,18.382,16.329,16.829,17.019,17.647,17.272,17.371,17.432,17.247,16.961,17.317,17.665,17.44,17.994,18.412,18.805,18.344,18.356,18.043,18.357,19.205,19.963,20.033,19.206,19.79,19.779,19.726,19.95,19.884,20.079,19.983,20.796,21.463,21.737,21.31,21.064,21.286,20.954,21.477,21.458,21.447,22.256,22.498,22.525,22.983,23.434,23.581,22.936,22.779,23.015,22.868,23.121,23.452,22.58,22.811,22.949,22.483,22.208,22.666,22.956,22.733,23.962,23.255,23.739,24.143,24.054,23.95,24.086,23.914,24.068,25.685,26.937,26.406,26.733,27.667,27.638,27.066,27.136,28.152,28.125,28.234,28.522,28.525,29.514,28.619,27.869,28.653,28.294,27.64,28.205,28.064,28.773,28.969,28.571,29.368,29.521,29.506,29.943,29.931,29.931,30.278,30.668,30.438,30.889,31.947,31.573,31.836,32.303,32.518,33.65,32.777,33.857,33.637,33.684,33.903,34.206,33.374,33.354,34.459,34.776,34.786,34.734,35.145,35.106,35.322,36.233,35.774,35.738,37.132,38.418,38.979,37.707,37.842,37.745,37.87,36.989,37.666,37.749,37.778,37.286,37.65,37.051,36.87,37.557,37.613,36.804,37.119,37.3,35.406,35.237,34.78,33.719,35.501,36.119,35.987,35.723,37.365,38.057,37.99,38.551,38.363,38.344,39.184,39.405,39.331,40.134,39.272,40.233,39.271,40.587,40.22,40.248,39.257,39.97,39.043,39.169
"77","69","      Telephone and facsimile equipment (67)","DTCERA3",0.338,0.339,0.336,0.334,0.346,0.354,0.344,0.345,0.354,0.356,0.357,0.355,0.354,0.353,0.349,0.37,0.354,0.365,0.36,0.359,0.356,0.374,0.36,0.363,0.363,0.369,0.373,0.364,0.382,0.38,0.387,0.382,0.39,0.394,0.404,0.405,0.415,0.397,0.414,0.418,0.42,0.418,0.422,0.423,0.442,0.433,0.44,0.441,0.445,0.44,0.445,0.453,0.441,0.459,0.465,0.477,0.474,0.478,0.467,0.479,0.472,0.5,0.497,0.487,0.517,0.511,0.516,0.526,0.519,0.531,0.521,0.537,0.531,0.54,0.53,0.543,0.561,0.53,0.53,0.514,0.514,0.533,0.547,0.544,0.557,0.55,0.549,0.552,0.546,0.57,0.577,0.586,0.592,0.6,0.591,0.584,0.576,0.581,0.59,0.591,0.584,0.592,0.573,0.594,0.601,0.584,0.602,0.605,0.605,0.611,0.618,0.622,0.628,0.632,0.646,0.641,0.622,0.611,0.626,0.618,0.626,0.628,0.627,0.632,0.625,0.618,0.62,0.618,0.608,0.611,0.615,0.626,0.63,0.62,0.614,0.621,0.623,0.612,0.613,0.616,0.616,0.645,0.596,0.608,0.607,0.603,0.595,0.599,0.598,0.607,0.609,0.61,0.618,0.627,0.638,0.602,0.607,0.604,0.611,0.615,0.621,0.618,0.636,0.637,0.643,0.658,0.66,0.66,0.687,0.699,0.698,0.696,0.694,0.702,0.701,0.699,0.71,0.714,0.731,0.726,0.747,0.746,0.751,0.757,0.763,0.757,0.759,0.77,0.767,0.746,0.75,0.724,0.743,0.76,0.752,0.742,0.778,0.779,0.774,0.786,0.798,0.77,0.804,0.797,0.804,0.811,0.812,0.817,0.801,0.816,0.814,0.824,0.837,0.837,0.835,0.836
"78","70","  Nondurable goods","DNDGRA3",29.607,29.659,30.232,29.716,30.306,30.217,30.05,30.128,30.406,30.417,30.284,30.442,30.479,30.184,30.709,31.277,30.399,30.695,30.802,30.558,30.471,30.762,30.77,30.362,30.55,30.76,31.129,31.108,31.229,31.34,31.09,31.238,31.42,31.464,31.697,31.861,31.879,31.793,32.139,32.07,32.224,31.901,32.086,32.24,32.615,32.353,32.518,32.615,32.724,32.494,32.801,32.703,32.717,32.934,32.982,33.309,32.961,32.82,32.976,33.332,33.283,33.668,33.873,33.775,34.479,34.494,34.81,35.111,34.835,35.051,34.495,35.411,35.228,35.622,35.109,35.68,35.86,35.433,36.055,36.056,36.463,37.642,37.403,37.557,37.7,37.833,37.888,38.253,37.961,38.282,38.65,38.249,38.42,38.258,38.401,38.339,38.578,38.817,38.897,39.051,38.985,39.121,38.706,38.996,39.346,38.732,39.131,39.715,39.635,39.82,40.435,40.185,40.328,40.852,41.204,41.253,40.841,40.902,41.488,40.935,41.335,41.703,41.657,41.593,41.97,41.406,41.671,42.111,41.654,42.229,42.015,42.032,42.573,42.301,42.486,42.148,42.527,42.605,42.561,42.677,42.955,42.934,43.068,43.689,43.56,43.565,43.097,43.545,43.333,43.64,43.344,43.362,43.546,43.383,43.833,43.922,43.35,43.686,44.534,44.715,45.209,45.204,45.484,45.646,45.859,46.621,46.495,46.461,46.803,47.015,46.6,46.405,46.326,46.501,47.381,45.879,46.622,46.393,46.642,46.297,46.181,45.84,45.441,45.552,45.514,45.484,45.782,45.737,45.327,45.266,44.882,44.255,44.694,44.831,45.135,44.911,46.481,46.252,46.213,46.459,46.318,45.883,46.297,46.472,47.213,46.999,47.25,47.858,47.528,48.25,48.112,48.288,48.335,48.661,48.577,49.02
"79","71","    Food and beverages purchased for off-premises consumption","DFXARA3",48.075,47.869,47.246,47.286,48.346,48.427,48.116,48.341,48.463,48.5,48.205,49.171,48.4,48.039,48.937,49.104,48.59,48.588,49.011,48.316,48.078,48.207,49.003,47.904,48.616,48.775,48.935,49.245,49.229,49.46,48.638,49.362,49.651,49.338,49.287,49.751,49.287,49.523,49.445,49.122,49.556,49.392,49.546,49.811,49.942,49.547,49.492,49.547,49.657,49.284,49.646,49.642,49.936,49.838,50.196,50.498,49.662,50.156,50.417,50.137,50.33,50.377,50.909,50.921,51.703,51.631,52.098,52.405,52.012,52.034,51.656,53.402,52.71,53.395,52.713,53.386,53.489,53.135,53.826,54.342,54.044,56.823,55.899,56.719,56.2,56.248,56.207,56.482,56.281,56.264,57.26,55.994,56.25,55.716,56.489,56.482,57.165,57.273,57.594,57.954,57.443,57.575,56.745,57.412,57.875,57.53,57.736,59.029,58.281,58.271,59.821,59.207,59.674,60.664,60.973,61.161,60.589,60.558,61.846,60.938,61.682,62.158,61.793,61.47,62.342,61.028,61.372,62.054,61.256,62.599,62.185,61.946,63.25,62.76,63.22,62.748,63.184,63.494,63.177,63.554,64.161,63.354,64.293,65.433,64.952,64.849,64.217,64.545,64.368,64.474,64.038,63.748,63.832,64.108,64.141,64.43,62.562,63.466,64.872,65.397,66.023,66.019,66.017,66.033,66.36,67.066,66.744,66.54,66.357,65.984,64.825,64.417,64.139,64.375,66.787,62.747,63.464,63.281,63.199,63.814,63.758,63.234,62.443,62.466,62.409,62.954,63.894,64.529,63.586,63.321,63.48,61.717,62.326,62.699,63.735,63.561,65.389,65.123,65.265,65.106,65.139,64.429,64.487,64.203,65.63,65.813,66.63,67.225,67.214,68.098,67.574,68.04,67.903,68.43,67.944,68.788
"80","72","      Food and nonalcoholic beverages purchased for off-premises consumption (4)","DTFDRA3",51.344,51.122,50.399,50.636,51.781,51.814,51.443,51.724,51.871,51.907,51.643,52.635,51.837,51.45,52.555,52.731,52.16,52.091,52.522,51.839,51.538,51.703,52.574,51.343,52.101,52.347,52.57,52.84,52.889,53.121,52.21,53.125,53.405,53.007,52.916,53.404,52.678,52.965,52.924,52.578,53.015,52.88,53.027,53.287,53.459,53.004,52.892,53.007,53.101,52.649,53.003,53.009,53.382,53.249,53.598,53.932,53.02,53.543,53.851,53.415,53.733,53.806,54.393,54.385,55.241,55.167,55.73,56.052,55.589,55.598,55.15,57.175,56.455,57.228,56.489,57.237,57.309,56.883,57.659,58.352,57.953,61.16,60.054,61.081,60.367,60.366,60.364,60.477,60.427,60.345,61.551,60.028,60.23,59.679,60.511,60.405,61.262,61.284,61.659,62.146,61.659,61.762,60.976,61.626,62.104,61.734,61.993,63.404,62.463,62.446,63.929,63.468,63.684,64.916,65.16,65.392,64.598,64.422,65.848,65.005,65.369,66.085,65.733,65.242,66.266,64.632,64.968,65.71,64.982,66.48,65.933,65.679,66.821,66.388,66.789,65.998,66.507,66.945,66.452,66.726,67.485,66.644,67.575,69.03,68.079,68.017,67.204,67.638,67.331,67.089,66.828,66.459,66.367,66.646,66.665,66.79,64.797,65.756,66.935,67.764,68.625,68.556,68.492,68.596,68.873,69.478,69.184,69.064,68.69,68.041,66.752,66.29,65.749,65.972,68.787,64.13,64.91,64.667,64.541,64.947,65.002,64.353,63.34,63.278,63.276,63.899,64.902,65.641,64.516,64.312,64.409,62.439,63.14,63.628,64.793,64.676,66.561,66.259,66.389,66.205,66.204,65.392,65.397,65.149,66.833,66.967,67.798,68.466,68.435,69.28,68.682,69.222,69.01,69.506,69.03,69.96
"81","73","        Food purchased for off-premises consumption","DFOFRA3",53.26,52.943,52.212,52.454,53.583,53.548,53.12,53.445,53.56,53.603,53.338,54.344,53.524,53.134,54.243,54.352,53.77,53.688,54.105,53.318,52.973,53.107,53.948,52.631,53.376,53.631,53.803,54.06,54.114,54.357,53.371,54.317,54.619,54.222,54.135,54.623,53.864,54.16,54.136,53.81,54.298,54.171,54.366,54.663,54.784,54.378,54.238,54.37,54.413,53.973,54.367,54.382,54.79,54.615,54.992,55.366,54.432,54.983,55.271,54.788,55.132,55.306,56.085,56.168,57.116,57.012,57.579,57.898,57.37,57.369,56.92,58.978,58.256,59.065,58.216,58.897,58.919,58.367,59.156,59.912,59.518,62.791,61.628,62.594,61.791,61.691,61.653,61.748,61.715,61.629,62.856,61.166,61.316,60.688,61.52,61.393,62.238,62.252,62.551,63.014,62.48,62.5,61.657,62.307,62.8,62.423,62.684,64.125,63.19,63.207,64.729,64.301,64.552,65.829,66.107,66.36,65.537,65.341,66.774,65.944,66.214,66.897,66.509,65.944,66.923,65.214,65.525,66.312,65.599,67.198,66.747,66.6,67.892,67.581,68.172,67.493,68.133,68.723,68.334,68.692,69.547,68.732,69.751,71.241,70.33,70.277,69.373,69.751,69.381,69.052,68.732,68.289,68.115,68.325,68.237,68.237,66.066,66.828,67.943,68.704,69.516,69.335,69.234,69.301,69.623,70.306,70.052,69.986,69.614,69.019,67.664,67.204,66.801,67.103,70.071,65.011,65.858,65.65,65.502,65.921,65.96,65.21,64.2,64.251,64.324,65.08,66.254,67.073,65.848,65.617,65.652,63.588,64.39,64.905,66.077,65.891,67.614,67.116,67.015,66.827,66.917,66.259,66.405,66.175,67.894,68.104,69.026,69.821,69.891,70.891,70.48,71.224,71.126,71.716,71.482,72.741
"82","74","          Cereals and bakery products","DCBPRA3",44.383,44.11,43.158,43.095,43.803,44.066,43.84,44.09,44.338,44.333,43.945,44.831,44.133,43.597,44.731,45.245,44.918,44.68,44.265,43.738,43.366,43.446,44.291,43.251,43.772,43.916,43.985,43.938,43.684,43.707,43.018,43.642,43.645,43.044,42.693,43.31,42.563,42.814,42.859,42.616,42.689,42.43,42.184,42.446,43.085,42.486,42.23,42.234,42.458,41.89,42.09,41.874,42.173,42.659,43.164,43.48,42.523,42.995,43.528,43.352,43.149,43.422,43.975,43.953,44.659,44.485,44.944,44.904,44.439,44.201,43.716,45.02,44.202,44.841,44.139,44.735,45.088,45.503,46.038,46.21,45.532,47.769,47.198,47.635,46.583,47.114,47.467,47.436,47.2,46.778,47.429,45.31,45.21,44.916,45.191,44.875,45.271,45.335,45.527,45.613,45.12,45.495,45.225,45.599,45.969,45.519,45.785,46.863,46.543,46.957,48.246,47.904,48.147,48.941,48.895,49.003,48.371,48.586,49.246,48.985,49.269,49.707,49.396,49.371,50.333,49.594,49.667,50.336,49.767,50.53,50.249,50.003,49.331,48.59,48.124,47.373,47.5,47.83,47.068,46.791,47.459,47.089,48.014,49.641,51.48,52.191,52.862,53.637,54.056,54.454,54.144,54.604,54.571,55.572,55.926,57.049,52.157,53.162,53.756,54.187,55.081,54.693,54.87,54.616,55.355,56.264,56.017,55.622,56.056,55.739,55.204,55.004,54.243,54.343,56.547,54.713,52.248,50.872,50.523,51.265,52.241,52.344,50.718,50.504,51.323,52.465,53.421,55.621,56.057,55.941,56.913,55.409,55.241,55.551,56.776,56.694,59.424,60.287,61.717,62.818,62.902,62.331,62.522,62.919,63.987,64.067,64.536,65.182,65.172,65.845,65.818,66.515,66.534,67.394,66.923,68.312
"83","75","            Cereals","DGRARA3",20.082,19.822,19.461,19.493,19.882,20.156,20.11,20.379,20.638,20.847,20.81,21.38,21.185,21.209,22.011,22.345,22.335,22.433,22.637,22.549,22.697,22.808,23.318,23.026,23.337,23.606,23.675,23.708,23.61,23.541,23.207,23.606,23.485,23.221,23.017,23.212,22.818,22.767,22.734,22.456,22.377,22.127,21.899,21.909,22.15,21.742,21.695,21.686,22.159,22.117,22.391,22.34,22.572,22.938,23.369,23.643,23.323,23.694,24.148,24.264,23.156,23.453,23.754,23.74,23.995,23.842,24.199,24.074,23.754,23.708,23.328,24.018,23.406,23.689,23.323,23.467,23.476,23.462,23.708,23.759,23.495,24.723,24.301,24.886,24.352,24.779,25.145,25.275,25.029,24.955,25.308,24.983,25.043,24.654,24.835,24.552,24.733,24.682,24.584,24.529,24.269,24.501,24.093,24.334,24.436,24.311,24.343,24.816,25.103,25.349,26.035,26.091,26.365,26.954,27.042,27.436,27.042,27.06,27.58,27.816,28.052,28.127,28.001,27.918,28.396,28.025,28.372,28.841,28.799,29.341,29.453,29.954,27.556,27.116,26.833,26.388,26.499,26.592,26.369,26.239,26.777,26.555,26.972,28.006,34.391,35.235,35.926,36.348,36.566,36.881,36.793,36.793,36.807,37.178,37.442,38.198,28.678,29.304,29.476,29.532,29.814,29.457,29.216,29.341,29.615,30.222,30.607,30.862,31.595,31.822,32.017,32.453,32.365,32.239,33.552,33.042,33.213,32.648,32.893,33.672,33.929,33.749,32.946,32.465,33.336,35.251,35.992,37.226,37.726,38.552,39.549,38.688,39.056,39.746,41.211,40.546,42.204,42.351,43.753,44.44,44.384,43.788,43.723,44.169,45.234,45.495,46.113,46.833,47.139,47.916,47.887,48.329,48.533,49.314,49.248,50.759
"84","76","            Bakery products","DBAKRA3",61.223,60.952,59.585,59.451,60.373,60.619,60.264,60.491,60.72,60.552,59.912,61.005,59.951,59.009,60.354,60.985,60.429,59.945,59.076,58.237,57.488,57.541,58.612,57.046,57.709,57.756,57.823,57.72,57.357,57.449,56.515,57.289,57.384,56.551,56.101,57.013,56.026,56.493,56.593,56.384,56.565,56.308,56.054,56.495,57.412,56.688,56.283,56.294,56.328,55.388,55.531,55.201,55.542,56.107,56.658,56.999,55.604,56.143,56.728,56.35,56.789,57.038,57.762,57.734,58.754,58.57,59.09,59.115,58.556,58.181,57.633,59.355,58.408,59.294,58.363,59.277,59.878,60.602,61.338,61.595,60.627,63.549,62.884,63.197,61.788,62.38,62.713,62.565,62.341,61.673,62.526,59.146,58.933,58.715,59.054,58.721,59.266,59.411,59.808,59.996,59.344,59.817,59.652,60.116,60.672,59.996,60.426,61.922,61.164,61.693,63.392,62.769,62.987,63.915,63.775,63.68,62.886,63.239,63.991,63.387,63.703,64.391,63.954,63.968,65.26,64.27,64.153,64.958,64.027,64.938,64.388,63.633,64.181,63.233,62.643,61.687,61.821,62.324,61.178,60.801,61.544,61.08,62.369,64.393,62.895,63.532,64.203,65.218,65.774,66.233,65.78,66.546,66.484,67.91,68.321,69.683,68.436,69.683,70.591,71.313,72.666,72.283,72.811,72.244,73.331,74.427,73.641,72.711,72.853,72.093,70.974,70.253,68.978,69.261,72.065,69.233,64.743,62.794,61.992,62.668,64.167,64.494,62.288,62.308,63.035,63.496,64.581,67.441,67.807,66.968,67.885,65.956,65.4,65.428,66.454,66.792,70.225,71.587,72.996,74.366,74.55,74.013,74.385,74.732,75.769,75.716,76.065,76.644,76.412,77.002,76.974,77.832,77.723,78.621,77.88,79.166
"85","77","          Meats and poultry","DMAPRA3",54.255,53.89,53.273,53.559,54.592,55.129,54.767,55.742,55.947,56.173,56.123,57.511,56.654,56.177,56.993,57.036,56.339,56.276,56.901,56.092,56.605,57.087,58.205,56.67,56.709,56.773,56.992,57.807,58.439,59.695,59.315,60.22,60.32,59.684,59.573,59.858,58.552,58.785,58.771,58.88,59.608,59.505,59.6,59.58,58.59,58.795,58.639,58.891,59.618,59.386,60.204,61.312,61.877,62.453,62.873,63.054,62.077,62.839,63.58,63.765,65.303,65.525,66.922,66.895,68.079,68.499,68.529,69.29,68.007,68.199,68.172,70.843,69.564,70.068,69.004,69.741,69.639,66.656,66.808,67.587,67.39,71.694,70.494,71.386,70.093,69.957,69.802,70.597,71.529,71.807,73.781,73.584,74.025,73.412,74.694,74.169,74.73,73.87,74.469,74.847,74.494,73.463,72.503,73.106,72.792,72.568,72.729,74.121,73.566,73.694,75.029,75.114,75.642,77.601,78.549,78.756,78.127,78.346,80.287,79.51,80.115,81.152,81.553,80.252,81.177,77.335,77.72,79.465,78.682,81.137,81.033,81.356,83.105,83.508,84.745,83.348,84.495,85.584,85.06,85.574,86.892,85.274,86.163,87.113,85.296,84.885,82.735,82.746,81.495,80.383,80.265,79.69,78.487,78.473,78.216,78.018,75.822,75.743,77.531,78.888,80.394,80.171,79.645,80.592,81.618,82.051,81.626,81.659,80.207,78.058,73.862,72.798,72.74,73.841,77.25,65.801,67.468,70.589,71.859,72.674,71.611,69.902,70.865,72.641,74.949,77.372,79.581,78.021,75.598,76.944,77.634,76.422,78.754,80.254,82.856,82.073,81.613,78.595,76.629,76.772,76.253,75.068,75.494,75.652,78.61,80.845,82.692,84.809,83.432,84.024,82.63,83.609,83.104,84.372,83.677,84.739
"86","78","            Beef and veal","DBEERA3",124.629,122.688,120.753,121.232,123.12,123.616,122.435,123.826,124.198,124.117,124.079,126.57,124.823,124.031,126.166,126.522,124.818,124.446,126.403,124.651,125.411,127.142,130.226,126.587,126.015,126.576,127.288,128.878,129.207,131.865,131.811,134.162,133.682,133.068,131.687,132.351,130.884,132.464,132.426,131.59,132.798,132.286,132.696,132.841,129.121,129.876,129.358,128.307,130.269,129.466,131.391,134.346,135.068,137.042,137.71,137.203,135.408,137.23,138.837,140.622,144.299,144.979,148.823,148.947,152.441,154.037,153.837,155.622,152.527,153.131,153.757,160.319,156.938,159.952,157.671,159.51,158.89,152.392,154.085,157.321,157.811,167.733,165.425,168.482,167.479,168.903,167.069,166.18,168.563,169.07,173.621,173.205,173.863,170.714,172.742,169.28,169.415,166.352,166.562,167.533,166.438,165.08,162.934,164.503,163.144,161.78,161.915,165.193,165.57,167.183,173.572,175.335,176.748,182.738,185.774,187.408,186.556,186.599,190.007,188.287,189.236,192.692,194.396,190.287,190.637,181.024,181.628,186.777,185.677,190.761,190.53,190.966,194.595,194.644,196.59,190.923,193.118,195.469,193.134,193.285,194.827,190.017,191.279,194.013,190.627,190.368,186.933,186.734,184.14,182.738,183.321,182.76,179.061,178.02,177.077,175.119,169.889,171.458,175.626,178.743,181.973,180.749,179.438,180.468,183.24,183.784,180.738,179.929,175.637,169.016,164.066,160.847,160.367,161.92,169.905,157.304,154.981,158.124,159.628,161.602,161.451,153.967,157.623,162.788,167.032,171.34,178.516,175.114,169.178,174.354,177.859,177.061,183.79,186.62,194.978,191.02,185.833,178.403,175.287,178.673,179.46,176.484,177.837,176.856,182.059,191.446,197.189,205.875,199.507,201.987,197.156,196.709,191.209,191.198,184.474,183.412
"87","79","            Pork","DPORRA3",51.589,53.067,53.487,53.691,54.706,55.721,56.417,58.435,58.183,57.949,58.003,59.948,59.738,58.789,58.789,57.408,55.589,55.288,55.913,54.286,55.276,53.529,54.111,51.829,52.478,52.508,52.634,53.577,54.171,55.084,54.568,55.36,55.318,53.289,54.183,55.469,54.802,55.246,55.348,55.18,55.889,56.862,56.303,56.297,55.925,56.231,56.315,56.147,57.45,57.925,58.897,60.309,60.783,60.717,60.146,60.591,60.056,60.501,61.137,60.387,61.942,62.05,63.053,62.224,62.945,64.008,64.122,64.668,62.254,62.687,62.416,64.548,63.215,62.669,61.221,61.143,60.158,56.483,54.928,55.09,54.664,57.522,55.727,54.676,51.709,51.98,53.036,56.111,56.862,57.54,60.188,60.327,60.801,60.723,62.218,63.605,64.542,65.869,67.683,68.259,68.445,63.671,64.362,65.029,65.203,64.65,64.512,65.947,64.356,62.837,62.927,61.456,61.053,62.356,62.843,63.125,62.446,62.17,64.404,63.725,65.227,66.794,68.325,67.557,69.178,65.875,67.509,69.586,67.575,69.142,68.445,67.899,69.124,69.436,70.877,70.163,71.01,72.343,73.087,73.604,75.093,74.703,76.072,78.894,77.573,77.375,74.799,74.919,73.838,73.346,73.658,72.811,72.625,72.289,70.95,70.631,68.818,65.923,68.926,69.22,70.073,70.247,69.544,71.43,71.898,70.919,70.673,70.265,68.553,66.92,64.98,63.623,62.927,64.362,68.079,53.373,55.667,58.579,59.42,59.252,58.165,58.267,59.036,60.279,62.482,67.37,67.857,65.065,63.305,62.621,61.606,59.672,60.104,62.26,63.107,62.639,62.891,60.477,57.889,55.889,53.817,51.007,51.241,52.094,55.835,55.637,56.435,57.048,56.597,57.48,57.12,58.981,60.02,62.032,64.074,66.938
