"Code","sumril2004q1","sumril2004q2","sumril2004q3","sumril2004q4","sumril2005q1","sumril2005q2","sumril2005q3","sumril2005q4","sumril2006q1","sumril2006q2","sumril2006q3","sumril2006q4","sumril2007q1","sumril2007q2","sumril2007q3","sumril2007q4","sumril2008q1","sumril2008q2","sumril2008q3","sumril2008q4","sumril2009q1","sumril2009q2","sumril2009q3","sumril2009q4","sumril2010q1","sumril2010q2","sumril2010q3","sumril2010q4","sumril2011q1","sumril2011q2","sumril2011q3","sumril2011q4","sumril2012q1","sumril2012q2","sumril2012q3","sumril2012q4","sumril2013q1","sumril2013q2","sumril2013q3","sumril2013q4","sumril2014q1","sumril2014q2","sumril2014q3","sumril2014q4","sumril2015q1","sumril2015q2","sumril2015q3","sumril2015q4"
"ABD",-230,-507,-414,-227,11,0,0,0,-85,0,0,0,5,0,-135,0,-104,-462,0,-135,0,-152,89,0,161,-165,0,-169,-118,150,-81,-4,-324,247,0,127,212,158,-4,0,-43,0,0,394,-47,145,128,13
"ACC",0,0,0,6,0,0,0,-7,0,0,0,29,0,0,0,-17,0,0,0,19,0,7,-11,-70,-94,-27,-9,138,-63,47,-35,854,-32,0,-248,178,-168,-11,13,-637,-52,-50,-2,125,14,-4,-17,-19
"ADM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,0,1083,464,1486,-2819,2029,2223,-388,-4688,365,-1671,-933,-10,-721,133,-851,16,-490,228,-883,-1957,556,1376,3529
"AFT",-541,142,-302,-151,-563,807,637,211,372,1562,-697,1201,302,902,-95,941,2096,1042,-527,1693,-33,1270,-316,224,-218,407,227,309,-469,-214,-549,1939,85,-280,-1117,175,-797,-106,120,-436,-473,246,486,-901,953,1191,-1648,221
"AIN",-1,0,1,62,0,0,0,60,0,0,0,12,0,0,0,-79,0,1,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIR",34,26,-74,-20,19,27,43,-75,-54,-29,61,24,-23,31,-19,-32,-14,32,62,101,89,24,79,42,-46,-1,-147,-107,39,-16,-2,80,22,63,-5,-17,16,-7,0,-210,-160,-28,340,26,89,-23,78,200
"AIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,0,-479,112,0,-35,-4,-65,0,0,863,-3,-37,-565,-393,0,0,-95,-533,0,37,100,-412,0,0,981,-313
"ALE",249,18,6,486,1,45,-116,-151,-207,42,-135,-111,113,-160,221,637,52,69,-88,8,-74,68,119,-98,101,-82,-63,88,-31,-151,-14,57,-42,6,-116,64,68,-40,-17,97,258,-43,12,55,81,-79,-55,7
"AMI",-9,53,8,-347,-54,-88,-98,-120,157,-175,-69,-736,298,-34,-219,-538,114,157,-146,-565,-333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMM",51,42,33,-31,39,-7,74,49,161,-115,23,16,97,197,-6,-112,19,279,-51,3,-137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMO",0,0,0,3,0,0,0,-4,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AOP",277,521,463,-499,-4,473,320,-308,103,231,-394,-410,619,238,-222,-116,824,195,461,654,-788,-953,-146,239,48,-150,44,-393,-213,178,263,-534,128,-306,-544,307,290,390,218,-397,-1273,351,-3,487,732,-295,27,483
"API",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,140,160,62,53,-17,8,-93,3,5,-96,235,-39,131,53,-92,-7,-30,55,-69,-11,20,-17,-25
"APM",-166,426,352,78,35,82,320,-63,125,41,-100,54,296,250,-49,245,373,615,186,696,202,-513,-625,-89,-411,-58,-23,-205,-198,253,73,-193,412,-42,69,69,-30,106,-252,-473,161,290,184,292,42,190,-233,-16
"APP",128,113,84,57,30,99,-17,72,96,-66,-38,-315,140,49,-117,-260,223,72,-29,280,289,37,155,95,116,-118,-153,-66,-447,141,450,150,-103,134,-276,71,358,135,316,41,236,-5,-269,45,531,-68,107,310
"ARP",-1,0,4,-135,0,0,0,-85,0,0,0,-21,0,0,0,55,0,1,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARS",-9,-20,-16,-9,0,0,0,0,-3,0,0,0,0,0,-6,0,-4,-18,0,-5,0,-6,4,0,7,-7,0,-7,-5,6,-3,0,-12,10,0,5,8,10,0,0,-3,0,0,25,-3,13,12,1
"ART",-222,-487,-398,-218,11,0,0,0,-82,0,0,0,5,0,-130,0,-99,-444,0,-130,0,-146,86,0,155,-158,0,-162,-114,144,-78,-4,-311,238,0,121,204,148,-4,0,-40,0,0,370,-45,132,117,12
"ASS",-5,-1,14,-28,-2,-14,-2,-55,4,-1,31,-79,7,1,-69,-118,41,-4,9,74,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATN",0,0,2,62,0,0,0,60,0,0,0,12,0,0,0,-79,0,1,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AUD",168,122,13,-164,-20,26,38,-33,165,61,-33,-264,296,-20,-103,-251,165,91,-50,-265,33,-86,66,4,75,-6,2,-12,-79,32,-62,18,62,44,-89,1,113,-58,27,-226,29,-78,108,-52,-63,10,68,-28
"AVP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1243,-393,292,-1364,-307,-1377,1590,-577,-90,-856,-767,-1737,-1391,-716,1620,614,-2257,1428,-975,-318,-4727,1722,-1297,-1241,148,-782,1607
"AXS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,-6,-12,-24,102,26,-379,3,180,1,68,-112,327,392,-130,405,-304,-57,-180,121,57,50,74,-410,-438,-253
"BAK",128,182,190,39,-10,125,-11,-15,28,-23,-69,12,85,13,-138,-181,545,188,105,-586,-577,-103,-251,61,-52,-57,-142,17,96,72,-24,0,-34,4,-108,-11,298,-66,51,534,616,-59,210,716,1055,-17,60,787
"BAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,763,192,-912,814,-540,-627,210,-4,174,1185,954,336,66,-6,99,413,67,-744,-521,334,690,406,227,-460,1,798
"BBB",0,0,1,0,0,0,0,-6,0,0,0,2,0,0,0,2,0,1,0,-3,0,0,0,0,0,-151,-326,548,578,908,-27,469,-187,777,-36,76,-105,-606,-240,767,-229,-211,83,-386,299,622,54,314
"BCY",16,14,11,-10,12,-3,24,16,51,-37,7,6,30,64,-2,-36,6,90,-16,1,-44,-24,-1,27,6,31,34,-41,0,26,43,-16,47,20,-31,37,-61,-3,13,-71,-110,20,37,-54,50,-5,24,42
"BEA",0,0,2,0,0,0,0,-6,0,0,0,2,0,0,0,3,0,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEE",75,100,105,21,-5,74,-6,-8,17,-14,-42,7,52,7,-78,-102,309,114,64,-356,-352,-44,-106,26,-22,-25,-62,8,42,41,-19,-36,-4,7,-56,-4,109,56,-16,-71,-138,-4,89,72,125,33,9,17
"BIL",0,0,0,-4,0,0,0,-15,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BKS",118,363,-73,-168,-30,-232,-39,32,-101,-233,-264,-304,55,-97,167,-102,-313,-67,-51,399,-127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BNK",-3852,622,435,1106,-760,1870,-1125,-85,751,1290,-471,-1495,1200,2667,-1722,-1161,-1711,1651,-1050,-5029,4305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOA",392,302,-855,-230,212,308,495,-869,-631,-340,709,284,-259,366,-218,-374,-166,373,713,1167,1038,-138,795,244,-826,506,-362,-668,736,27,361,828,791,189,230,-63,-44,366,-197,-379,-325,446,-3,237,-196,-281,398,303
"BRO",-818,-413,223,-1483,-282,816,2731,-2336,1068,-4246,670,2934,-873,921,561,2258,-6876,1721,42,-2583,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTA",426,329,-928,-250,231,334,537,-944,-686,-370,770,307,-282,398,-237,-406,-180,405,775,1268,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAM",33,18,0,-23,3,13,-24,-13,-9,-19,13,-50,2,-6,-24,-16,22,-8,-10,14,-91,-35,-1,-39,-21,-31,8,-52,-38,9,2,-6,-3,-15,-41,26,-44,25,32,-43,34,-1,10,8,-13,6,5,-7
"CAS",-99,70,953,-182,0,-344,290,-1397,-277,-214,-512,-731,-134,-404,387,1379,-419,471,-499,221,-70,408,595,-375,-958,-463,-1421,586,1685,719,-642,176,-1877,574,-1982,62,-1753,-295,-106,2001,1968,-899,1433,-1260,2041,-1796,1261,1102
"CBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-144,-353,85,-72,-80,-198,24,135,112,-42,-30,-44,14,-155,-30,473,-50,47,463,412,-74,321,801,1215,-17,101,881
"CEL",0,0,0,0,0,1484,5,-1020,-50,1136,684,-226,192,-700,839,925,-677,-244,-165,401,-646,-486,-611,-82,1562,-1369,1084,833,3848,906,-854,2324,-995,-177,1265,3644,-5722,2908,193,921,-738,-1621,445,6593,-6157,2230,-3138,-3075
"CFD",5,-2,1,-5,0,6,-2,-26,-3,8,7,24,-1,-18,-8,42,6,6,-9,23,13,-1,1,-40,0,1,-1,29,0,1,-1,81,0,-1,-1,-8,-1,0,1,-3,0,0,0,-52,-49,2,1,-70
"CFO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-11,-15,-9,-71,-404,99,-381,90,5,454,-613,-56,-265,-336,-224,203,-111,-27,65,-57,117,-239,6,-242,209,-180
"CFS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,46,-117,60,-131,315,-116,104,22,-130,-112,-493,-604,-235,-246,-117,-87,-82,56,224,79,17,72,9
"CGP",3536,4207,4039,1079,661,3788,8492,-817,2350,-2805,-1245,-5752,6154,3829,-3372,-5790,10660,1644,-5736,-5542,-11206,-1137,-373,1902,492,1730,-791,-7627,-1924,2806,453,-373,-344,1326,-5601,1768,5051,-2700,1720,-14292,-5924,-1729,8515,2139,8768,6613,2556,3371
"CHC",-2,-78,230,-184,11,-78,108,20,-16,-77,-16,-172,-77,-92,111,288,-35,-36,5,-103,-18,-7,29,-263,-8,-853,-533,537,462,222,390,590,185,71,233,-83,-536,-536,597,-694,352,-464,-860,-272,384,152,88,281
"CHN",124,97,111,-24,101,19,31,-18,89,-41,6,269,202,304,-37,-310,-45,241,-116,41,-90,-28,10,15,57,-49,57,25,-147,57,5,2,-80,66,-22,29,94,-143,1,-207,-109,28,162,58,167,100,-10,-36
"CIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68,34,-4,6,-16,24,-78,-67,-4,78,19,-152,64,-17,35,-70,-119,-185,58,14,-107,-37,-24,31,-31,-52,101
"CIO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,50,35,-21,87,7,249,-1022,-26,-17,-102,-104,-141,107,112,-290,264,27,155,88,104,69,19,284,215,126,44
"CIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,23,-14,-122,106,156,-573,-149,66,-103,-56,-277,348,131,-98,343,-147,197,-182,210,184,-17,163,-19,-101,-227
"CLA",0,0,0,2,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLE",42,75,120,36,-14,24,-45,-47,-4,-31,-92,73,41,10,-114,-111,361,126,27,378,-233,-80,-110,38,-154,-11,-19,-29,-54,46,11,91,-46,-13,-54,8,204,-7,3,-108,-167,-12,59,120,115,47,60,206
"CLF",125,98,113,-24,103,19,31,-18,90,-41,7,274,206,309,-38,-315,-46,245,-118,42,-92,-3,41,93,111,-15,46,-4,-182,24,109,104,-38,-18,-57,70,250,205,-126,-531,-200,52,157,213,391,-1,50,117
"CLM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1158,956,509,1417,-68,85,-1329,-1990,615,496,189,-884,465,-727,-972,642,-1388,-794,-3349,41,-1208,264,-1913,849,979,-845,184
"CLO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1158,957,511,1417,-69,85,-1329,-1991,615,497,189,-885,465,-727,-973,642,-1389,-793,-3348,41,-1207,263,-1913,850,979,-844,170
"CLP",88,144,185,44,-24,55,-66,-86,-50,-65,-321,227,77,-1,-210,-235,688,247,69,767,-438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLU",-30,106,-80,-102,-39,-45,-41,-18,40,-48,-75,0,85,34,-126,77,-50,51,-238,240,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CMD",257,0,118,-331,0,-20,147,-595,-37,252,15,45,199,682,0,-509,34,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CMP",0,0,0,0,0,0,0,-2,0,0,0,-1,0,0,0,-2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COM",-99,69,954,-186,0,-345,291,-1440,-277,-213,-512,-748,-134,-404,388,1350,-419,472,-499,258,-70,-1555,-563,996,-3,-1996,-1344,3219,2256,954,-2061,1459,-3485,-2191,425,5303,-5106,-851,2166,-598,-1510,-8785,2824,5320,-7102,2598,-4343,-587
"COS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-148,14,-244,-233,-32,73,-36,-122,23,7,-34,94,10,-128,-51,-31,-139,42,-198,18,-61,63,-22,107,174,55,39
"COT",-1,0,1,0,0,0,0,-5,0,0,0,1,0,0,0,3,0,1,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CPP",29,13,181,-23,42,-9,167,-155,-76,178,-305,-274,432,-11,-305,-397,-176,-72,41,-86,31,54,389,292,147,105,24,-367,-224,-44,-1,-224,28,12,-266,140,143,-294,-70,-662,347,-122,420,-73,-58,183,161,-147
"CPS",-1,10,45,8,13,-8,43,-38,-27,37,-94,-56,102,5,-77,-104,17,-22,10,-35,-13,-3,99,100,16,34,11,-95,-62,-38,4,-123,-87,-50,-114,3,164,-168,-25,-467,97,-152,146,-34,-108,21,194,-21
"CPT",27,23,225,-15,56,-16,210,-194,-103,215,-399,-330,534,-6,-383,-501,-159,-94,51,-121,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC",0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,1,0,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRP",0,0,1,0,0,0,0,-5,0,0,0,2,0,0,0,3,0,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSM",-101,160,15,100,-5,-10,62,24,-99,-6,-47,-94,39,-57,-123,-16,36,58,-6,233,36,-22,-4,2,-6,54,31,16,72,16,30,19,64,-49,80,-7,41,56,-27,-46,-76,1,-22,-47,37,16,-22,-52
"CTM",34,48,50,10,-3,36,-3,-4,8,-7,-20,3,25,4,-43,-55,168,59,33,-183,-181,-13,-31,7,-6,-7,-18,2,12,11,-5,-8,-3,2,-12,-5,46,4,-1,-18,-50,-4,27,21,39,0,10,24
"CTV",0,-77,0,32,0,313,111,-313,-257,1232,252,472,-152,2348,-513,541,-1915,-30,102,-1164,-672,-1242,-393,295,-1364,-447,-1537,1529,-630,-72,-864,-674,-1741,-1396,-620,1385,652,-2388,1375,-884,-310,-4697,1666,-1228,-1231,130,-765,1632
"DAB",313,632,-641,-564,-93,1192,222,-332,57,89,100,-1505,1305,-261,-199,-446,-393,484,156,-1612,3097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAI",85,124,130,27,-7,87,-8,-10,20,-17,-51,9,63,10,-106,-140,422,138,77,-429,-423,-46,-112,27,-23,-24,-61,7,41,32,-18,-32,-6,10,-43,-14,130,22,-6,-61,-183,0,114,78,164,5,30,80
"DCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,-267,-49,-382,-354,-498,1015,-8,-114,-70,25,403,-217,-81,361,-179,118,-286,-12,5,-177,37,-35,-121,-2,151,-206
"DCO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-383,1192,-2122,155,-1753,2661,-1492,-468,-534,-1062,919,41,-839,-4713,-60,2379,-2522,2834,-561,-3837,907,-808,-683,-798,450,-4356,2726
"DCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,924,-2170,-227,-2107,2163,-479,-476,-648,-1133,944,445,-1057,-4794,301,2200,-2404,2548,-572,-3832,730,-771,-718,-918,448,-4206,2520
"DEN",-1,0,2,41,0,0,0,-23,0,0,0,-37,0,0,0,20,0,1,0,109,0,0,0,25,0,-1986,-884,-1357,2443,-1069,-456,-1251,1971,-533,-314,-2145,-3164,-871,-797,-7,291,-292,434,927,72,649,98,1853
"DHF",135,124,131,-13,102,23,40,-8,92,-52,-10,252,205,342,-62,-349,-4,279,-127,96,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMC",-56,-50,0,0,0,-26,-48,0,-49,-45,0,-44,-43,-46,-45,-46,0,-48,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMI",-5,-5,0,0,0,-2,-5,0,-5,-4,0,-5,-5,-5,-4,-4,0,-5,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMS",-61,-54,0,0,0,-29,-53,-1,-54,-50,0,-48,-48,-51,-50,-51,1,-53,-89,0,0,0,0,-1,0,0,0,-4,0,25,0,-4,0,0,0,-2,0,1,0,0,0,0,0,0,0,0,0,0
"DOL",136,139,211,-30,91,-37,-138,-24,196,-223,-155,-148,493,-4,-72,-307,-57,46,-5,500,-44,-110,94,-22,-3,168,281,-188,-12,153,142,94,-735,29,-101,24,601,-251,185,-482,-323,-145,220,211,-16,79,72,110
"DRG",2318,-1142,1002,-912,0,-3,527,1682,1653,102,245,-571,820,803,869,-650,3269,-197,247,-3469,-843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DRY",0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,-1,0,24,-41,2,-35,202,-19,61,19,-73,-77,-250,-244,-170,-175,-92,-62,-58,37,160,75,-1,41,-1
"DUM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-523,2971,1575,1606,412,725,-4097,-687,626,-167,2777,1635,1303,-1561,2942,131,-376,1683,-8299,-801,-1251,4684,-214,1910,2875,1810,721
"DUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4118,-4259,2680,1658,-1659,3767,-846,-3571,-2715,4366,4015,-4327,2165,1074,587,-1481,-881,67,-8744,1386,-2549,5303,-2989,1888,1664,-980,-653
"DXC",2327,5401,680,-6956,117,-1032,-3474,3317,-364,828,-4669,-3419,3132,177,477,-4918,577,609,-2116,2061,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DXM",957,2621,-485,-791,609,1600,1679,-1012,-204,-1075,-683,-1444,2969,2713,-259,-5077,2727,2025,-854,558,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,-8,-3,-20,-5,6,-3,-18,9,4,3,6,10,-8,1,13,-34,2,-48,-14,-10,23,5,15,21,7,-3
"EBK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-18,-123,-142,50,26,19,-256,-39,-109,-79,89,26,-206,17,54,-159,46,-74,-68,-70,55,-37,20,50,52,-26
"EDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-155,70,-659,-35,-28,180,-273,-86,197,94,211,119,-229,-13,-58,29,115,-63,19,-9,-178,-18,-63,-144,-40,-55,404
"EDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,31,-285,-11,-61,74,-76,-54,72,23,91,27,-149,135,-257,-6,403,-2,-3,-15,4,-68,7,-14,-41,-97,-179
"EED",-9,11,42,-70,-1,-28,-9,-45,-4,-11,37,-15,2,-26,-60,-9,8,-12,-11,118,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EEX",0,0,0,-11,0,0,0,-43,0,0,0,40,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EFS",-123,17,-133,-18,68,-539,280,87,328,268,179,-3,-37,54,-102,502,207,81,200,-128,-20,56,111,75,-80,-37,160,-38,-85,-78,-121,-126,-164,-2,43,55,-265,-99,-74,-89,-873,0,0,0,385,0,0,0
"ELC",0,3606,433,217,694,-1559,-30,-1295,-6475,-291,3758,4080,903,3979,670,7136,-1,-7628,-2829,-1805,-1808,-931,431,-1624,-4748,4407,-760,1721,-3728,-1407,-764,1372,603,880,-889,1489,1627,-706,-344,2283,4983,-1147,-1067,-3192,-954,-4372,2251,-742
"ELD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,19,42,-6,-4,-12,-27,-22,-4,-34,2,-16,-26,-8,8,13,16,-12,28,8,27,10,-14,0,-24,-30,-4
"ELG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1646,1405,-4540,-8526,8056,314,-4373,-6420,1571,-1215,469,-672,10710,-4592,-3173,853,1974,-1006,2112,2544,-218,-343,-3486,185,746,-1918,-1588
"EQT",-811,-657,-381,-1708,0,102,1999,-1233,-563,-3397,-281,2749,-1597,512,315,2245,-3519,1471,-550,1414,-1578,198,788,-963,-337,-2478,3230,202,-903,828,-3326,1605,295,-524,-4572,-776,1918,-2291,2421,-1077,-3545,1395,-2251,-1803,-806,928,-4582,3088
"ERE",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,-19,-4,-98,17,-145,42,-80,-51,132,-59,109,-34,-171,12,-29,-97,13,-19,248,-61,-172
"ESC",-10,28,8,-39,-2,-13,-16,-25,-8,6,40,-34,0,-14,-51,-40,7,11,-31,118,-7,-37,-69,-55,15,1,25,-103,13,16,10,-83,-7,6,-37,-18,6,14,18,10,15,-4,9,-49,-20,-18,36,-13
"ESL",0,0,0,0,0,0,0,0,-13,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,-26,0,0,0,19,0,0,0,47,0,0,0,-3,0,0,0,-1,0,0,0,-18,0,0,0,-25
"EXF",609,967,-927,470,2110,182,1370,1053,416,0,0,0,0,0,0,0,0,0,0,0,0,-85,1884,1488,2562,654,-1707,475,3863,1690,1117,-1605,1800,-1602,-594,236,3115,341,483,2590,537,2742,-1209,3499,759,-77,-2196,-85
"EYE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,-14,223,697,-79,446,-3,-357,211,38,62,551,157,-94,-284,-654,-133,36,-265,517,-101,91,-608,-270,395,22,-199
"FAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,92,-61,12,374,214,1190,-234,144,-298,5,16,-384,-100,-1303,316,72,819,460,592,514,207,799,-121,140,-2190,-28
"FAR",-1,0,0,-1,0,0,0,6,0,0,0,0,0,0,0,-5,0,1,0,-5,0,0,0,9,0,0,0,-3,0,0,0,8,0,0,0,-14,0,0,0,-2,0,0,0,-3,0,0,0,7
"FAT",27,39,41,8,-3,28,-3,-3,7,-5,-15,3,19,3,-29,-38,114,41,23,-130,-128,-18,-45,11,-9,-10,-25,3,17,15,-7,-11,-3,3,-17,-6,62,6,-2,-28,-80,-6,43,33,62,0,16,36
"FAV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-212,52,-43,-48,-118,14,81,28,-35,12,71,7,-117,18,202,129,13,-115,-264,95,242,76,241,26,62,110
"FDB",105,-786,720,708,-1275,-1,635,-224,349,-316,-572,90,47,1608,-775,-1187,-141,693,-1794,-874,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FDH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,194,984,503,-313,-32,-720,-1966,138,643,665,-697,618,-1589,50,797,1170,807,-2766,62,-186,1598,689,1759,991,903,230
"FDV",0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FEE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1624,1067,-5682,-991,-3626,-5913,469,1752,-2814,1419,23,-1269,-1344,-814,1658,-682,-1467,-972,1357,-263,1969,2450,-1306,353,847,1181,2263
"FFD",2,0,0,0,0,0,0,0,-1,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-81,549,204,-15,-73,-556,-1133,14,145,533,-405,492,-1229,-80,393,1120,500,-2486,200,-379,1380,506,801,797,858,-311
"FFW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FIB",1,2,2,-6,0,-1,-4,6,-4,0,-5,15,-3,-2,0,-2,0,0,0,24,0,0,2,-8,0,-10,3,-1,7,1,-3,14,-2,-1,42,20,11,7,19,19,-1,-2,-1,23,6,-23,75,2
"FIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1811,1857,-7745,-1551,-5658,-3753,66,1203,-3555,300,1159,-931,-2264,-5583,2168,1443,-3411,1530,552,-4167,2691,1669,-3385,-1463,1147,-2909,4866
