"","Table 7U# Chain-Type Price Indexes for BEA Retail and Food Servi","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"39","31","S4 PN4512ZZMG       Book, periodical, and music Stores","T070313",83,82.338,82.774,82.694,83.29,82.655,82.935,83.1,83.405,83.565,83.32,83.774,84.602,84.264,84.099,84.263,84.296,84.806,83.367,84.213,83.804,84.474,84.251,84.366,84.452,84.681,84.923,85.346,85.26,85.161,85.537,85.41,85.751,85.428,85.563,85.274,85.546,85.517,85.56,85.801,85.927,85.27,85.487,86.212,85.921,86.271,86.62,86.443,86.88,87.371,87.461,87.377,87.119,87.178,87.332,87.467,87.451,87.472,87.557,87.468,87.317,87.798,87.8,86.495,86.733,87.374,87.227,87.914,87.634,87.514,87.637,87.879,87.605,87.684,88.327,88.744,88.81,88.554,88.503,88.684,89.185,89.208,88.838,88.889,89.186,89.101,88.664,89.16,89.702,88.826,88.28,88.556,88.195,88.46,88.057,87.82,88.745,89.077,89.061,88.902,89.387,89.761,89.826,89.843,89.967,89.844,90.267,90.41,90.84,90.5,90.433,91.031,91.121,91.749,92.078,92.001,91.836,92.032,92.206,91.682,91.446,92.33,91.956,91.985,92.78,92.54,92.237,93.203,93.434,93.23,93.891,93.726,93.928,93.948,93.811,93.93,93.797,93.283,93.541,94.038,94.013,94.137,93.719,93.986,94.106,94.042,94.613,94.925,94.851,95.044,94.936,94.652,94.587,95.111,95.115,95,94.955,94.623,94.812,94.913,95.088,95.266,95.125,94.865,95.34,95.276,95.369,94.841,94.919,95.246,95.166,95.155,95.331,95.347,95.244,95.333,95.145,95.736,95.794,95.642,95.711,95.837,96.136,96.054,96.385,96.381,96.607,96.847,96.551,97.265,97.438,97.401,97.546,97.849,97.872,97.982,97.783,98.358,98.206,99.092,99.327,99.567,99.454,99.465,99.6,99.716,99.699,99.722,99.586,99.744,100.141,100.462,100.342,100.358,100.561,100.069
"40","32","S1 PN453ZZZMG     Miscellaneous store retailers","T070323",91.713,91.257,92.17,92.064,91.94,91.942,92.628,92.9,92.599,92.58,93.004,93.213,92.976,93.143,93.399,93.557,93.235,93.08,93.272,93.773,93.421,93.234,94.268,93.634,94.125,94.643,94.251,94.684,94.853,95.174,95.073,94.993,95.438,95.554,95.641,96.253,96.694,96.441,96.763,97.034,97.114,97.652,97.831,97.995,98.064,97.836,98.077,97.885,98.341,99.12,99.279,99.391,99.454,98.546,98.859,98.302,98.76,98.77,99.289,99.288,99.2,99.237,99.935,100.228,100.103,99.968,100.125,99.853,99.739,99.989,99.497,99.801,99.97,99.825,99.184,100.034,100.028,100.01,100.5,100.359,100.397,100.63,100.455,101.266,101.579,101.083,100.821,101.693,101.741,101.451,101.239,101.5,102.041,102.019,101.492,102.013,102.042,102.367,102.692,103.195,102.984,102.838,103.022,102.474,102.913,102.78,102.759,102.263,102.369,102.762,102.585,102.691,102.757,102.926,103.022,102.679,103.029,102.838,102.594,102.14,102.206,102.343,102.057,102.548,102.235,102.368,102.109,101.938,101.821,101.468,101.025,100.64,100.505,100.446,100.161,99.924,99.251,98.853,98.946,98.812,98.587,98.552,98.308,98.004,98.051,98.11,98.143,98.281,98.115,98.132,98.558,98.314,98.42,98.441,98.344,98.269,98.211,98.004,97.938,97.932,97.918,97.461,97.439,97.453,97.504,97.372,97.179,97.12,97.141,96.949,96.807,96.998,97.088,97.047,96.883,96.939,96.67,96.451,96.251,96.258,96.453,96.697,96.445,96.289,96.325,96.453,96.29,95.941,96.152,96.387,96.386,96.404,96.776,97.057,97.376,97.411,97.612,97.981,98.51,98.703,98.948,99.098,98.577,98.311,98.482,98.877,99.809,100.445,100.231,100.495,100.376,100.029,100.395,100.467,100.306,100.087
"41","33","S3 PN4531ZZMG       Florists","T070333",98.666,99.048,100.779,103.409,100.6,102.926,102.372,101.092,100.25,98.007,97.571,102.042,100.367,99.775,99.648,101.007,99.832,97.025,96.604,96.888,98.139,98.651,99.035,98.643,96.95,98.884,98.136,96.473,98.211,99.372,99.099,100.002,100.479,101.354,101.357,101.277,101.123,101.842,101.434,101.185,101.964,101.756,102.395,102.512,103.538,102.47,102.496,101.276,98.149,99.262,102.036,102.243,101.559,98.921,98.952,98.675,100.451,97.121,97.333,100.905,98.786,97.989,99.592,100.888,99.738,98.148,96.898,95.54,94.009,95.357,94.917,94.881,99.876,100.704,98.146,100.187,98.701,98.212,98.958,98.693,96.987,96.683,97.066,96.324,96.477,98.367,98.438,98.581,98.377,98.496,95.168,95.207,94.607,95.348,94.163,96.126,95.338,96.316,100.264,102.078,102.427,102.106,101.847,101.29,100.406,100.185,101.11,100.658,101.927,103.982,103.228,102.972,103.046,103.304,103.052,103.285,103.082,103.376,103.521,103.371,103.497,103.674,102.929,103.14,103.541,103.169,103.245,102.902,102.208,102.953,102.929,102.585,102.799,103.039,102.841,102.272,102.204,101.779,101.614,101.554,100.717,100.505,101.066,100.007,99.82,99.3,99.896,101.159,100.323,100.536,100.391,99.836,100.778,100.806,100.742,100.834,101.787,101.043,100.008,100.357,100.22,99.885,99.896,100.444,100.636,100.22,99.805,99.883,99.939,99.654,100.025,100.137,99.868,100.333,100.367,100.099,100.274,100.388,100.673,100.558,100.565,100.905,100.664,100.69,100.638,100.416,99.765,99.723,99.677,99.847,100.063,99.865,99.401,98.794,98.806,98.941,98.906,98.522,99.156,99.324,99.585,99.731,99.88,99.986,100.002,100.34,100.764,100.032,100.049,100.385,100.548,100.335,99.723,99.467,99.31,99.073
"42","34","S3 PN4532ZZMG       Office supplies, stationery, and gift stores","T070343",124.689,124.889,125.558,126.002,125.975,126.354,127.433,127.026,126.566,126.832,127.676,127.531,126.811,127.395,127.594,127.926,128.63,128.813,128.993,129.82,129.053,130.112,130.772,130.742,130.796,131.214,130.866,131.574,131.004,130.928,130.844,131.136,131.444,131.991,131.951,132.651,133.39,133.334,133.911,134.258,134.325,135.284,135.626,136.693,136.675,135.817,136.265,136.238,137.464,138.046,137.509,138.35,137.816,137.864,138.356,138.045,138.492,139.009,139.324,139.067,139.659,139.751,139.888,141.288,141.138,141.081,141.73,141.073,141.173,141.426,140.357,141.45,140.988,140.744,140.515,141.449,141.565,141.402,142.128,141.589,141.658,142.507,142.034,141.58,141.38,140.868,139.687,140.828,141.019,140.648,140.018,140.363,140.814,139.594,138.648,138.766,139.139,139.241,139.191,139.466,139.805,139.173,138.893,138.273,138.503,138.902,137.757,137.146,137.149,137.481,136.892,136.102,135.965,136.3,136.157,136.001,135.937,135.585,135.059,134.499,134.192,133.718,133.276,133.053,132.555,132.251,131.514,130.554,129.811,129.481,128.293,127.551,127.042,126.619,126.171,125.626,124.342,123.25,122.889,122.104,121.437,121.057,120.259,119.677,119.444,119.343,118.93,118.708,118.193,117.93,117.504,117.093,116.572,116.345,115.912,115.37,114.753,114.1,113.896,113.7,113.17,112.302,111.952,111.517,111.089,110.683,110.381,110.084,109.649,109.209,108.562,108.133,107.604,107.147,106.735,106.588,106.057,105.661,105.22,105.144,104.797,104.659,104.173,103.845,103.661,103.295,102.841,102.217,102.326,102.344,101.979,101.67,101.926,102.245,102.445,102.222,102.155,102.128,102.326,102.192,101.975,101.992,101.171,100.726,100.588,100.922,100.843,100.781,100.389,100.503,99.665,98.995,99.205,99.647,99.4,99.063
"43","35","S4 PN4533ZZMG       Used merchandise stores","T070353",116.388,116.735,117.099,117.257,117.295,117.319,117.574,117.366,117.504,117.78,118.096,117.926,117.761,117.812,117.681,117.983,117.699,117.584,117.507,117.995,117.797,118.058,118.34,118.202,117.901,117.796,118.025,118.263,118.389,118.727,118.99,118.856,118.814,118.46,118.702,118.472,118.5,118.052,118.159,118.393,117.87,117.469,117.851,118.355,118.443,118.434,118.122,118.294,118.787,118.711,118.944,119.045,118.603,118.337,118.124,117.641,118.451,118.294,118.213,118.187,118.277,118.262,118.312,118.481,118.634,118.484,118.039,117.594,117.751,117.549,117.349,117.27,116.921,116.552,116.516,116.736,116.717,116.455,116.638,117.077,116.335,116.488,116.305,116.006,116.117,115.515,115.149,116.194,116.028,115.755,115.719,115.653,115.875,115.862,115.643,115.746,115.745,115.819,116.204,115.723,115.667,115.683,115.685,115.264,115.758,115.587,115.619,115.368,115.557,115.631,115.41,115.211,114.82,114.888,114.627,114.027,113.915,113.678,113.346,112.926,112.697,112.594,112.683,112.494,112.225,111.854,111.314,111.318,110.981,110.595,110.32,109.731,109.21,109.043,108.46,108.213,107.641,107.413,107.483,107.507,107.205,107.16,106.612,106.101,106.238,106.182,106.281,106.248,106.083,106.282,105.909,105.172,104.843,105.008,104.963,104.57,104.466,103.953,104.077,103.907,103.938,103.126,102.777,102.717,102.486,102.211,102.13,101.927,101.869,101.345,101.49,101.788,102.043,101.924,101.477,101.747,101.381,101.26,100.853,100.597,100.581,100.914,100.56,100.1,99.923,99.79,99.486,99.04,98.986,99.406,99.613,99.654,100.06,99.97,99.853,99.695,99.663,99.731,99.947,100.349,100.548,100.315,99.874,99.319,99.475,100.192,100.43,100.331,100.161,100.419,100.143,99.831,100.283,99.9,99.472,99.338
"44","36","S4 PN4539ZZMG       Other miscellaneous store retailers","T070363",67.295,66.223,67.18,66.216,66.522,65.858,66.619,67.664,67.497,67.765,68.184,67.647,67.965,68.089,68.508,68.326,67.598,67.743,68.092,68.439,67.991,67.009,68.398,67.364,68.554,68.952,68.522,69.199,69.476,69.845,69.726,69.314,69.862,69.705,69.844,70.584,70.995,70.545,70.859,71.158,71.214,71.758,71.754,71.435,71.406,71.585,71.809,71.645,72.248,73.122,73.189,72.967,73.467,72.351,72.664,71.974,72.182,72.461,73.163,72.775,72.644,72.785,73.667,73.306,73.312,73.358,73.553,73.636,73.599,73.734,73.48,73.518,73.372,73.183,72.56,73.25,73.381,73.521,73.881,73.864,74.225,74.233,74.137,75.84,76.448,75.669,75.833,76.602,76.636,76.338,76.753,77.035,77.798,78.256,78,78.561,78.549,78.917,78.936,79.501,78.89,79.003,79.533,79.016,79.743,79.344,79.786,79.32,79.3,79.522,79.648,80.321,80.56,80.639,80.956,80.483,81.189,81.028,80.894,80.457,80.756,81.252,81.059,82.073,81.764,82.274,82.28,82.534,82.87,82.38,82.283,82.127,82.217,82.335,82.18,82.159,81.753,81.726,82.103,82.3,82.407,82.586,82.599,82.575,82.795,83.031,83.257,83.5,83.613,83.738,84.876,84.846,85.3,85.448,85.538,85.764,85.929,86.092,86.191,86.283,86.597,86.441,86.67,86.914,87.294,87.39,87.281,87.383,87.691,87.716,87.779,88.338,88.825,89.001,89.023,89.216,89.082,88.921,88.86,88.982,89.59,90.059,89.982,89.968,90.19,90.711,90.817,90.631,90.983,91.332,91.514,91.772,92.311,92.736,93.248,93.479,93.935,94.72,95.522,95.904,96.473,96.783,96.367,96.232,96.634,97.016,98.826,100.251,100.139,100.508,100.904,100.77,101.345,101.282,101.238,101.089
"45","37","S1 PN454ZZZMG     Nonstore retailers","T070373",78.726,78.861,79.019,79.128,79.232,79.717,80.058,80.154,80.15,80.249,80.306,80.178,80.016,80.038,80.353,80.563,80.504,80.428,80.435,80.432,80.362,80.586,80.555,80.304,80.208,81.051,81.028,80.766,80.771,80.945,81.26,81.338,81.296,81.004,81.044,81.074,81.119,80.994,80.982,81.11,81.205,81.34,81.539,81.682,81.683,81.529,81.414,81.801,83.055,82.946,83.507,84.42,84.111,83.486,83.435,83.454,83.996,85.076,85.219,85.317,85.24,85.192,84.812,84.496,84.317,84.234,83.961,83.725,83.638,83.568,83.466,83.515,83.168,82.784,82.614,82.708,82.783,82.604,82.652,82.624,82.156,82.114,81.839,81.509,81.422,81.188,81.188,81.912,82.094,82.211,82.533,82.859,83.446,83.583,83.752,84.289,84.931,87.769,86.559,86.023,86.03,86.198,86.486,86.369,87.704,87.813,87.874,88.033,87.655,87.19,86.541,86.402,86.279,86.533,86.157,85.76,85.906,85.216,84.55,83.746,83.405,83.363,83.687,84.287,84.405,84.485,84.644,84.785,84.948,85.216,85.306,85.53,86.416,87.817,88.904,87.168,86.349,86.172,86.39,86.591,86.543,86.537,86.809,87.144,88.208,88.358,88.566,88.786,89.512,89.97,90.042,90.327,90.618,91.856,92.709,92.327,92.192,92.642,93.266,93.731,93.547,93.587,94.309,94.898,96.77,96.932,96.197,96.172,96.611,96.496,96.825,97.372,97.675,97.751,98.041,98.518,98.069,97.519,97.409,97.816,97.813,98.253,98.556,98.926,99.202,99.306,99.656,99.514,99.932,100.332,101.615,101.909,102.4,102.543,103.597,103.974,104.663,105.946,106.334,105.56,104.946,103.527,101.248,99.641,99.344,99.661,99.033,99.265,99.342,100.195,99.85,100.148,100.215,100.63,101.25,101.067
"46","38","S2 PN4541ZZMG       Electronic shopping and mail-order houses","T070383",90.379,90.777,91.129,91.454,91.446,91.475,91.755,91.723,91.775,91.936,92.266,92.321,92.294,92.405,92.442,92.478,92.446,92.437,92.588,92.913,92.907,93.02,93.17,93.243,93.173,93.337,93.543,93.615,93.808,93.948,93.997,94.005,94.035,93.999,94.14,94.118,94.129,93.885,93.827,93.919,93.768,93.725,93.994,94.282,94.289,94.333,94.407,94.495,94.672,94.717,94.796,94.868,94.671,94.57,94.661,94.494,94.704,94.863,94.693,94.568,94.657,94.803,94.91,94.867,94.822,94.787,94.651,94.258,94.245,94.112,94.048,94.21,94.223,94.059,93.936,94.238,94.234,94.047,94.03,94.121,93.873,93.926,93.685,93.559,93.528,93.322,93.164,93.579,93.582,93.481,93.364,93.33,93.336,93.26,93.178,93.198,93.125,92.954,93.095,93.021,93.02,92.782,92.751,92.587,92.653,92.625,92.582,92.489,92.546,92.51,92.311,92.129,91.74,91.865,91.845,91.363,91.06,91.064,90.884,90.708,90.496,90.654,90.78,91.053,91.207,91.289,91.381,91.483,91.6,91.596,91.491,91.634,91.721,91.681,91.926,91.846,91.674,91.64,91.952,92.02,92.124,92.361,92.271,92.373,92.589,92.887,93.218,93.629,93.906,94.105,94.116,94.127,94.221,94.697,94.834,94.706,94.934,94.872,95.059,95.207,95.465,95.426,95.537,95.645,95.942,96.127,96.21,96.451,96.699,96.532,96.978,97.129,97.269,97.405,97.457,97.777,97.99,98.079,98.051,98.099,98.474,98.629,98.556,98.773,98.965,98.995,99.17,99.023,99.138,99.203,99.142,99.111,99.354,99.381,99.375,99.237,98.884,99.007,99.026,99.373,99.38,99.433,99.445,99.372,99.471,99.952,99.868,100.04,100.152,100.372,100.035,99.872,99.963,100.21,100.148,99.906
"47","39","S4 PN4542ZZMG       Vending machine operators","T070393",66.103,66.33,66.494,66.465,66.389,66.601,66.59,67.041,67.212,67.211,67.147,67.195,67.331,67.492,67.514,67.696,68.197,68.053,68.025,68.126,68.023,68.251,68.318,68.543,68.673,68.64,68.518,68.715,68.891,69.16,69.323,69.311,69.377,69.248,69.326,69.653,69.649,69.875,69.864,70.357,70.448,70.476,70.603,70.672,70.857,71.103,71.047,71.244,71.448,71.764,72.079,72.33,72.37,72.812,73.133,73.326,73.638,74.052,74.239,74.207,74.159,74.522,74.421,74.489,74.439,74.587,74.648,74.813,74.934,75.021,75.223,75.223,75.514,75.534,75.58,75.756,75.997,75.996,76.201,76.473,76.466,76.813,76.89,77.298,77.762,77.766,77.59,77.8,77.864,77.852,78.026,78.088,78.46,78.53,78.708,78.692,78.762,79.002,79.19,79.371,79.724,79.714,80.146,80.374,80.552,80.56,80.606,81.03,81.098,81.654,81.846,82.04,82.156,82.47,82.853,82.94,83.047,83.348,83.363,83.227,83.573,83.938,83.934,84.388,83.671,83.72,83.785,83.804,83.839,83.569,83.856,83.786,83.839,84.288,84.484,84.396,84.435,85.067,85.142,85.534,85.706,85.993,86.488,86.881,86.567,86.663,86.984,87.07,87.919,88.058,88.144,88.132,87.773,88.431,88.757,88.541,88.353,88.044,88.237,89.078,89.047,88.87,88.993,88.933,89.082,89.197,89.504,89.586,89.854,89.569,89.676,89.455,89.413,89.662,89.889,90.075,90.318,90.493,90.31,90.152,90.765,91.515,91.866,92.191,92.471,92.894,93.173,93.486,93.878,94.301,94.811,95.048,95.631,96.089,96.327,97.587,98.152,98.95,100.251,100.878,101.404,101.669,101.804,101.617,101.546,101.186,100.731,100.465,99.884,99.955,99.489,99.439,99.099,99.216,99.218,99.482
"48","40","S4 PN4543ZZMG       Direct selling establishments","T070403",61.454,61.393,61.403,61.384,61.564,62.318,62.717,62.831,62.761,62.82,62.706,62.442,62.158,62.09,62.606,62.91,62.748,62.653,62.569,62.328,62.234,62.506,62.333,61.797,61.66,63.026,62.858,62.309,62.147,62.312,62.798,62.93,62.825,62.366,62.322,62.343,62.415,62.342,62.365,62.451,62.721,62.992,63.118,63.136,63.111,62.758,62.497,63.093,65.198,64.925,65.857,67.454,67.057,65.898,65.661,65.821,66.65,68.538,68.957,69.277,69.076,68.806,67.97,67.367,67.065,66.921,66.509,66.401,66.22,66.205,66.031,65.968,65.149,64.474,64.23,64.057,64.191,64.008,64.101,63.896,63.138,62.928,62.576,61.913,61.682,61.389,61.601,62.709,63.103,63.483,64.339,65.138,66.485,66.91,67.414,68.732,70.474,78.141,74.643,73.309,73.312,74.12,74.857,74.761,78.196,78.546,78.774,79.281,78.165,76.933,75.505,75.383,75.654,76.113,75.059,74.764,75.653,73.731,72.179,70.263,69.645,69.227,69.93,71.057,71.226,71.322,71.606,71.832,72.097,72.879,73.27,73.661,75.906,79.79,82.457,77.726,75.75,75.255,75.297,75.691,75.342,74.869,75.732,76.453,79.218,79.068,78.99,78.802,80.399,81.412,81.586,82.439,83.191,86.038,88.432,87.481,86.554,88.204,89.871,91.042,89.828,90.067,92.305,94.155,100.13,100.3,97.425,96.751,97.71,97.764,97.824,99.558,100.351,100.27,101.217,102.154,99.771,97.332,96.986,98.499,97.296,98.488,99.827,100.638,101.151,101.428,102.312,102.114,103.44,104.859,110.472,111.789,113.055,113.531,118.017,119.925,123.957,129.121,130.608,125.909,123.077,116.653,106.988,100.454,98.829,98.635,96.265,96.653,96.628,99.537,99.164,101.018,101.041,102.058,105.079,105.093
"49","41","S1 PN722ZZZMG Food services and drinking places","T070413",62.558,62.656,62.735,62.855,62.951,63.016,63.068,63.161,63.314,63.346,63.43,63.521,63.657,63.768,63.856,63.991,64.113,64.226,64.314,64.372,64.439,64.517,64.567,64.657,64.775,64.798,64.899,65.033,65.113,65.193,65.232,65.315,65.459,65.567,65.733,65.837,65.935,66.07,66.261,66.405,66.529,66.632,66.76,66.879,67.004,67.148,67.219,67.316,67.432,67.575,67.703,67.903,68.086,68.21,68.362,68.524,68.689,68.996,69.188,69.321,69.491,69.614,69.79,69.876,69.907,70.055,70.243,70.369,70.584,70.742,70.913,71.091,71.238,71.389,71.481,71.566,71.739,71.773,71.984,72.123,72.38,72.518,72.604,72.812,73.034,73.128,73.259,73.428,73.56,73.648,73.85,74.006,74.17,74.268,74.422,74.6,74.785,74.953,75.087,75.224,75.396,75.556,75.808,75.998,76.201,76.334,76.57,76.709,76.971,77.112,77.406,77.617,77.829,78.021,78.268,78.551,78.66,78.907,79.115,79.246,79.438,79.663,79.745,79.787,79.93,80.215,80.346,80.459,80.602,80.745,80.847,80.961,80.884,81.219,81.392,81.404,81.566,81.731,81.933,82.045,82.115,82.316,82.559,82.771,83.056,83.328,83.44,83.641,83.843,83.985,84.411,84.685,84.868,85.01,85.133,85.276,85.703,85.946,86.119,86.292,86.464,86.711,86.921,87.174,87.31,87.566,87.758,87.89,88.187,88.474,88.677,88.885,89.204,89.428,89.673,89.871,89.934,90.253,90.415,90.709,91.134,91.448,91.558,91.791,92.031,92.4,92.818,93.15,93.56,93.812,94.096,94.296,94.662,94.993,95.299,95.558,95.942,96.445,97.042,97.287,97.754,98.221,98.531,98.814,99.14,99.414,99.543,99.86,99.922,100.061,100.095,100.179,100.308,100.345,100.533,100.6
"50","42","S4 PN7221ZZMG   Full-service restaurants","T070423",62.947,63.046,63.143,63.284,63.381,63.446,63.504,63.598,63.754,63.79,63.88,63.975,64.11,64.215,64.316,64.457,64.579,64.692,64.788,64.849,64.914,64.992,65.034,65.138,65.272,65.291,65.394,65.534,65.612,65.694,65.725,65.807,65.953,66.065,66.236,66.34,66.431,66.57,66.772,66.927,67.058,67.165,67.297,67.422,67.547,67.689,67.763,67.858,67.978,68.127,68.259,68.472,68.658,68.784,68.919,69.09,69.26,69.573,69.761,69.894,70.077,70.202,70.379,70.466,70.513,70.66,70.859,70.988,71.204,71.361,71.533,71.723,71.873,72.022,72.127,72.258,72.457,72.573,72.701,72.9,73.132,73.317,73.433,73.674,73.856,74.131,74.206,74.288,74.461,74.557,74.756,74.867,75.036,75.12,75.281,75.381,75.551,75.759,75.842,76.022,76.264,76.443,76.723,76.903,77.17,77.271,77.474,77.534,77.846,78.102,78.391,78.611,78.794,79.012,79.257,79.532,79.636,79.862,80.041,80.115,80.235,80.523,80.666,80.738,80.882,81.169,81.241,81.385,81.528,81.672,81.744,81.888,81.959,82.175,82.319,82.39,82.462,82.75,82.893,83.037,83.109,83.252,83.468,83.683,83.971,84.186,84.33,84.473,84.617,84.761,85.192,85.407,85.623,85.766,85.982,86.126,86.557,86.772,86.916,87.059,87.203,87.419,87.634,87.85,87.993,88.209,88.424,88.568,88.805,89.214,89.466,89.724,90.076,90.285,90.565,90.752,90.823,91.247,91.269,91.599,92.036,92.306,92.465,92.626,92.843,93.324,93.718,93.992,94.35,94.572,94.973,95.114,95.444,95.821,96.09,96.365,96.673,97.175,97.624,97.783,98.19,98.588,98.697,98.854,99.111,99.38,99.536,99.967,99.996,100.082,100.118,100.156,100.268,100.324,100.482,100.644
"51","43","S4 PN7222ZZMG   Limited-service eating places","T070433",62.307,62.399,62.43,62.491,62.581,62.642,62.675,62.762,62.907,62.927,62.995,63.075,63.216,63.339,63.393,63.513,63.629,63.744,63.819,63.871,63.952,64.033,64.102,64.159,64.24,64.272,64.37,64.491,64.578,64.653,64.713,64.797,64.938,65.04,65.197,65.301,65.418,65.542,65.718,65.835,65.939,66.036,66.154,66.261,66.384,66.535,66.597,66.695,66.799,66.927,67.041,67.214,67.391,67.508,67.697,67.843,67.996,68.295,68.501,68.639,68.79,68.906,69.083,69.167,69.16,69.315,69.481,69.601,69.819,69.98,70.152,70.303,70.445,70.598,70.673,70.71,70.87,70.795,71.091,71.156,71.434,71.514,71.568,71.71,71.991,71.853,72.057,72.339,72.41,72.479,72.689,72.897,73.043,73.179,73.319,73.595,73.791,73.906,74.128,74.218,74.29,74.417,74.611,74.805,74.927,75.097,75.381,75.63,75.826,75.812,76.117,76.308,76.552,76.702,76.954,77.255,77.374,77.644,77.884,78.087,78.38,78.521,78.521,78.521,78.662,78.943,79.154,79.225,79.366,79.507,79.648,79.72,79.441,79.933,80.145,80.076,80.357,80.357,80.637,80.706,80.776,81.056,81.336,81.546,81.826,82.176,82.245,82.524,82.804,82.943,83.364,83.714,83.855,83.996,83.996,84.137,84.557,84.838,85.049,85.26,85.47,85.757,85.959,86.259,86.385,86.694,86.854,86.971,87.347,87.472,87.611,87.75,88.024,88.27,88.467,88.679,88.729,88.905,89.257,89.505,89.917,90.296,90.342,90.676,90.948,91.168,91.619,92.034,92.516,92.808,92.936,93.22,93.64,93.914,94.27,94.508,94.996,95.501,96.297,96.657,97.203,97.76,98.332,98.781,99.197,99.474,99.565,99.731,99.832,100.038,100.069,100.213,100.363,100.374,100.602,100.543
"52","44","S4 PN7223ZZMG   Special food Services","T070443",63.631,63.727,63.769,63.855,63.955,64.022,64.075,64.165,64.316,64.342,64.413,64.494,64.625,64.752,64.82,64.96,65.085,65.2,65.276,65.334,65.416,65.499,65.565,65.628,65.712,65.745,65.849,65.978,66.066,66.148,66.193,66.282,66.434,66.543,66.707,66.808,66.922,67.058,67.23,67.356,67.48,67.578,67.708,67.814,67.946,68.092,68.161,68.264,68.372,68.505,68.632,68.819,69.002,69.13,69.315,69.468,69.629,69.93,70.136,70.272,70.411,70.544,70.723,70.815,70.82,70.979,71.147,71.269,71.483,71.65,71.82,71.99,72.127,72.267,72.372,72.545,72.814,72.919,72.978,73.191,73.4,73.599,73.74,73.948,74.144,74.411,74.485,74.578,74.718,74.794,75.004,75.083,75.246,75.374,75.517,75.598,75.751,75.961,76.105,76.301,76.517,76.673,76.895,77.037,77.318,77.4,77.607,77.668,77.984,78.248,78.531,78.731,78.884,79.089,79.32,79.596,79.68,79.881,80.053,80.101,80.22,80.51,80.657,80.732,80.879,81.169,81.243,81.389,81.535,81.681,81.754,81.9,81.973,82.19,82.335,82.408,82.481,82.768,82.911,83.053,83.123,83.264,83.478,83.694,83.984,84.201,84.346,84.49,84.633,84.776,85.205,85.42,85.636,85.781,85.998,86.142,86.573,86.788,86.932,87.076,87.22,87.438,87.656,87.873,88.016,88.229,88.444,88.59,88.83,89.24,89.488,89.741,90.09,90.298,90.582,90.771,90.846,91.272,91.294,91.624,92.059,92.327,92.483,92.642,92.857,93.335,93.727,93.998,94.352,94.572,94.967,95.1,95.419,95.789,96.053,96.326,96.633,97.135,97.587,97.746,98.153,98.549,98.661,98.822,99.086,99.361,99.523,99.957,99.991,100.079,100.117,100.156,100.27,100.327,100.485,100.648
