"","Table 6U# Real BEA Retail and Food Service Sales","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202"
"42","34","S3       Office supplies, stationery, and gift stores","T060340",2480,2477,2519,2472,2478,2511,2399,2514,2522,2566,2664,2644,2682,2637,2715,2735,2624,2628,2662,2638,2679,2695,2697,2600,2571,2586,2644,2586,2639,2576,2563,2634,2477,2427,2513,2672,2557,2638,2545,2586,2602,2604,2621,2683,2715,2722,2655,2727,2689,2650,2676,2698,2788,2794,2792,2815,2760,2765,2810,2873,2935,2968,2921,2943,2960,2957,2956,2962,3001,2986,2978,2997,3010,3067,3053,3137,3170,3206,3179,3190,3177,3211,3218,3237,3258,3348,3323,3311,3343,3347,3419,3428,3491,3590,3623,3634,3539,3499,3665,3576,3559,3557,3590,3576,3587,3552,3590,3535,3586,3421,3462,3465,3455,3449,3484,3376,3282,3172,3202,3225,3291,3194,3111,3173,3205,3147,3166,3193,3168,3177,3104,3099,3157,3137,3214,3239,3220,3260,3254,3273,3310,3316,3419,3293,3269,3360,3347,3296,3347,3329,3254,3255,3347,3374,3364,3381,3442,3450,3396,3355,3416,3319,3289,3175,3293,3315,3367,3484,3301,3302,3367,3452,3417,3458,3532,3498,3433,3381,3429,3198,3355,3407,3458,3385,3336,3381,3459,3488,3470,3484,3454,3450,3583,3521,3538,3655,3603,3597,3613
"43","35","S4       Used merchandise stores","T060350",664,730,693,703,709,699,671,702,664,741,715,775,707,764,752,779,765,737,797,741,694,687,720,743,699,715,748,743,752,724,732,716,755,721,722,718,802,779,747,783,731,762,756,769,728,673,669,760,812,759,767,756,741,718,728,750,746,750,753,717,721,734,734,738,772,770,785,771,800,783,783,801,812,773,752,766,765,771,779,789,785,813,846,800,948,853,887,948,882,893,827,866,895,894,892,935,898,962,1017,908,943,940,929,950,933,980,954,990,973,947,931,972,986,1009,952,972,976,906,937,900,891,933,922,928,851,884,906,906,911,897,906,887,909,900,935,969,1013,913,1011,982,984,1034,1015,1115,1049,1061,1072,1048,1059,1028,1006,1128,1079,1082,1086,1097,1145,1165,1121,1137,1108,1134,1139,1160,1163,1137,1191,1236,1215,1190,1192,1215,1250,1282,1292,1316,1247,1279,1292,1198,1195,1245,1293,1318,1331,1381,1369,1365,1359,1365,1321,1285,1348,1296,1357,1356,1365,1380,1383
"44","36","S4       Other miscellaneous store retailers","T060360",4962,5246,5073,5135,5146,4998,5058,5007,5073,4995,5424,5891,5374,5443,5365,5071,4891,4969,4785,4792,5086,4998,4911,4883,4736,4946,5102,4750,4937,4924,4948,4908,4734,4942,4954,4691,4683,4754,4699,4804,4823,4873,4838,4974,4931,4904,4803,4858,4875,4778,4836,4830,4983,5088,5008,5116,5030,5182,5073,5103,5149,4878,5018,5088,5265,4764,4844,4884,4814,4976,5254,5241,5173,5293,5119,5103,5113,5056,5133,4992,5219,5246,5168,5154,5620,5494,5494,5427,5410,5238,5276,5167,5200,5171,5366,5624,5423,5219,5288,5353,5616,5751,5455,5510,5578,5292,5366,5464,5789,5191,5113,5065,5071,5087,5230,4881,4844,4942,4721,4639,4548,4718,4681,4565,4415,4381,4307,4334,4273,4314,4490,4656,4430,4281,4620,4488,4617,4766,4535,4526,4698,4775,4685,4658,4681,4800,4609,4867,4825,4935,5098,4993,4896,4843,4813,4595,4853,4954,4859,4883,4653,4807,4890,4914,4868,4855,4848,4880,4903,4896,4975,4948,5017,4816,4681,4815,5202,5042,5057,5181,5032,4904,5061,4940,5070,5013,5031,5147,5018,5204,5228,5322,5326,5300,5200,5295,5348,5306,5327
"45","37","S1     Nonstore retailers","T060370",14728,14895,15188,15422,15654,15631,15798,16011,16181,16067,16016,16419,16688,16599,16852,17187,17288,17739,17783,18095,18397,18282,18483,19209,18091,17855,18142,18094,17627,17698,17756,18136,17225,17970,17941,18082,18502,18468,18744,19003,19184,19017,19328,19134,18913,19149,19643,19685,19420,19687,19264,19458,19799,20096,20180,20441,20782,20997,21050,20810,21163,21457,20850,21217,20946,21175,21472,21689,21950,21882,21812,22077,22627,22226,22369,22810,22454,23077,22840,23409,23077,23496,23848,24199,23962,24407,25106,24564,24867,24742,24765,25033,25047,25333,25582,25347,25463,26543,26040,26220,26083,26154,26497,26391,26607,26677,27206,26523,26165,25968,26074,26952,26731,26366,26539,26260,26182,25907,25475,25733,26001,26058,25806,25862,25903,26131,26599,26614,26565,26779,26934,27396,27505,27527,27904,27849,28102,28742,28600,29109,29258,29245,29291,29947,30883,30040,30193,30195,30322,30678,30717,31068,30736,32285,32416,31742,31483,31963,31894,32183,32798,32859,33443,33678,33949,33859,34701,34626,35081,34995,35112,35381,35213,35247,35684,35642,35489,35456,36025,37260,36119,36534,37765,37235,37359,37772,37900,38051,38079,38652,39076,39294,39726,40407,40446,40569,40710,40802,41495
"46","38","S2       Electronic shopping and mail-order houses","T060380",7732,8061,8028,8199,8289,8386,8572,8787,8979,9100,8978,9365,9560,9624,9989,10227,9880,10306,10431,10595,10832,10902,11074,11359,10394,10387,10605,10586,10609,10733,10726,10962,10168,10796,10849,10867,11141,11223,11102,11208,11256,11224,11386,11419,11377,11448,11704,11685,11719,11921,11896,12025,12123,12399,12522,12601,12829,12908,12901,12931,13405,13476,13530,13529,13762,13658,13857,13989,14096,14221,14248,14449,14906,14741,14920,15233,15280,15605,15794,16061,15894,16262,16441,16598,17012,17126,17711,17303,17271,17413,17353,17733,17887,18000,18204,18521,18325,18674,18887,18750,19016,19118,19486,19317,19475,19667,20149,19500,19331,19153,19263,19973,19910,19920,19984,19590,19536,19227,18576,19039,19184,19155,18980,19131,19251,19453,19895,20128,20167,20152,20547,20905,21008,21000,21586,21609,21786,22231,22178,22635,22772,22962,22996,23367,24389,23811,24044,24176,24448,24665,24766,24945,24663,26072,26270,26056,25871,26483,26361,26490,26900,26946,27350,27879,28212,28112,28973,29032,29308,29226,29198,29429,29375,29444,29869,29834,29925,29596,29699,30605,29690,30342,31578,31395,31518,32277,32431,32607,32695,33283,33534,33940,34107,34516,34973,35123,35542,35617,36349
"47","39","S4       Vending machine operators","T060390",884,921,892,918,946,892,907,911,889,862,879,911,926,927,943,963,966,965,934,925,872,869,859,878,811,810,804,806,786,779,774,821,834,872,836,836,817,855,816,820,815,814,812,788,831,784,798,791,741,757,774,763,764,746,735,786,828,818,813,810,803,778,786,811,801,797,763,793,808,811,784,784,805,799,792,814,744,778,755,708,764,787,763,792,818,792,807,766,778,767,786,774,766,733,753,767,762,734,720,713,733,734,747,732,719,730,711,694,685,679,695,703,694,692,681,664,649,632,641,614,617,619,580,589,604,575,567,574,590,538,551,565,550,561,560,572,547,548,565,542,556,539,545,559,541,502,536,514,498,532,495,514,513,525,531,518,529,533,551,525,545,528,539,551,514,518,504,528,564,510,507,509,502,498,489,521,518,514,518,491,485,499,498,498,511,506,517,500,509,532,524,513,528,529,537,565,553,543,534
"48","40","S4       Direct selling establishments","T060400",6598,6271,6744,6761,6894,6787,6713,6673,6643,6364,6452,6384,6434,6250,6076,6145,6700,6691,6621,6790,6903,6695,6728,7185,7145,6891,6963,6929,6388,6326,6406,6500,6409,6454,6392,6534,6702,6506,7042,7206,7362,7205,7366,7120,6863,7104,7342,7421,7127,7166,6711,6783,7047,7071,7031,7177,7243,7404,7481,7175,7018,7292,6542,6930,6365,6745,6883,6937,7085,6869,6792,6854,6916,6678,6641,6745,6395,6666,6249,6598,6383,6411,6601,6767,6100,6452,6550,6455,6771,6522,6584,6489,6360,6562,6586,6021,6338,7091,6393,6711,6298,6266,6234,6308,6378,6253,6323,6293,6125,6106,6092,6256,6127,5819,5924,6015,6008,6044,6222,6060,6186,6276,6244,6140,6046,6104,6138,5914,5811,6089,5846,5935,5956,5974,5784,5699,5795,5985,5883,5961,5961,5790,5796,6053,6017,5798,5707,5619,5521,5619,5601,5739,5686,5848,5792,5403,5324,5232,5256,5419,5593,5623,5785,5538,5532,5534,5566,5434,5565,5608,5732,5773,5679,5655,5690,5653,5451,5694,6089,6424,6196,6014,6064,5767,5760,5505,5477,5478,5422,5409,5576,5434,5665,5928,5543,5491,5254,5282,5273
"49","41","S1 Food services and drinking places","T060410",33144,33679,33590,33786,33812,33838,33690,33842,34013,34579,34729,34584,34824,35141,35754,35474,35362,35383,35534,35289,35708,35638,35517,34673,35995,35777,35714,35512,35732,35781,35841,36178,35302,35597,35578,36267,36238,36366,36101,36454,36237,36368,36346,36284,36439,36176,36493,36567,36622,36441,37028,36913,37647,37809,37931,38440,38004,38582,38703,38089,38627,38655,38904,38651,38751,38832,39083,38787,39181,39360,39358,39838,39526,39975,39500,40406,40102,40343,40277,40374,40424,40666,41010,40975,41967,41295,41628,41465,41426,41172,41156,41710,42015,42029,42081,43260,42301,41841,42458,42303,42362,42544,42615,42388,42471,42684,42407,43224,42360,41667,41785,42136,42184,42016,41885,41706,41643,41200,41034,40852,40737,40459,40081,40045,39981,39835,39872,39738,39557,39540,39845,39851,39547,40395,40620,40777,40675,40751,40858,41108,41045,41095,41209,41150,41030,41684,41740,41390,41849,42197,42003,42125,42425,42558,42405,42215,42912,43034,42924,43319,43107,43103,43216,43159,43333,43052,43606,43893,44036,43808,43944,43524,43527,43218,43438,43515,43711,44241,45005,44408,43914,44357,44844,44921,45230,45261,45339,45563,45899,46420,46424,46966,46813,46843,47167,47590,47647,47812,48040
"50","42","S4   Full-service restaurants","T060420",14504,14624,14645,14883,14687,14821,14659,14811,14923,15183,15120,14757,15051,15312,15622,15534,15324,15251,15338,15210,15602,15725,15516,14987,15671,15585,15482,15395,15562,15638,15767,16030,15407,15496,15539,16259,16152,16114,15969,16139,16048,15970,16055,16003,16005,16047,16125,16189,16084,16009,16190,16334,16597,16704,16768,16991,16800,16879,16904,16709,16995,17035,17060,16860,16912,17027,17088,17023,17364,17316,17252,17395,17165,17623,17383,17555,17505,17574,17522,17667,17599,17819,17865,17838,18304,17854,17953,17988,17990,17947,17899,18180,18446,18431,18585,19345,18678,18518,18684,18653,18541,18538,18425,18492,18301,18507,18374,18921,18235,18027,18150,18125,18161,18056,17941,17854,17632,17570,17648,17724,17724,17432,17271,17079,17042,16935,16983,16953,16962,17020,16967,16972,16799,16965,17327,17523,17365,17283,17335,17307,17220,17274,17297,17387,17458,17650,17748,17647,17947,18099,18155,18210,18344,18386,18154,18215,18434,18443,18395,18717,18508,18577,18724,18597,18744,18566,18859,19136,18891,18728,18825,18573,18607,18588,18524,18704,18818,19080,19487,19389,19154,19475,19514,19445,19587,19457,19440,19768,19880,20163,20327,20752,20609,20671,20737,20838,21038,21087,21176
"51","43","S4   Limited-service eating places","T060430",14261,14541,14376,14330,14547,14375,14394,14407,14498,14758,14829,14846,14880,14891,15014,15014,15025,15189,15053,15050,15163,15091,15182,14759,15274,15334,15273,15157,15166,15133,15152,15160,15138,15257,15239,15185,15194,15310,15240,15359,15271,15435,15392,15471,15582,15354,15440,15448,15638,15492,15773,15699,15998,16082,16058,16126,16108,16522,16598,16441,16463,16479,16688,16741,16695,16640,16855,16676,16749,16825,16920,17229,17106,17194,17009,17389,17351,17458,17482,17374,17318,17410,17637,17613,18134,17788,17854,17769,17713,17652,17629,17813,17926,17880,17733,17974,17731,17452,17815,17656,17957,18087,18071,18147,18179,18143,18066,18313,18143,17801,17775,17990,18058,17975,17932,17831,17886,17867,17722,17508,17429,17473,17228,17417,17415,17286,17243,17272,17082,16976,17305,17331,17366,17753,17713,17650,17725,17882,17881,18071,18070,18157,18224,17999,18013,18409,18347,18166,18248,18296,18126,18281,18398,18383,18436,18290,18590,18688,18572,18579,18569,18545,18644,18591,18668,18725,18868,18871,19197,19174,19205,19029,19123,19017,19226,18987,19125,19146,19378,19015,18804,18873,19279,19480,19610,19789,19850,19742,19963,20068,19966,20101,20051,19956,20326,20571,20539,20617,20731
"52","44","S4   Special food Services","T060440",2727,2764,2766,2785,2855,2903,2938,2947,2875,2889,3032,3214,3120,3132,3217,3099,3196,3153,3355,3278,3201,3130,3118,3210,3313,3144,3221,3253,3331,3305,3192,3204,2952,3031,2974,2977,3100,3135,3105,3165,3132,3175,3080,3069,3140,3047,3152,3130,3105,3161,3225,3039,3194,3196,3274,3439,3256,3301,3335,3110,3300,3283,3330,3239,3332,3353,3356,3313,3263,3416,3408,3435,3480,3376,3370,3635,3483,3523,3490,3516,3657,3600,3674,3677,3670,3787,3944,3831,3827,3695,3746,3835,3786,3845,3873,4038,4001,4020,4071,4117,3978,4052,4159,3912,4125,4179,4113,4144,4189,4069,4050,4182,4144,4142,4083,4152,4299,3955,3870,3795,3785,3783,3791,3771,3757,3826,3883,3807,3813,3824,3848,3829,3665,3893,3849,3899,3871,3868,3935,3989,4009,3908,3921,4003,3826,3849,3915,3846,3920,4078,4000,3939,3968,4060,4108,4030,4183,4193,4212,4254,4288,4185,4040,4151,4147,4094,4182,4085,4164,4150,4122,4208,4079,3955,4059,4149,4050,4271,4385,4293,4234,4279,4329,4276,4278,4264,4376,4328,4319,4417,4385,4351,4407,4471,4379,4432,4316,4365,4383
"53","45","S4   Drinking places (alcoholic beverages)","T060450",1654,1755,1804,1786,1725,1736,1699,1675,1715,1747,1747,1767,1772,1801,1894,1823,1814,1790,1783,1749,1738,1687,1700,1714,1733,1715,1736,1705,1670,1700,1725,1775,1806,1813,1826,1837,1783,1799,1781,1784,1778,1784,1813,1738,1711,1723,1771,1794,1793,1777,1836,1838,1855,1823,1826,1874,1835,1879,1866,1833,1867,1855,1826,1814,1814,1812,1786,1776,1805,1802,1779,1781,1778,1783,1740,1827,1766,1790,1788,1818,1851,1836,1835,1848,1861,1867,1877,1877,1895,1878,1882,1881,1856,1870,1882,1891,1883,1840,1880,1867,1881,1864,1956,1836,1865,1852,1852,1841,1792,1767,1807,1836,1819,1843,1928,1868,1825,1809,1794,1824,1799,1769,1791,1778,1768,1788,1764,1706,1700,1721,1726,1720,1718,1785,1730,1704,1714,1719,1706,1742,1747,1757,1767,1762,1734,1777,1731,1732,1734,1723,1720,1694,1715,1728,1707,1680,1705,1709,1744,1768,1742,1796,1808,1820,1774,1667,1697,1801,1783,1756,1791,1714,1718,1658,1630,1675,1718,1742,1753,1710,1721,1729,1722,1719,1754,1751,1674,1725,1736,1770,1744,1761,1746,1743,1724,1748,1752,1742,1749
"54",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","46","  S1   Retail and food services except motor vehicle and parts dealers","T060460",230556,233541,234294,232800,234559,235081,234973,236057,237098,238563,240352,245463,240658,242232,244611,243762,244713,244528,244962,246533,248017,248462,248971,250022,250864,250159,248688,251914,250940,249786,251536,254209,249040,253749,256669,259388,259417,260155,259509,260674,260428,260484,260790,260243,260320,261761,263429,264282,264260,261006,264677,265566,269265,271893,273322,274733,273090,274600,276554,276453,277676,277136,281446,280165,281083,279888,281597,282047,284054,284885,285451,288391,289827,291049,290130,293777,292815,296262,294295,295891,293799,298553,300868,301166,305718,306243,306670,306127,304741,304209,303208,304137,305880,308431,309933,313061,311839,310929,312245,309641,311678,309992,311172,311693,311948,311912,314118,312776,311391,308561,308700,311464,311544,309800,308226,305894,302147,299088,300581,299737,301168,299228,295758,295992,296859,293404,293738,294835,294564,294044,296121,298075,296737,299354,302394,304655,302781,303444,302320,304419,305572,306931,308532,308029,308180,308794,309414,309184,309331,311509,311074,311758,311504,314407,314575,313326,315834,317720,318460,316554,317138,315739,317966,318581,318774,318226,321348,323370,325539,326032,326415,326829,327938,326973,328697,327123,328629,329291,330144,332289,329476,332359,334922,336884,336607,337705,337819,339646,339080,340808,344817,345542,349064,347474,349667,350160,350528,350927,351927
"56","47","  S1   Retail trade except motor vehicle and parts dealers","T060470",197622,200091,200903,199273,200972,201461,201480,202411,203285,204242,205866,210988,206085,207359,209172,208575,209600,209400,209698,211441,212540,213033,213633,215379,215080,214576,213188,216524,215380,214205,215870,218202,213889,218260,221155,223218,223273,223887,223488,224320,224272,224210,224532,224048,223984,225643,227003,227777,227706,224659,227753,228733,231718,234168,235469,236399,235171,236137,237957,238417,239136,238577,242607,241572,242388,241133,242593,243307,244930,245589,246149,248617,250319,251116,250642,253419,252745,255932,254046,255535,253429,257900,259874,260202,263795,264925,265043,264656,263323,263029,262053,262467,263910,266422,267860,269857,269540,269069,269797,267361,269323,267485,268587,269314,269490,269255,271699,269615,269044,266886,266914,269325,269360,267789,266352,264208,260553,257925,259561,258894,260441,258777,255680,255948,256880,253569,253865,255094,255002,254499,256271,258217,257183,258960,261774,263877,262106,262693,261464,263313,264528,265836,267321,266876,267143,267114,267677,267786,267490,269321,269075,269637,269093,271856,272172,271112,272932,274693,275537,273251,274040,272647,274759,275431,275453,275182,277753,279487,281513,282231,282479,283314,284424,283770,285274,283620,284930,285054,285129,287893,285576,288016,290088,291979,291382,292454,292489,294093,293172,294363,298400,298548,302285,300637,302502,302533,302845,303066,303829
"57","48","  S2   GAFO-Department store merchandise stores \1\","T060480",63067,64075,64935,64243,64986,65800,65531,66255,66957,67029,67282,68605,67690,68734,69675,69795,70268,70026,70261,70847,71467,71499,71464,71079,72472,71599,70818,72452,72483,72118,73136,73913,72428,73885,75184,76420,75985,76366,76507,76734,76559,76969,76582,76785,76783,78330,78330,78689,78612,77935,79386,79672,80753,81670,82376,83480,83354,83052,84112,84616,85126,85429,86338,85407,86111,85570,86725,87057,87587,88319,88409,89521,89505,91190,90432,91935,91560,93153,92710,93299,93130,95362,95193,95101,97046,97124,96620,97491,96749,97199,97383,97285,98988,98791,98828,100731,100883,99292,101072,100136,100859,100698,101723,102033,101673,101669,102571,102488,101551,100740,101131,101912,103068,103105,102394,101091,98170,97409,98505,97266,98527,97944,95483,95819,96388,95571,95920,96902,96820,97514,97237,98102,98693,99762,100172,100454,100165,100540,100593,101252,101252,102033,103790,102706,102532,103677,104295,104890,104020,104599,104182,104029,105392,105136,105277,105148,106503,107597,107889,106647,107234,107252,107783,107859,108083,107465,107949,109525,110243,110098,110549,110667,111065,111493,111973,111440,112162,113240,112487,112029,110985,112691,113512,115204,114572,114955,115476,116453,116017,116556,118132,118098,118302,116699,118078,118282,119853,120177,120099
"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","S1=Based on Census advance data, seasonally adjusted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","S2=Based on Census preliminary and final data, seasonally adjusted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","S3=Based on unpublished Census data, seasonally adjusted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","S4=Based on unpublished Census data, seasonally adjusted by BEA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
