"","Table 3#10#4# Price Indexes for Government Consumption Expenditu","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225","F226","F227","F228","F229","F230","F231","F232","F233","F234"
"53","45","      Less: Own-account investment \4\","W136RG3",7.715,7.883,8.229,8.323,7.907,7.819,7.731,7.722,8.342,8.357,8.436,8.718,8.645,8.452,8.494,8.238,9.21,8.847,8.751,8.822,9.135,9.307,9.294,9.477,9.51,9.672,9.504,9.697,9.639,9.832,9.784,9.982,10.143,10.426,10.375,10.44,10.583,10.808,10.922,10.982,11.113,11.191,11.323,11.525,11.903,12.231,12.273,12.327,12.446,12.512,12.616,12.718,12.756,12.817,13.232,13.412,13.48,13.55,13.579,13.65,13.834,13.832,13.888,14.285,14.322,14.406,14.431,14.661,14.988,15.093,15.332,15.354,15.509,15.609,15.736,15.977,16.065,16.137,16.326,16.361,16.474,16.557,16.633,17.223,17.369,17.506,17.892,18.192,18.298,18.43,18.949,19.235,20.085,20.35,20.639,20.834,21.388,21.838,22.106,22.298,21.838,22.037,22.27,22.477,23.017,23.389,23.861,24.358,24.754,25.195,25.696,26.305,26.899,27.309,28.313,28.88,29.142,29.528,30.043,30.515,31.413,32.021,32.277,33.125,33.385,33.737,34.292,35.193,35.531,35.931,36.731,37.893,38.522,39.332,40.138,41.798,42.621,43.22,44.105,44.806,45.477,46.295,47.011,47.933,48.344,48.969,49.429,50.135,50.305,50.785,51.5,51.794,51.981,52.646,53.007,53.573,53.787,54.309,54.893,55.529,55.859,55.989,56.945,57.605,58.118,59.453,60.468,61.168,61.786,62.961,64.289,64.435,64.568,65.941,66.795,68.017,68.607,69.365,70.012,70.513,71.501,72.04,73.029,74.224,75.752,76.399,77.575,78.202,79.36,80.381,80.334,80.997,82.306,82.178,82.532,85.648,86.603,85.494,86.059,86.819,88.139,88.663,89.212,90.192,90.947,91.592,92.116,92.646,93.974,94.942,95.942,97.019,98.88,98.78,100.804,101.536,102.177,102.871,103.94,105.277,107.676,108.188,108.473,108.944,111.541,112.28,112.873,113.085,116.049,116.56,117.109
"54","46","            Sales to other sectors","W137RG3",11.169,15.107,13.371,14.409,13.476,14.165,14.446,13.476,14.549,14.414,13.692,13.559,14.141,14.154,14.417,14.261,15.469,15.421,15.183,15.005,15.004,15.512,15.098,14.852,14.928,15.005,15.076,14.643,15.674,14.93,15.044,15.015,15.758,15.938,15.676,15.754,15.809,16.42,16.425,16.977,17.22,17.057,17.077,17.049,17.807,17.755,17.488,17.505,17.225,17.472,17.418,17.707,17.658,17.703,17.289,17.103,17.267,17.136,17.008,17.138,17.413,17.457,17.642,17.593,17.771,17.65,18.21,18.461,18.452,18.755,18.741,18.742,18.872,18.761,19.011,19.418,19.414,19.912,19.959,19.931,19.685,19.806,20.444,21.015,21.319,21.915,22.555,23.789,25.226,24.897,23.126,23.401,22.876,22.733,22.975,23.599,24.31,25.334,26.794,27.263,27.499,27.846,28.719,29.423,30.851,32.769,33.36,34.515,34.638,35.274,35.075,33.945,34.173,34.85,35.469,36.592,38.186,39.511,39.919,41.173,42.702,42.796,45.087,46.614,48.041,48.856,49.696,51.238,52.5,53.751,57.127,57.518,63.112,63.708,66.199,68.576,69.328,70.105,69.421,69.393,68.51,67.412,67.911,68.493,68.063,68.23,68.135,68.521,68.547,67.672,67.921,67.606,67.483,66.215,66.554,66.4,63.911,57.993,57.805,61.395,63.231,64.132,65.979,65.97,66.666,67.602,67.425,67.465,69.687,71.894,71.912,72.772,73.091,71.624,74.333,80.522,73.263,73.208,74.951,76.491,75.97,76.768,77.159,78.876,82.698,84.402,82.593,84.524,84.355,85.182,85.837,86.269,86.864,87.089,87.395,87.732,88.666,89.699,89.994,95.275,96.899,94.354,94.068,93.678,93.929,93.902,93.158,93.452,94.525,95.589,96.694,96.908,98.797,98.861,99.675,102.667,101.282,101.299,100.826,99.855,101.717,102.202,103.026,103.68,104.773,105.51,106.396,107.222,108.547,108.679,108.926
"55","47","State and local consumption expenditures \1\","A991RG3",7.608,7.736,7.878,8.133,8.434,8.6,8.933,9.107,9.008,8.883,8.916,8.877,8.902,9.006,9.249,9.458,9.704,9.824,10.003,10.161,10.226,10.335,10.523,10.6,10.709,10.722,10.717,10.812,10.887,11.096,11.248,11.306,11.323,11.371,11.44,11.568,11.798,11.892,12.066,12.199,12.355,12.526,12.611,12.676,12.773,12.871,12.925,13.004,13.191,13.285,13.328,13.399,13.597,13.689,13.773,13.848,13.946,14.123,14.255,14.404,14.623,14.679,14.705,14.797,14.957,15.047,15.085,15.22,15.31,15.402,15.488,15.565,15.724,15.795,15.944,16.079,16.347,16.6,16.875,17.107,17.467,17.722,17.976,18.205,18.459,18.714,18.946,19.27,19.541,19.917,20.312,20.663,21.161,21.585,21.953,22.292,22.773,23.165,23.479,23.63,24.152,24.463,24.875,25.262,25.875,26.4,26.764,27.233,27.871,28.587,29.377,30.121,30.707,31.478,32.053,32.671,33.269,33.833,34.236,34.731,35.424,36.117,36.76,37.436,38.014,38.625,39.17,39.666,40.642,41.561,43.038,43.839,45.07,46.335,47.543,48.704,50.264,51.235,51.799,52.518,53.47,54.316,55.186,56.009,56.484,57.231,57.915,58.555,59.657,60.338,60.931,61.519,62.386,62.989,63.512,64.123,64.448,64.623,65.178,66.112,67.016,67.661,68.305,68.49,69.029,69.76,70.361,70.889,71.672,72.35,72.69,73.642,74.936,75.663,76.587,77.809,78.311,78.458,79.052,79.46,79.936,80.583,80.997,81.379,82.207,82.643,82.914,83.328,84.321,84.6,85.215,85.715,86.623,87.102,87.352,87.623,88.723,88.685,89.312,89.94,90.613,90.586,90.867,91.513,91.766,92.183,92.728,93.279,93.769,94.832,95.953,97.06,98.716,99.406,100.514,101.365,102.386,102.999,103.328,103.423,104.105,105.266,106.232,106.96,109,108.588,109.521,109.825,111.152,112.386,113.434
"56","48","      Gross output of general government","W138RG3",7.352,7.477,7.616,7.858,8.145,8.288,8.599,8.748,8.654,8.537,8.568,8.538,8.562,8.662,8.895,9.095,9.331,9.44,9.601,9.747,9.811,9.91,10.082,10.152,10.249,10.267,10.274,10.359,10.428,10.61,10.744,10.798,10.82,10.867,10.93,11.043,11.252,11.342,11.502,11.626,11.776,11.933,12.014,12.078,12.167,12.257,12.314,12.387,12.547,12.636,12.681,12.759,12.939,13.043,13.132,13.207,13.299,13.441,13.557,13.689,13.887,13.939,13.973,14.057,14.196,14.279,14.325,14.45,14.535,14.616,14.702,14.778,14.921,14.997,15.139,15.268,15.508,15.735,15.995,16.201,16.512,16.74,16.976,17.183,17.426,17.667,17.893,18.194,18.446,18.801,19.167,19.501,19.955,20.337,20.678,20.991,21.409,21.768,22.054,22.211,22.672,22.954,23.341,23.69,24.231,24.736,25.153,25.544,26.159,26.84,27.592,28.271,28.804,29.518,30.141,30.682,31.213,31.754,32.172,32.599,33.252,33.927,34.543,35.131,35.696,36.305,36.848,37.364,38.291,39.136,40.444,41.221,42.387,43.546,44.725,45.852,47.293,48.203,48.858,49.647,50.585,51.426,52.304,53.138,53.675,54.406,55.112,55.805,56.871,57.559,58.174,58.782,59.622,60.223,60.743,61.365,61.767,62.035,62.631,63.549,64.39,65.081,65.746,66.034,66.67,67.478,68.17,68.793,69.678,70.448,70.955,71.955,73.242,74.06,75.1,76.337,77.009,77.33,78.044,78.632,79.257,80.015,80.568,81.124,82,82.53,82.89,83.363,84.314,84.686,85.355,85.9,86.823,87.354,87.672,88.054,89.048,89.138,89.763,90.388,91.027,91.123,91.405,91.972,92.255,92.683,93.181,93.738,94.271,95.233,96.218,97.236,98.77,99.425,100.503,101.302,102.285,102.91,103.344,103.565,104.3,105.406,106.409,107.257,109.194,109.149,110.177,110.761,112.155,113.42,114.467
"57","49","        Value added","W139RG3",6.105,6.201,6.32,6.537,6.781,6.967,7.244,7.416,7.342,7.244,7.274,7.234,7.256,7.353,7.54,7.703,7.905,8.022,8.208,8.347,8.402,8.515,8.687,8.766,8.87,8.875,8.852,8.939,9.026,9.235,9.387,9.441,9.449,9.493,9.549,9.662,9.873,9.954,10.106,10.227,10.348,10.514,10.601,10.667,10.756,10.854,10.885,10.954,11.094,11.158,11.196,11.258,11.472,11.568,11.655,11.736,11.824,11.995,12.125,12.273,12.488,12.552,12.581,12.684,12.841,12.928,12.973,13.119,13.2,13.293,13.381,13.44,13.617,13.673,13.808,13.918,14.194,14.426,14.675,14.913,15.264,15.516,15.777,16.003,16.233,16.484,16.725,17.034,17.263,17.614,17.986,18.329,18.8,19.209,19.547,19.834,20.306,20.648,20.916,21.053,21.601,21.895,22.315,22.688,23.253,23.734,24.099,24.415,24.829,25.36,25.944,26.517,27.05,27.81,28.414,28.933,29.527,30.079,30.436,30.807,31.397,32.024,32.644,33.254,33.807,34.351,34.825,35.187,36.072,36.751,37.925,38.443,39.307,40.361,41.484,42.578,43.799,44.585,45.091,45.878,46.889,47.763,48.728,49.671,50.446,51.224,51.88,52.596,53.608,54.384,55.145,55.961,56.866,57.545,58.184,58.809,59.505,60.139,60.927,62.006,62.604,63.414,64.177,64.658,65.19,65.904,66.496,67.186,67.894,68.583,69.325,70.413,71.563,72.595,73.552,74.336,75.49,76.087,76.847,77.528,78.315,79.003,79.518,80.171,81.234,81.744,82.333,82.907,84.039,84.48,85.014,85.567,86.404,86.739,87.102,87.507,88.524,88.233,89.024,89.517,90.186,90.565,90.967,91.506,92.225,92.89,93.669,94.443,95.112,95.884,96.735,97.676,98.778,99.458,100.568,101.196,102.266,103.105,104.145,105.249,106.113,107.129,108.262,109.129,109.985,110.666,111.831,112.472,113.511,114.469,115.251
"58","50","          Compensation of general government employees","B251RG3",5.402,5.464,5.553,5.747,5.967,6.135,6.398,6.574,6.51,6.44,6.491,6.466,6.544,6.655,6.815,6.921,7.056,7.137,7.31,7.443,7.527,7.618,7.766,7.893,7.977,8.013,7.999,8.127,8.255,8.426,8.604,8.648,8.695,8.736,8.735,8.831,9.015,9.068,9.202,9.316,9.442,9.599,9.698,9.788,9.922,10.009,10.027,10.096,10.235,10.31,10.361,10.438,10.667,10.771,10.864,10.949,11.04,11.22,11.356,11.511,11.728,11.786,11.814,11.917,12.08,12.166,12.208,12.358,12.44,12.537,12.63,12.687,12.86,12.904,13.038,13.144,13.428,13.641,13.89,14.123,14.491,14.76,15.015,15.237,15.444,15.698,15.96,16.248,16.462,16.787,17.17,17.492,17.955,18.339,18.655,18.899,19.368,19.701,19.972,20.087,20.647,20.945,21.36,21.713,22.271,22.731,23.071,23.33,23.625,23.991,24.42,24.895,25.409,26.221,26.867,27.407,28.019,28.592,28.977,29.361,29.942,30.582,31.212,31.823,32.369,32.89,33.332,33.657,34.515,35.129,36.271,36.699,37.494,38.474,39.517,40.534,41.687,42.39,42.82,43.538,44.519,45.367,46.347,47.345,48.18,49.039,49.756,50.534,51.626,52.455,53.267,54.144,55.086,55.791,56.443,57.076,57.79,58.406,59.19,60.268,60.863,61.682,62.457,62.944,63.466,64.224,64.833,65.555,66.286,66.993,67.767,68.906,70.107,71.181,72.154,72.973,74.211,74.832,75.664,76.419,77.308,78.042,78.614,79.306,80.42,80.941,81.565,82.171,83.364,83.807,84.313,84.864,85.697,86.006,86.367,86.766,87.852,87.532,88.374,88.905,89.608,89.985,90.432,90.974,91.807,92.565,93.382,94.213,94.938,95.723,96.639,97.611,98.769,99.412,100.583,101.237,102.389,103.315,104.479,105.686,106.632,107.744,109.006,109.978,110.881,111.648,112.965,113.708,114.882,115.756,116.415
"59","51","          Consumption of general government fixed capital \2\","B986RG3",15.01,15.586,16.104,16.605,17.161,17.566,17.982,18.051,17.854,17.366,17.07,16.821,15.992,15.856,16.391,17.372,18.505,19.121,19.466,19.648,19.277,19.679,20.169,19.517,19.9,19.454,19.297,18.772,18.258,18.957,18.714,18.9,18.334,18.422,19.284,19.618,20.179,20.63,21.017,21.214,21.226,21.494,21.396,21.099,20.533,20.768,20.981,21.023,21.162,21.048,20.89,20.747,20.697,20.679,20.667,20.665,20.696,20.719,20.723,20.763,20.913,21.044,21.089,21.173,21.219,21.313,21.391,21.458,21.511,21.531,21.555,21.626,21.834,22.04,22.161,22.316,22.446,22.894,23.108,23.386,23.457,23.455,23.754,24.006,24.512,24.678,24.621,25.167,25.555,26.204,26.377,26.973,27.48,28.156,28.757,29.558,30.016,30.419,30.625,31.028,31.355,31.547,31.989,32.573,33.175,33.864,34.507,35.519,37.441,40.031,42.568,44.335,45.051,45.047,45.022,45.221,45.518,45.737,45.712,45.869,46.508,46.902,47.334,47.857,48.45,49.226,50.052,50.857,51.981,53.417,54.882,56.461,58.103,59.979,61.991,63.932,65.885,67.625,69.002,70.555,71.842,72.968,73.675,73.906,73.919,73.698,73.614,73.568,73.61,73.739,73.885,73.98,74.417,74.767,75.226,75.745,76.205,77.014,77.818,78.869,79.464,80.148,80.761,81.146,81.789,81.986,82.372,82.692,83.133,83.616,83.999,84.524,85.105,85.67,86.445,86.858,87.127,87.47,87.5,87.432,87.21,87.443,87.408,87.675,88.243,88.642,88.897,89.167,89.725,90.137,90.942,91.507,92.367,92.941,93.325,93.78,94.168,94.143,94.468,94.637,95.006,95.398,95.404,95.917,95.66,95.54,95.994,96.301,96.508,97.174,97.499,98.194,98.85,99.828,100.452,100.869,101.303,101.462,101.542,101.861,102.095,102.385,102.548,102.63,103.142,103.191,103.253,103.158,103.229,104.776,106.417
"60","52","        Intermediate goods and services purchased \3\","W140RG3",12.56,12.815,13.035,13.36,13.82,13.691,14.124,14.113,13.939,13.75,13.783,13.803,13.835,13.937,14.362,14.719,15.099,15.152,15.165,15.323,15.423,15.433,15.563,15.572,15.609,15.691,15.864,15.919,15.872,15.859,15.864,15.911,16.006,16.059,16.146,16.242,16.393,16.515,16.684,16.796,17.078,17.14,17.163,17.207,17.281,17.307,17.492,17.576,17.81,18.012,18.087,18.23,18.206,18.329,18.412,18.447,18.54,18.512,18.546,18.569,18.649,18.633,18.693,18.664,18.69,18.74,18.784,18.791,18.88,18.892,18.954,19.102,19.065,19.225,19.382,19.578,19.626,19.806,20.079,20.113,20.212,20.309,20.413,20.517,20.787,20.961,21.102,21.344,21.67,22.008,22.323,22.592,22.951,23.2,23.529,23.917,24.114,24.512,24.849,25.063,25.19,25.417,25.662,25.908,26.335,26.894,27.473,28.108,29.39,30.558,31.848,32.857,33.357,33.88,34.537,35.128,35.435,35.918,36.518,37.109,37.94,38.74,39.322,39.818,40.399,41.194,41.938,42.925,43.95,45.299,46.988,48.588,50.716,52.175,53.484,54.669,56.784,58.067,59.196,59.952,60.595,61.287,61.846,62.3,62.079,62.648,63.484,64.088,65.282,65.69,65.86,65.854,66.511,66.887,67.072,67.669,67.287,66.619,66.727,67.239,68.697,69.08,69.492,69.286,70.184,71.231,72.175,72.625,73.962,74.938,74.835,75.606,77.243,77.505,78.751,81.143,80.583,80.209,80.805,81.166,81.398,82.326,82.968,83.293,83.721,84.296,84.125,84.363,84.905,85.124,86.097,86.625,87.739,88.704,88.923,89.253,90.201,91.127,91.389,92.298,92.87,92.355,92.38,93.004,92.373,92.315,92.249,92.378,92.658,93.992,95.24,96.407,98.759,99.362,100.38,101.499,102.302,102.528,101.847,100.468,100.989,102.262,103.039,103.856,107.65,106.356,107.146,107.63,109.626,111.405,112.897
"61","53","          Durable goods","B989RG3",15.763,16.021,16.23,16.558,16.76,17.102,18.052,18.549,18.668,17.763,17.574,17.535,17.567,17.852,18.709,19.779,20.246,20.421,20.265,20.543,20.769,20.72,20.763,20.711,20.998,20.781,20.699,20.756,20.66,21.246,21.452,21.723,22.299,22.592,23.412,24.065,24.503,24.056,23.985,24.154,23.82,23.506,23.302,23.189,23.214,23.223,23.438,23.976,22.925,23.536,23.298,23.426,23.56,23.585,23.783,23.77,24.368,24.465,24.451,25.008,24.54,24.441,24.621,24.515,24.523,25.09,25.168,25.166,25.203,25.628,25.613,25.63,25.63,26.121,26.043,26.081,26.629,26.978,27.244,27.521,27.456,27.858,28.133,28.199,28.646,29.118,29.128,29.447,29.876,30.104,30.481,30.726,31.79,32.069,32.455,33.027,33.225,33.621,33.999,34.377,34.715,35.144,35.561,35.911,36.177,36.823,37.12,37.629,38.543,40.104,42.298,43.932,45.066,45.653,46.349,46.684,47.366,48.14,48.853,49.623,50.488,51.211,51.927,52.709,53.489,54.504,55.528,56.668,57.929,59.019,60.292,61.836,63.523,65.107,66.802,68.325,70.508,71.777,73.019,74.548,75.858,76.678,77.251,78.038,78.46,79.001,79.366,79.973,80.522,80.892,81.339,81.988,82.512,82.843,83.234,83.806,84.172,84.639,84.929,85.506,86.131,86.629,87.119,87.846,88.833,89.566,90.42,91.253,92.458,93.198,93.976,94.444,95.135,96.058,96.602,97.417,98.256,98.677,98.694,98.912,99.561,99.78,99.921,100.482,100.263,100.446,99.973,100.193,100.559,100.818,100.952,101.316,101.477,101.794,102.081,102.377,102.102,101.859,101.665,101.573,101.305,100.882,100.49,100.627,100.18,99.907,99.664,100.038,99.937,99.696,99.529,99.88,99.732,99.869,99.896,100.503,100.368,100.768,100.792,100.982,101.187,101.413,101.359,101.369,101.492,101.593,101.72,101.934,102.497,102.928,103.439
"62","54","          Nondurable goods","B337RG3",17.018,17.573,17.865,18.576,19.505,19.611,19.749,19.423,18.693,18.074,17.998,17.974,17.982,18.236,19.115,19.845,20.697,20.699,20.659,20.78,20.554,20.33,20.408,20.231,20.161,20.34,20.737,20.635,20.543,20.462,20.283,20.268,20.389,20.377,20.449,20.529,20.798,20.997,21.083,21.196,21.819,21.936,21.809,21.72,21.511,21.343,21.481,21.516,20.845,21,20.968,21.085,20.958,21.134,21.235,21.288,21.399,21.265,21.267,21.269,21.402,21.344,21.431,21.378,21.446,21.458,21.552,21.557,21.687,21.527,21.597,21.763,21.73,21.962,22.234,22.535,22.622,22.787,23.17,23.108,23.159,23.21,23.371,23.427,23.65,23.842,24.021,24.161,24.315,24.72,24.994,25.2,25.467,25.572,25.778,25.945,26.129,26.467,26.583,26.8,26.882,27.171,27.591,27.937,28.911,30.075,31.151,32.234,34.661,36.375,38.429,39.971,40.319,41.062,42.09,42.657,42.517,42.978,43.446,43.93,45.02,45.991,46.309,46.783,47.312,48.245,49.008,50.491,52.202,54.578,57.642,60.182,63.535,65.221,66.802,68.284,71.825,73.016,73.265,73.646,73.508,73.454,73.786,73.639,72.157,72.602,73.513,73.372,74.464,74.234,73.962,73.687,73.628,74.13,73.462,74.491,70.906,67.157,66.367,66.973,69.234,70.738,72.288,72.009,71.44,72.645,73.037,73.031,76.21,78.476,77.423,78.674,81.57,80.073,82.76,88.472,84.287,81.497,81.321,81.572,80.61,82.311,83.101,82.677,83.16,83.787,82.103,81.998,82.26,82.237,84.126,84.39,85.895,87.512,87.135,87.161,89.065,90.831,90.452,92.38,92.232,89.845,89.216,89.694,87.218,86.621,85.625,85.104,85.014,88.122,91.034,93.035,98.081,98.873,100.622,102.425,101.453,101.948,99.212,94.212,94.378,97.202,98.371,100.379,108.898,103.061,104.322,105.486,110.001,113.055,115.088
"63","55","          Services","A988RG3",9.922,10.013,10.192,10.309,10.532,10.264,10.813,10.944,11.063,11.152,11.26,11.308,11.35,11.356,11.505,11.629,11.762,11.837,11.885,12.054,12.305,12.438,12.597,12.704,12.781,12.828,12.901,13.035,13.014,13,13.085,13.15,13.204,13.277,13.332,13.406,13.479,13.591,13.81,13.915,14.067,14.128,14.235,14.354,14.571,14.694,14.899,14.98,15.831,16.035,16.202,16.366,16.399,16.498,16.563,16.591,16.639,16.67,16.728,16.728,16.814,16.83,16.865,16.858,16.858,16.895,16.907,16.917,16.985,17.075,17.139,17.286,17.242,17.338,17.445,17.593,17.587,17.766,17.98,18.051,18.187,18.289,18.351,18.482,18.766,18.911,19.04,19.329,19.735,20.047,20.377,20.677,21.034,21.354,21.742,22.229,22.434,22.863,23.312,23.513,23.647,23.825,23.969,24.157,24.325,24.579,24.939,25.366,26.132,27.008,27.867,28.576,29.097,29.509,29.985,30.605,31.104,31.577,32.24,32.879,33.58,34.303,35.03,35.523,36.125,36.838,37.56,38.274,38.916,39.74,40.734,41.85,43.382,44.728,45.877,46.89,48.262,49.614,51.213,52.107,53.102,54.174,54.85,55.585,55.945,56.582,57.424,58.406,59.713,60.451,60.822,60.893,61.913,62.232,62.82,63.227,64.294,64.955,65.467,65.939,67.093,66.943,66.807,66.562,68.154,69.148,70.361,70.999,71.461,71.829,72.122,72.684,73.783,74.849,75.45,76.348,77.445,78.187,79.204,79.629,80.407,81.016,81.624,82.291,82.743,83.322,83.9,84.306,84.998,85.33,85.922,86.592,87.585,88.281,88.787,89.27,89.841,90.443,91.057,91.541,92.536,92.94,93.321,94.057,94.32,94.545,94.953,95.382,95.875,96.459,96.996,97.814,99.026,99.57,100.296,101.108,102.876,102.95,103.259,103.598,104.325,104.889,105.533,105.809,107.494,108.388,108.991,109.153,109.984,111.221,112.514
"64","56","      Less: Own-account investment \4\","W144RG3",7.799,7.891,8.024,8.309,8.634,8.88,9.261,9.516,9.403,9.297,9.367,9.333,9.452,9.615,9.847,10.001,10.193,10.304,10.554,10.744,10.863,10.992,11.208,11.394,11.516,11.571,11.551,11.736,11.916,12.167,12.419,12.482,12.552,12.61,12.609,12.75,13.012,13.09,13.282,13.445,13.628,13.855,13.998,14.128,14.325,14.453,14.48,14.576,14.207,14.325,14.351,14.408,14.551,14.613,14.668,14.731,14.8,14.875,14.951,15.015,15.148,15.173,15.183,15.237,15.363,15.425,15.408,15.484,15.512,15.554,15.611,15.741,15.853,15.905,16.013,16.141,16.279,16.479,16.714,16.913,17.158,17.351,17.519,17.709,17.947,18.165,18.381,18.639,18.894,19.185,19.543,19.793,20.137,20.487,20.832,21.126,21.531,21.88,22.173,22.305,22.702,22.959,23.33,23.599,24.041,24.513,24.897,25.395,26.2,27.081,28.067,28.873,29.516,30.155,30.718,31.246,31.869,32.454,33,33.546,34.143,34.848,35.58,36.244,36.957,37.7,38.207,38.593,39.511,40.425,41.711,42.276,43.488,44.66,45.782,46.876,48.305,49.237,49.777,50.556,51.382,52.213,53.029,53.899,54.766,55.611,56.425,57.06,57.882,58.608,59.209,59.838,60.616,61.213,61.782,62.381,62.749,62.943,63.395,64.244,64.805,65.456,66.144,66.748,67.547,68.595,69.347,70.053,70.984,71.812,72.402,73.308,74.496,75.2,76.122,77.161,78.114,78.309,78.913,79.5,80.287,81.011,81.52,81.961,82.801,83.266,83.582,84.018,85.22,85.594,86.23,86.814,88.18,88.866,89.22,89.53,90.265,90.402,90.788,91.296,91.922,92.008,92.281,92.688,93.016,93.39,93.802,94.192,94.707,95.693,96.626,97.573,98.894,99.541,100.456,101.109,101.897,102.589,103.117,103.341,103.721,104.669,105.514,106.312,107.69,107.769,108.563,109.043,110.238,111.257,112.144
"65","57","            Sales to other sectors","W145RG3",6.629,6.756,6.894,7.069,7.297,7.266,7.441,7.404,7.342,7.268,7.277,7.317,7.331,7.403,7.594,7.773,7.982,8.021,8.06,8.132,8.192,8.226,8.289,8.309,8.329,8.381,8.479,8.489,8.514,8.508,8.509,8.545,8.601,8.643,8.678,8.701,8.778,8.853,8.933,9.005,9.131,9.202,9.255,9.314,9.352,9.384,9.48,9.521,9.593,9.654,9.723,9.867,9.947,10.154,10.296,10.391,10.453,10.379,10.41,10.453,10.548,10.582,10.685,10.731,10.75,10.805,10.909,10.995,11.063,11.089,11.188,11.26,11.326,11.438,11.555,11.655,11.772,11.871,12.064,12.141,12.209,12.31,12.472,12.576,12.767,12.952,13.16,13.361,13.527,13.79,14.024,14.288,14.545,14.724,14.943,15.134,15.25,15.452,15.61,15.8,15.979,16.127,16.398,16.578,16.788,17.208,17.899,17.91,18.412,18.921,19.494,19.856,20.129,20.581,21.491,21.656,21.859,22.295,22.802,22.887,23.365,23.968,24.465,24.626,25.138,25.745,26.298,26.924,27.628,28.129,28.656,29.345,30.22,30.894,31.948,32.932,33.838,34.473,35.533,36.624,37.494,38.309,39.217,40.086,40.867,41.513,42.295,43.203,44.118,44.825,45.528,46.216,46.937,47.524,48.026,48.688,49.442,50.129,50.918,51.766,52.343,53.24,53.995,54.728,55.798,56.942,58.047,59.105,60.455,61.641,62.912,64.141,65.406,66.65,68.245,69.57,71.007,72.147,73.42,74.833,76.123,77.39,78.571,79.916,81.001,81.95,82.706,83.433,84.188,84.963,85.871,86.607,87.566,88.312,88.92,89.776,90.34,90.968,91.603,92.222,92.714,93.337,93.626,93.866,94.275,94.751,95.059,95.652,96.37,96.899,97.307,97.952,98.985,99.493,100.463,101.059,101.903,102.576,103.424,104.143,105.101,106.004,107.159,108.472,110.068,111.387,112.784,114.396,116.051,117.44,118.498
"66","58","              Tuition and related educational charges","B1065G3",4.955,5,5.087,5.176,5.266,5.309,5.354,5.399,5.399,5.399,5.397,5.397,5.442,5.486,5.531,5.62,5.707,5.752,5.797,5.797,5.797,5.797,5.797,5.797,5.797,5.797,5.841,5.884,5.929,5.974,5.974,6.017,6.062,6.106,6.195,6.195,6.284,6.327,6.416,6.416,6.461,6.505,6.504,6.549,6.548,6.593,6.593,6.637,6.767,6.853,7.002,7.1,7.079,7.089,7.1,7.167,7.21,7.223,7.348,7.402,7.438,7.586,7.567,7.63,7.692,7.747,7.846,7.978,8.007,8.07,8.196,8.242,8.325,8.479,8.508,8.615,8.685,8.853,9.017,9.115,9.184,9.333,9.407,9.541,9.701,9.809,10.037,10.19,10.328,10.512,10.699,10.841,11.042,11.197,11.434,11.695,11.806,11.944,12.161,12.329,12.505,12.603,12.838,12.951,12.76,13.042,14.381,13.514,13.874,14.725,15.188,14.548,14.628,15.187,16.909,15.998,16.05,16.566,17.525,16.827,17.086,17.735,18.516,18.042,18.146,18.587,18.932,19.155,19.532,20.046,20.453,20.62,21.132,21.644,22.331,23.069,23.67,24.262,25.02,25.996,26.885,27.662,28.385,29.211,29.861,30.566,31.256,31.943,32.79,33.653,34.413,35.224,35.953,36.652,37.376,38.248,38.934,39.638,40.302,41.089,41.853,42.702,43.301,43.841,44.784,45.698,46.559,47.266,48.269,49.184,50.052,50.996,51.89,52.902,54.237,55.059,56.528,57.815,59.605,61.522,62.722,64.3,65.636,67.233,68.997,70.218,71.35,72.532,73.793,75.029,76.185,77.207,78.413,79.478,80.635,81.726,82.885,84.012,85.059,86.068,87.217,88.25,89.261,90.065,91.139,92.117,92.82,93.525,94.686,95.749,96.484,97.227,98.21,99.606,100.601,101.534,102.713,104.25,105.878,107.616,109.314,111.353,113.302,115.171,117.321,119.753,123.35,126.314,129.27,131.915,134.527
