"","Table 2#4#3U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225"
"11","3","  Durable goods","DDURRA3",7.832,8.127,8.284,7.889,8.142,8.327,8.261,8.054,7.611,7.769,7.959,8.345,8.525,8.754,8.817,9.206,9.39,9.591,9.71,9.863,10.247,10.515,10.862,10.528,11.508,11.526,11.92,12.423,13.013,12.494,12.904,12.899,12.655,13.199,13.093,13.126,13.942,14.239,14.88,14.792,15.071,15.03,14.987,14.93,14.701,14.871,14.925,13.934,15.428,15.779,16.2,16.891,17.278,17.712,18.168,19.13,20.348,20.108,19.929,19.463,19.007,19.109,19.22,17.391,17.762,18.107,19.238,19.798,20.788,20.882,21.119,21.452,22.238,22.763,23.098,23.583,22.958,24.67,24.337,24.53,24.239,23.691,24.352,23.725,23.351,20.833,21.757,22.42,23.056,22.159,22.833,21.193,21.872,21.952,22.13,23.14,23.372,25.076,26.04,27.324,28.355,29.013,29.022,29.964,31.005,31.374,33.382,32.233,32.891,34.053,36.957,36.371,34.214,35.617,37.089,36.087,37.795,37.808,37.315,38.282,38.112,38.62,39.494,38.294,39.911,38.591,38.2,37.148,36.125,36.307,36.865,36.263,37.686,37.949,38.758,39.528,39.912,41.208,41.667,42.67,43.686,44.156,44.621,46.189,45.232,45.692,46.981,47.796,48.315,49.853,50.208,51.187,52.572,52.405,54.739,56.137,56.59,59.449,61.138,64.749,64.889,67.992,69.622,70.456,74.388,73.013,74.253,74.767,75.997,75.931,76.802,83.202,82.18,82.987,85.42,84.24,84.498,88.376,92.317,93.5,95.051,95.979,97.853,99.237,100.287,103.132,104.301,101.517,105.671,105.554,107.012,108.432,109.647,111.231,112.467,112.913,109.691,109.35,105.999,98.381,98.563,97.972,102.662,100.804,102.135,105.177,106.884,110.172,111.576,110.838,112.244,115.459,118.438,119.1,121.41,124.077,126.62,128.014,129.565,131.387,132.412,136.833
"12","4","    Motor vehicles and parts","DMOTRA3",17.469,18.547,19.282,16.98,18.753,19.464,19.825,18.722,16.304,16.752,17.257,18.77,19.652,20.417,20.131,21.83,22.485,23.087,23.12,23.581,24.156,24.418,25.573,23.252,28.084,27.525,28.448,28.772,30.556,27.542,28.366,28.215,26.807,29.198,28.348,27.55,31.111,31.63,33.549,33.13,33.981,33.326,33.715,33.129,30.927,31.888,31.574,25.712,33.705,34.8,36.301,38.596,38.848,39.935,40.667,43.884,47.338,45.909,44.327,41.462,38.536,38.315,39.434,33.156,34.537,34.587,38.984,40.533,44.434,44.487,44.773,45.124,49.149,49.244,49.482,49.877,47.851,54.242,52.386,52.187,51.2,46.874,49.1,47.162,47.2,37.83,41.901,42.47,46.63,42.095,45.303,39.197,43.657,43.118,43.628,47.426,46.276,52.771,54.662,58.265,60.842,61.811,60.864,63.21,67.077,67.986,75.834,67.719,68.734,72.44,82.422,75.368,66.056,71.356,77.142,72.339,78.145,76.453,73.435,75.485,75.429,75.635,79.078,72.768,79.172,75.155,73.943,69.812,64.773,64.362,67.474,65.937,69.58,70.392,71.361,72.78,71.84,75.172,74.913,78.006,80.377,79.025,78.491,80.782,77.19,77.129,79.034,80.374,81.206,82.472,82.29,82.971,86.671,83.723,89.194,91.587,88.922,95.782,97.086,106.1,101.137,108.335,108.66,105.449,114.403,106.182,108.083,108.394,111.408,109.547,110.85,127.596,118.52,119.178,126.697,119.193,119.033,124.205,128.236,126.321,126.92,126.782,128.457,129.41,126.537,130.699,131.403,115.996,120.506,120.457,122.537,122.382,123.156,124.965,124.045,123.375,117.303,112.024,106.406,94.238,97.016,97.441,107.917,97.626,96.577,100.837,102.741,107.853,108.094,102.25,102.559,108.186,110.817,110.925,113.372,116.408,118,117.958,118.429,120.02,121.637,126.663
"13","5","      New motor vehicles (55)","DNMVRA3",20.892,21.949,23.268,18.834,22.981,22.934,23.73,21.743,17.705,18.995,19.655,22.274,23.362,24.61,23.613,27.082,27.677,28.771,28.038,29.623,29.967,30.566,32.617,28.365,36.864,35.216,36.142,37.127,39.727,34.725,36.468,36.028,33.181,37.034,35.27,33.748,40.458,40.801,43.023,42.652,43.307,42.251,42.665,41.529,38.014,38.819,38.67,28.616,42.345,43.215,45.457,49.233,49.313,51.208,51.765,56.858,62.287,59.692,56.432,51.707,46.483,45.868,48.334,37.757,41.152,39.899,47.413,50.114,56.177,55.981,56.624,58.037,63.972,64.933,64.503,64.641,61.458,72.217,68.342,67.465,65.958,58.467,61.529,58.905,58.259,42.903,49.576,50.184,57.388,49.205,54.851,45.011,53.081,52.232,51.901,58.73,57.073,68.273,70.199,75.886,78.986,79.783,76.364,82.092,87.153,87.822,101.37,86.53,88.815,95.423,112.138,99.305,85.166,93.355,100.811,89.92,100.718,98.002,93.974,97.354,97.299,96.148,103.078,87.889,99.317,92.253,89.686,82.54,72.004,72.179,75.182,74.195,78.832,79.024,80.639,82.62,79.962,85.589,85.173,91.388,90.446,89.841,87.881,91.109,84.139,84.848,84.373,88.501,87.91,87.048,85.09,87.82,88.597,85.628,94.108,98.103,93.931,105.661,98.937,108.742,108.354,113.868,115.012,117.272,124.781,118.709,120.507,115.282,123.941,122.982,121.57,157.573,141.66,135.1,149.301,140.204,139.215,150.116,154.397,149.781,151.748,148.133,149.854,149.714,143.147,155.958,158.943,130.051,137.192,137.532,140.623,138.861,142.252,141.816,137.631,138.694,128.869,119.467,111.657,92.015,92.355,93.407,114.915,99.324,98.699,106.384,109.195,117.036,120.057,114.839,116.305,128.186,132.452,133.008,134.293,137.907,138.998,139.676,140.796,141.343,141.418,148.564
"14","6","        New autos","DNEARA3",46.488,48.799,51.87,41.934,51.228,51.071,52.942,48.524,39.395,42.399,43.938,49.895,51.955,54.813,52.306,60.038,61.482,63.89,62.033,65.545,66.359,67.731,72.171,62.757,81.919,78.001,79.875,81.689,87.542,76.139,79.985,78.893,72.409,81.179,76.98,73.672,88.168,88.666,93.475,91.95,93.226,90.951,91.916,89.216,81.961,83.986,83.356,61.195,91.556,92.295,96.015,103.026,102.277,105.665,107.515,117.126,126.575,121.739,113.745,102.053,92.034,89.932,94.71,73.262,82.231,77.892,92.23,96.389,107.456,105.729,104.835,109.171,117.845,120.042,118.85,115.421,109.194,128.632,121.323,120.436,120.159,108.321,114.275,109.314,114.441,82.802,97.478,100.204,116.229,96.185,107.72,87.415,100.326,99.831,99.304,113.18,107.924,126.657,127.061,136.811,142.635,143.094,135.805,145.554,148.593,150.468,173.58,142.535,153.4,162.414,190.982,170.127,141.477,150.915,167.485,143.885,165.183,158.319,149.362,155.286,151.367,149.228,160.602,131.09,152.546,142.874,140.448,128.458,109.155,108.835,111.016,110.308,117.966,114.062,114.236,117.35,111.71,118.996,118.827,126.591,123.129,121.657,119.628,121.71,110.256,112.168,111.927,117.134,112.933,111,106.819,109.468,110.688,102.625,113.063,116.006,111.773,121.893,114.369,122.739,121.932,130.654,131.766,137.281,144.144,138.943,135.069,129.269,134.043,128.499,123.402,155.402,135.01,130.875,138.754,128.313,131.071,128.091,130.573,126.858,132.072,128.768,127.29,134.095,132.597,139.743,143.863,132.81,140.145,139.408,141.988,137.333,137.226,136.512,127.737,136.932,132.934,139.085,117.469,93.831,87.019,89.211,126.297,97.473,89.85,94.606,98.53,103.421,111.142,107.785,101.281,112.723,127.098,124.852,126.117,128.324,127.199,124.805,127.357,129.93,120.615,126.106
"15","7","          New domestic autos","DNDCRA3",66.572,69.691,74.436,58.74,73.843,74.395,77.71,71.349,57.555,62.257,64.672,74.354,77.539,82.414,78.559,90.335,92.261,95.753,93.106,98.557,98.949,100.864,107.606,92.661,122.586,115.943,118.177,120.473,129.349,111.794,117.088,114.874,104.718,117.386,110.387,104.685,125.62,126.383,132.591,130.16,132.893,127.509,128.97,123.365,112.455,114.187,113.47,75.901,123.072,122.594,127.17,140.639,138.018,142.847,144.015,155.118,168.615,160.74,151.203,128.387,114.368,116.573,120.028,89.094,97.824,92.237,112.396,122.372,140.717,137.78,132.62,136.437,148.165,143.704,144.183,140.158,131.387,159.043,146.805,144.484,139.304,115.773,128.99,119.227,119.343,82.748,99.305,101.069,120.866,93.061,112.775,80.093,99.085,103.022,96.99,107.547,103.377,128.964,127.48,131.306,144.162,141.91,135.656,140.78,148.157,144.465,176.141,123.383,150.438,159.523,194.903,157.831,130.443,138.669,155.548,126.541,158.725,147.747,136.547,146.362,150.012,143.602,162.427,124.357,152.596,139.84,140.638,124.098,109.193,105.444,108.079,110.905,117.135,110.778,115.783,117.773,114.687,121.136,122.959,135.66,131.709,128.565,124.139,131.833,115.948,118.117,121.512,129.806,126.673,122.848,112.693,115.9,113.481,105.035,115.405,115.563,111.674,126.135,117.106,127.023,126.703,133.117,134.071,134.847,150.15,143.012,137.951,128.2,140.786,128.832,124.085,168.52,140.227,136.296,146.932,132.618,132.998,133.698,135.429,131.62,134.888,127.931,129.133,132.478,134.768,143.217,146.147,131.073,143.235,136.26,139.417,128.985,134.289,133.574,122.848,135.239,130.897,132.192,111.259,91.789,83.609,86.534,132.742,97.114,90.242,95.183,97.564,105.424,115.336,111.324,103.101,119.252,131.126,129.838,132.707,132.562,137.237,132.606,134.135,136.034,125.714,130.791
"16","8","          New foreign autos","DNFCRA3",11.093,11.983,12.102,12.32,11.374,9.965,9.29,8.298,7.391,7.403,7.396,6.785,6.866,6.167,6.036,6.639,7.235,7.734,7.268,7.361,8.921,9.338,9.719,10.055,10.243,11.13,12.373,13.339,13.866,13.305,14.6,15.487,15.475,17.374,18.111,19.023,22.17,22.2,24.547,24.62,23.33,26.536,26.623,29.038,28.215,30.752,30.271,35.282,36.005,38.892,41.103,36.731,39.282,40.127,43.182,50.165,52.481,53.005,47.727,55.653,52.683,42.976,50.087,45.366,54.762,52.623,56.703,50.6,48.829,49.237,55.866,61.115,64.4,78.344,74.198,71.821,70.08,75.027,76.411,78.053,86.424,95.204,88.339,91.845,105.812,82.91,94.265,98.689,108.06,101.708,98.812,100.339,102.523,94.21,103.393,123.128,115.954,122.592,126.328,146.535,139.951,145.194,136.079,153.987,149.369,161.066,169.065,176.342,158.639,167.527,184.068,191.833,160.953,172.526,188.551,174.491,176.583,176.978,171.979,171.039,153.765,159.161,157.39,142.98,152.463,148.237,140.12,136.158,109.092,114.823,116.205,109.26,119.437,119.863,111.513,116.607,106.461,115.223,111.539,110.592,107.992,109.469,111.669,103.85,100.215,101.674,95.014,94.775,88.69,90.097,96.455,98.118,105.76,98.373,108.93,116.786,111.947,114.405,109.539,115.18,113.514,126.308,127.697,141.576,133.547,131.762,129.985,131.154,122.144,127.91,122.196,132.259,125.804,121.309,124.325,120.716,127.67,118.197,122.004,118.455,127.103,130.244,124.038,136.949,128.767,133.612,139.833,135.876,134.693,144.962,146.525,152.063,142.409,141.696,136.362,139.919,136.528,151.248,128.427,97.436,93.036,93.932,114.926,98.105,89.158,93.588,100.234,99.887,103.742,101.54,98.071,101.201,119.989,116.054,114.49,120.847,109.484,111.04,115.396,119.157,111.618,117.838
"17","9","        New light trucks","DNWTRA3",1.276,1.372,1.344,1.13,1.329,1.369,1.337,1.214,1.083,1.054,1.037,1.093,1.449,1.462,1.631,1.834,1.773,1.861,1.998,2.107,2.089,2.094,2.318,2.02,2.338,2.439,2.645,3.01,3.113,3.028,3.161,3.224,3.17,3.247,3.361,3.204,3.963,4.197,4.441,4.983,5.168,5.044,5.033,5.103,4.433,4.294,4.524,3.741,4.731,5.748,6.908,8.26,9.012,9.795,9.337,11.038,13.487,12.573,12.971,13.632,12.018,12.571,13.292,10.965,10.032,11.207,13.584,15.236,17.556,18.583,20.494,19.623,23.63,23.641,23.805,26.821,25.936,30.216,28.921,28.012,25.446,21.1,21.979,21.11,15.794,12.814,13.364,12.3,12.755,13.717,14.89,13.005,17.547,16.375,16.187,17.67,18.822,24.469,27.693,30.366,31.415,32.504,32.024,34.772,41.574,41.322,47.775,45.171,40.834,45.737,53.654,46.728,43.555,51.026,51.517,50.325,53.175,53.656,53.405,54.886,57.904,57.492,61.141,56.708,60.626,55.397,52.664,49.084,45.04,45.603,49.295,48.082,50.509,53.8,56.526,57.678,57.221,61.676,61.069,66.199,67.12,67.152,65.225,69.32,65.591,65.42,64.771,68.138,70.172,70.087,69.735,72.537,72.998,73.675,80.776,85.534,81.398,94.301,88.131,98.967,98.866,102.115,103.279,103.258,111.224,104.538,110.325,105.5,116.901,119.172,120.36,159.215,146.469,138.181,156.89,148.743,145.105,165.824,171.378,166.117,165.794,161.953,165.944,160.898,150.758,167.593,169.767,128.063,135.039,136.144,139.601,139.967,145.955,145.722,144.906,139.931,125.752,104.722,107.285,90.639,96.416,96.563,106.351,100.67,105.302,115.184,117.178,127.19,126.735,120.126,127.515,139.729,136.504,139.143,140.447,145.094,147.806,150.732,150.803,149.881,156.757,165.115
"18","10","      Net purchases of used motor vehicles (56)","DNPVRA3",20.329,23.798,21.599,25.332,18.395,24.116,22.969,23.866,24.429,20.81,20.805,19.941,21.218,20.689,22.82,19.32,21.516,21.026,24.171,20.411,22.326,21.169,20.773,22.118,20.873,23.331,25.703,23.628,24.554,23.991,22.204,22.821,24.139,24.733,25.456,25.779,23.609,24.337,27.042,25.197,26.662,25.628,26.391,26.32,24.462,26.124,25.121,23.576,23.022,25.145,25.924,26.224,26.224,25.566,26.725,27.471,28.111,27.188,27.328,25.25,25.769,26.321,25.717,24.954,22.632,25.023,25.74,26.382,28.445,29.175,28.698,26.92,28.794,26.512,29.438,29.767,28.354,29.002,29.655,29.849,29.374,27.981,30.242,28.727,30.625,26.383,27.927,28.294,28.159,28.769,27.982,25.946,26.693,25.428,27.449,26.777,25.51,26.228,28.326,29.409,31.509,33.682,37.017,34.478,38.19,39.1,41.049,40.205,40.316,40.509,43.225,43.248,38.491,40.729,45.605,48.432,47.269,46.271,43.528,44.414,44.877,47.352,45.674,50.655,50.718,50.234,50.923,50.907,53.793,50.628,56.135,53.685,56.701,58.877,58.577,58.69,60.224,59.822,58.464,57.311,64.973,61.631,62.497,63.654,64.294,62.437,68.145,65.165,67.806,72.347,74.601,71.852,80.91,76.993,78.983,79.547,78.094,79.637,94.636,105.12,90.598,102.314,100.924,87.92,101.975,88.098,90.576,100.112,96.713,92.243,98.521,92.012,90.783,101.976,102.244,94.663,95.486,92.771,96.574,97.753,95.881,100.869,102.472,104.425,105.597,97.511,95.199,93.95,95.205,95.75,96.674,98.602,95.277,100.898,104.239,101.188,100.022,99.183,96.435,93.336,102.814,103.174,100.294,93.718,90.68,90.178,91.095,93.43,89.735,80.309,78.422,77.016,78.25,78.295,83.635,87.405,89.898,88.73,88.112,90.766,95.588,99.654
"19","11","        Used autos","DNPURA3",51.293,60.222,54.574,64.531,46.264,60.988,57.978,60.434,62.084,52.802,52.854,50.577,53.503,52.181,57.552,48.3,53.994,52.681,60.708,50.917,55.929,52.92,51.686,55.458,52.018,58.241,64.177,58.55,60.848,59.446,54.765,56.273,59.73,60.974,62.718,63.87,58.086,60.217,67.377,62.537,66.24,63.57,65.386,64.975,60.34,64.475,61.714,58.359,56.563,61.751,63.546,64.073,63.972,62.571,65.551,67.051,68.115,65.793,66.164,60.871,62.157,63.659,62.255,60.429,54.579,60.719,62.562,64.247,69.041,70.43,68.806,63.987,68.508,62.57,69.792,70.602,67.004,67.955,69.618,69.686,68.651,65.87,70.101,64.618,70.221,59.803,62.624,64.421,64.219,65.368,63.342,59.672,59.543,57.283,63.081,61.306,58.892,58.238,62.154,63.867,68.817,74.367,83.435,76.246,83.764,86.193,88.398,86.331,85.958,82.189,83.308,85.849,76.077,78.955,90.841,97.849,92.716,89.427,82.167,83.211,83.496,88.989,80.946,93.253,87.864,87.028,88.143,87.769,95.637,86.612,96.762,91.756,97.806,100.66,98.499,98.618,103.268,101.432,99.787,95.648,114.817,107.007,109.964,110.621,111.021,104.949,115.944,104.949,107.447,116.374,119.577,109.977,126.475,115.314,115,117.924,113.882,112.925,135.554,145.155,122.729,137.618,135.837,114.426,136.388,113.404,115.531,136.293,125.193,121.762,125.645,112.567,114.584,126.417,124.973,114.984,117.296,114.043,119.58,122.136,118.668,126.54,127.261,129.011,129.955,120.088,115.848,114.353,114.603,114.336,113.426,111.829,105.346,109.617,112.604,111.184,113.03,112.567,106.358,96.46,103.537,102.04,99.937,94.485,90.287,88.824,92.319,97.923,95.542,86.029,82.547,81.55,83.576,83.111,87.899,92.632,95.109,94.317,94.326,97.32,101.921,106.32
"20","12","          Net transactions in used autos","DNETRA3",11.535,17.065,12.841,21.993,8.506,18.899,17.632,20.648,23.76,18.18,18.638,15.87,18.374,17.998,22.774,14.398,19.663,18.449,25.207,16.764,21.264,19.164,18.388,23.007,18.238,24.043,28.934,23.733,26.618,27.902,23.701,24.524,27.701,28.621,30.865,32.092,25.562,28.526,35.346,29.368,33.222,32.455,34.244,33.04,31.481,34.862,31.328,30.561,25.812,29.489,30.948,29.942,30.227,28.029,32.92,32.387,32.627,34.247,36.147,32.347,39.327,38.065,35.693,39.008,30.802,36.586,37.765,35.547,37.977,41.502,40.893,35.677,40.362,35.114,42.935,43.94,43.076,40.834,44.999,46.586,46.51,45.371,51.184,48.761,55.837,46.259,46.592,46.762,44.151,46.242,42.979,40.102,38.905,38.842,43.418,39.513,37.652,34.362,38.521,40.836,47.77,53.715,65.227,57.511,65.965,66.777,68.606,67.504,65.409,60.202,58.638,65.719,56.505,57.489,71.771,84.487,76.042,72.962,64.879,66.403,64.843,75.683,65.282,77.265,71.47,73.382,73.682,74.367,83.049,73.925,87.676,80.538,87.525,90.567,86.836,85.672,92.877,89.008,85.882,81.847,106.55,96.229,100.504,95.523,98.509,88.794,105.147,92.665,93.044,104.885,110.508,99.27,123.477,106.727,103.026,110.351,107.944,104.21,136.817,147.974,120.614,137.313,134.773,108.352,134.315,105.593,105.734,133.67,115.663,106.819,116.643,99.159,102.422,126.845,131.251,114.211,112.741,112.206,115.831,121.02,123.576,126.059,127.245,130.207,123.813,115.036,114.544,110.754,108.762,108.339,104.26,101.02,97.573,101.233,102.5,100.566,101.494,104.121,99.27,92.646,101.995,102.475,101.85,93.68,87.09,85.127,88.193,95.239,88.242,73.775,65.828,62.929,64.051,62.914,67.149,73.59,77.256,76.999,78.542,80.99,84.199,88.833
"21","13","          Used auto margin","DMARRA3",191.248,196.057,194.586,181.298,183.815,187.738,181.042,174.479,163.983,155.502,152.588,159.066,158.492,155.424,152.422,157.601,154.781,156.013,156.12,156.172,155.493,153.925,151.589,145.848,154.589,154.444,156.674,156.674,154.453,144.41,142.615,145.493,146.455,148.27,145.272,144.838,148.43,145.314,146.049,150.033,149.788,142.842,142.44,145.251,132.788,136.678,138.132,127.755,137.847,144.812,145.639,150.928,149.379,151.527,146.767,153.727,156.565,143.353,138.247,130.761,115.838,124.902,126.158,110.419,113.413,118.114,120.515,132.683,142.438,137.684,133.615,131.499,134.169,128.652,131.365,131.252,122.424,131.791,127.335,123.803,120.641,114.386,113.018,101.227,101.216,91.732,100.455,106.49,113.205,111.536,114.086,109.783,113.191,105.028,111.656,117.683,114.021,121.318,122.862,122.135,118.901,121.316,118.789,116.153,117.33,124.132,126.215,121.727,126.337,128.02,135.448,125.156,115.43,121.553,126.411,120.572,124.692,121.203,116.694,116.233,121.566,115.433,112.893,124.246,121.668,114.936,117.784,115.067,121.439,113.94,114.356,115.07,119.712,121.818,122.482,125.245,123.444,126.343,128.239,124.201,129.401,127.376,127.585,138.825,134.052,135.995,134.931,128.116,134.239,136.775,135.174,129.519,131.266,130.411,135.697,131.154,124.68,128.391,131.753,138.003,125.899,136.427,136.131,124.543,138.194,126.66,132.056,138.31,140.73,147.486,140.622,135.747,134.621,125.563,115.302,116.835,125.009,117.695,125.917,124.41,113.179,127.688,127.862,127.978,138.412,127.648,118.668,120.003,123.162,123.165,126.625,126.809,116.808,121.727,126.38,125.815,128.791,123.697,116.498,102.991,105.539,101.208,97.193,96.06,95.598,95.044,98.657,101.818,105.871,103.461,106.21,107.846,111.172,111.501,116.665,118.717,119.014,117.743,115.708,119.177,124.803,128.601
"22","14","          Employee reimbursement","DREERA3",67.026,71.796,68.47,69.656,70.146,74.969,71.642,71.848,73.782,79.714,78.45,81.081,84.33,89.514,87.502,89.281,90.751,95.548,93.769,94.749,95.084,102.124,97.224,98.823,100.912,108.52,106.379,109.268,112.337,120.641,117.572,118.371,119.841,124.38,120.177,119.944,119.274,123.4,118.603,117.417,116.231,120.718,114.967,114.245,111.976,114.787,108.701,107.824,106.457,109.036,103.027,103.13,101.712,104.11,99.803,98.772,96.012,99.081,94.697,95.187,96.709,101.222,97.585,96.786,94.981,95.393,90.158,88.069,87.786,91.963,90.468,91.835,91.835,94.646,90.442,88.895,96.98,102.309,105.981,107.795,108.071,108.921,109.93,112.942,113.113,113.256,113.41,115.36,114.18,116.414,117.969,120.243,121.557,121.137,117.951,119.514,115.815,116.116,112.8,111.998,109.402,111.95,108.35,107.641,106.051,107.687,104.402,102.703,100.137,99.252,95.411,94.198,92.122,91.766,90.586,90.069,108.266,107.173,104.455,102.672,116.948,117.113,116.384,114.037,126.91,125.647,126.618,125.791,141.584,140.051,136.318,140.474,156.827,158.344,147.854,145.725,145.052,144.796,145.817,142.938,140.114,138.996,140.109,138.499,135.963,137.104,135.681,135.196,132.552,134.023,133.783,136.23,132.185,130.527,128.764,127.052,127.03,126.656,122.613,123.651,125.053,122.021,122.293,118.066,119.519,117.96,117.668,118.209,119.13,122.744,126.374,124.463,118.236,114.803,114.6,119.314,120.292,118.148,117.375,116.246,119.84,120.166,121.785,123.635,121.023,121.098,120.007,116.199,116.163,116.412,117.713,111.855,112.141,114.74,110.736,111.282,109.39,105.297,108.643,110.262,102.728,99.525,97.613,100.134,102.793,104.911,102.753,101.495,104.048,102.819,102.917,102.21,104.803,102.225,102.65,103.488,98.948,101.554,102.679,102.598,96.649,98.554
"23","15","        Used light trucks","DUTRRA3",0.482,0.51,0.489,0.415,0.483,0.531,0.54,0.5,0.439,0.401,0.381,0.391,0.519,0.502,0.555,0.614,0.614,0.63,0.672,0.693,0.672,0.678,0.756,0.646,0.728,0.778,0.85,0.957,0.992,0.972,1.002,1.036,1.013,1.13,1.18,1.043,1.13,1.021,0.933,0.974,1.001,1.006,1.07,1.168,1.107,1.167,1.247,0.979,1.14,1.258,1.351,1.465,1.514,1.379,1.371,1.572,1.86,1.842,1.833,1.831,1.85,1.803,1.731,1.669,1.644,1.604,1.59,1.554,1.805,2.072,2.328,2.539,2.667,2.787,2.892,2.909,2.922,3.34,3.339,3.596,3.499,3.057,3.932,4.872,4.424,4.209,4.84,4.357,4.273,4.498,4.506,3.661,4.779,4.244,3.909,3.929,3.467,4.845,5.641,6.221,6.447,6.451,6.159,6.534,7.611,7.561,9.08,9.033,9.396,11.755,15.064,13.636,12.384,14.117,14.265,14.273,15.714,16.208,16.47,17.206,17.762,18.16,20.753,20.707,24.297,24.059,24.434,24.642,24.214,24.942,27.19,26.502,27.414,29.06,30.039,30.158,29.521,30.117,28.985,29.882,29.529,29.301,28.695,30.181,30.977,32.08,34.047,36.629,39.321,40.773,42.34,44.424,48.122,49.373,52.917,51.844,52.207,55.468,64.97,75.931,67.086,76.44,75.337,68.341,76.704,69.328,72.005,73.713,75.62,70.522,78.334,76.436,72.997,83.583,85.041,79.245,79.021,76.72,79.258,79.449,78.724,81.589,83.825,85.92,87.253,80.509,79.629,78.558,80.565,81.717,84.011,88.602,87.699,94.389,98.018,93.704,90.265,89.143,88.991,91.021,102.284,104.022,100.556,93.137,90.978,91.211,90.168,90.035,85.355,75.996,75.307,73.598,74.24,74.664,80.41,83.46,85.963,84.517,83.433,85.834,90.814,94.629
"24","16","          Net transactions in used trucks","DUTNRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.431,2.196,2.732,3.142,3.335,3.376,3.238,3.446,4.042,4.087,5.077,5.3,5.985,7.741,10.139,9.24,8.119,9.209,9.318,9.412,10.822,11.265,11.446,11.847,11.597,11.762,13.593,13.961,17.47,17.825,18.508,18.991,18.557,19.56,22.001,22.29,24.44,26.074,26.854,26.643,25.56,25.824,24.054,24.631,23.701,22.908,21.672,22.956,23.431,24.262,26.121,28.73,31.498,32.764,34.176,36.231,39.369,41.358,45.172,44.358,45.146,47.829,58.348,69.848,61.241,70.436,69.098,61.628,69.867,62.641,64.834,67.005,68.967,61.273,71.96,68.798,64.546,79.091,82.918,73.943,71.654,69.312,70.054,70.695,72.495,72.388,74.62,77.973,77.411,71.886,72.953,70.899,72.706,74.497,76.115,80.849,81.758,88.52,91.697,88.293,84.741,85.468,85.639,88.983,102.235,104.268,101.694,91.802,87.926,87.63,86.217,86.645,81.577,71.913,69.981,67.757,67.937,67.504,72.397,75.851,78.327,76.502,75.722,77.515,81.768,85.777
