"","Table 2#4#3U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"11","3","  Durable goods","DDURRA3",7.595,7.934,7.967,8.07,8.109,8.202,8.098,8.276,8.48,8.017,7.996,7.652,7.744,8.182,8.501,8.8,8.194,7.988,8.058,8.22,8.505,8.428,8.083,7.649,7.5,7.554,7.779,7.68,7.792,7.836,7.897,7.965,8.014,8.133,8.364,8.536,8.508,8.469,8.599,8.654,8.855,8.752,8.749,8.719,8.985,8.757,9.3,9.56,9.492,9.354,9.322,9.484,9.52,9.769,9.862,9.618,9.649,9.576,9.846,10.167,10.246,10.314,10.181,10.272,10.551,10.72,10.896,11,10.69,10.875,10.442,10.268,10.811,11.59,12.122,11.951,11.552,11.076,11.355,11.791,12.614,12.515,12.441,12.312,12.665,12.993,13.383,12.992,12.312,12.178,12.421,12.893,13.397,13.062,12.851,12.783,12.885,12.441,12.639,13.195,13.102,13.299,13.094,12.907,13.279,12.878,13.015,13.486,13.778,13.705,14.343,13.984,14.398,14.337,14.828,14.9,14.913,14.871,14.702,14.804,15.154,15.202,14.857,15.04,15.043,15.008,14.678,14.985,15.299,15.044,14.89,14.855,14.672,14.926,14.503,14.725,14.893,14.994,14.864,14.98,14.93,14.41,13.578,13.813,15.37,15.28,15.635,15.706,15.571,16.062,15.719,16.018,16.862,16.907,16.904,16.863,17.264,17.06,17.511,17.544,17.778,17.815,18.061,18.273,18.17,18.939,19.137,19.314,20.008,20.345,20.691,20.33,20.405,19.588,19.845,19.593,20.348,19.677,19.585,19.128,19.113,18.745,19.164,19.111,19.342,18.876,19.002,19.886,18.773,18.027,17.148,16.997,17.595,18.179,17.512,17.502,18.309,18.51,19.089,19.064,19.561,19.215,19.808,20.371,20.566,20.883,20.915,21.181,20.393,21.071,21.182,21.019,21.155,20.945,21.192,22.218
"12","4","    Motor vehicles and parts","DMOTRA3",16.356,17.841,18.211,18.709,18.532,18.401,18.466,19.218,20.163,17.54,17.627,15.773,16.383,18.743,21.133,21.319,19.232,17.841,18.554,19.678,21.244,20.295,18.997,16.875,15.972,16.128,16.811,16.638,16.751,16.867,17.068,17.294,17.407,17.916,18.802,19.593,19.468,19.672,19.815,19.962,20.637,20.654,20.22,19.847,20.324,19.737,22.287,23.467,23.074,22.427,21.953,22.562,22.864,23.835,23.922,22.719,22.72,22.118,23.83,24.795,25.168,24.153,23.147,23.642,24.619,24.994,25.904,26.002,24.814,25.504,23.164,21.089,24.511,28.35,31.392,30.049,27.389,25.137,25.825,28.151,31.369,29.798,28.752,27.767,28.864,30.625,32.18,30.431,27.13,25.065,26.08,28.15,30.869,29.196,28.041,27.407,28.178,25.677,26.565,29.204,28.698,29.691,28.986,27.588,28.471,27.011,26.571,29.07,30.791,30.098,32.444,30.598,32.604,31.687,33.269,33.325,34.052,33.86,32.181,33.349,34.79,34.284,32.868,33.308,33.372,33.299,31.971,33.77,35.405,34.209,33.427,31.75,30.506,32.015,30.26,31.289,31.715,32.66,31.488,31.772,31.462,27.843,24.204,25.09,33.495,32.906,34.714,34.755,34.061,35.585,34.405,35.11,39.389,39.282,38.764,37.742,39.04,38,39.506,39.548,40.103,40.153,40.423,41.234,40.343,42.917,44.154,44.581,46.2,46.901,48.912,47.041,47.594,43.093,44.445,42.852,45.686,42.249,41.855,40.282,39.261,37.697,38.649,38.329,38.918,37.699,37.981,42.573,37.747,35.178,31.828,32.46,33.757,36.594,33.26,33.227,34.952,35.582,38.964,38.053,39.936,38.827,40.729,42.044,43.203,45.055,45.044,45.791,42.852,44.817,45.522,43.87,44.927,42.875,44.541,47.956
"13","5","      New motor vehicles (55)","DNMVRA3",19.629,21.085,21.962,22.159,21.916,21.772,22.6,23.577,23.625,21.274,18.515,16.713,19.022,23.088,26.832,25.589,22.882,20.33,21.496,23.771,25.921,24.385,21.921,18.925,17.332,17.584,18.2,18.617,19.025,19.343,19.44,19.635,19.889,20.988,22.474,23.358,23.388,23.267,23.43,23.879,24.787,25.165,24.041,23.471,23.326,25.066,27.267,28.914,28.599,27.84,26.591,27.902,28.85,29.562,28.941,27.805,27.369,27.894,29.539,31.438,31.168,29.901,28.833,29.362,30.557,31.781,32.738,33.044,32.069,30.687,27.815,26.593,31.36,36.992,42.24,39.565,34.908,31.174,32.588,35.949,39.888,39.481,36.833,35.066,37.067,39.814,42.298,38.815,34.433,30.927,32.648,36.572,40.186,38.211,36.115,33.758,35.323,31.331,32.889,36.998,36.447,37.658,36.768,33.736,35.307,32.656,31.979,36.608,40.083,38.992,42.298,39.662,42.202,40.539,42.654,43.144,43.271,43.583,41.403,42.97,44.998,43.61,41.313,42.425,42.228,42.101,39.861,42.858,45.276,43.952,40.971,39.663,37.365,39.804,36.872,37.899,38.32,40.238,38.761,38.632,38.617,31.815,26.415,27.617,41.511,41.359,44.164,43.009,42.47,44.166,42.103,44.12,50.149,50.545,49.797,47.358,48.386,49.681,49.872,50.45,51.804,51.369,51.802,52.231,51.26,54.634,57.181,58.76,60.804,60.783,65.274,61.905,62.188,54.984,56.46,53.802,59.033,52.485,52.956,49.681,47.651,45.773,46.024,46.101,46.212,45.29,45.959,53.725,45.317,40.328,35.837,37.107,39.578,45.935,37.942,37.548,40.097,42.051,47.336,46.268,48.636,47.579,50.678,52.084,54.672,56.474,57.384,56.783,55.065,56.095,57.892,54.802,57.178,53.561,57.326,63.223
"14","6","        New autos","DNEARA3",43.703,46.927,48.834,49.255,48.722,48.421,50.325,52.569,52.715,47.43,41.217,37.155,42.322,51.475,59.887,57.069,50.951,45.193,47.86,53.037,57.927,54.48,48.923,42.17,38.547,39.115,40.523,41.501,42.467,43.23,43.454,43.894,44.464,46.984,50.363,52.338,52.217,51.72,51.929,53.019,55.227,56.194,53.486,51.979,51.453,55.374,60.454,64.286,63.593,61.865,58.989,61.953,64.07,65.648,64.151,61.487,60.462,61.62,65.343,69.673,69.087,66.214,63.776,64.995,67.718,70.481,72.551,73.124,70.836,67.859,61.525,58.887,69.622,82.202,93.933,87.851,77.314,68.837,71.955,79.434,88.235,87.11,81,76.956,81.473,87.737,93.417,85.484,75.472,67.46,71.344,80.217,88.394,83.857,79.095,73.727,77.34,68.16,71.728,81.174,79.83,82.534,80.437,73.441,77.062,71.076,69.633,80.308,87.817,84.898,91.788,86.247,91.521,88.229,92.782,93.651,93.992,93.987,89.22,92.643,97.146,93.657,88.875,91.321,91.014,90.518,85.644,92.394,97.711,94.648,87.937,85.062,80.355,85.821,79.705,82.099,83.023,86.835,83.863,83.24,82.966,67.981,56.405,59.2,89.98,89.349,95.337,91.878,90.783,94.223,89.015,93.21,105.82,106.572,104.309,98.198,100.5,103.147,103.184,104.742,106.71,105.544,106.955,108.155,107.435,112.904,117.189,121.284,123.588,124.101,132.035,126.113,126.59,112.516,113.619,108.405,119.212,104.055,104.934,97.17,95.139,90.257,90.706,90.231,90.607,88.957,90.951,103.977,89.201,79.314,69.228,71.244,78.074,92.95,75.67,73.118,78.181,82.376,92.505,90.234,93.952,91.528,97.18,100.461,104.579,107.983,109.806,107.989,104.015,105.184,107.513,100.585,106.408,99.82,107.827,119.865
"15","7","          New domestic autos","DNDCRA3",62.502,66.973,70.24,70.635,69.572,68.867,72.036,75.349,75.923,67.627,57.697,50.896,59.775,74.189,87.566,83.502,74.226,65.458,69.569,77.876,85.684,80.476,71.963,61.609,56.348,57.111,59.205,60.994,62.383,63.394,63.946,64.508,65.561,69.548,74.781,78.734,77.712,77.256,77.649,79.489,83.075,84.677,80.229,78.061,77.386,83.096,91.127,96.782,95.76,92.73,88.293,92.803,96.132,98.323,96.454,92.347,90.516,92.65,98.586,104.437,102.505,99.188,95.154,96.414,100.946,105.231,108.257,109.007,105.553,100.459,90.549,86.974,103.037,123.531,141.19,131.867,114.679,101.283,105.933,117.215,131.382,129.447,119.676,112.294,119.849,129.61,138.586,126.338,110.823,98.221,104.07,117.537,129.656,122.498,115.25,106.874,112.96,98.093,103.1,117.713,115.019,119.427,115.777,104.635,110.748,101.004,98.459,114.593,125.485,120.384,130.99,122.769,130.944,125.437,132.233,133.673,131.869,133.279,126.128,131.073,137.568,135.24,125.87,128.122,127.108,127.298,119.84,129.607,137.464,131.651,121.129,117.317,110.378,118.011,108.977,112.218,112.235,118.108,112.998,112.958,114.455,86.594,69.201,71.907,121.115,120.007,128.094,121.76,120.743,125.278,115.553,122.048,143.91,145.956,141.907,134.055,134.929,140.035,139.089,142.092,144.318,142.132,144.071,145.475,142.498,150.318,154.926,160.111,165.576,164.361,175.906,167.664,169.446,145.111,149.33,143.289,160.99,137.026,129.34,118.795,117.046,111.616,114.443,116.486,118.066,115.166,116.964,134.676,108.445,94.851,81.781,90.649,93.764,110.66,89.049,85.076,94.771,96.866,111.911,109.509,115.766,114.144,124.451,128.52,137.434,140.718,143.998,141.352,134.86,137.127,138.904,126.481,132.476,120.23,134.09,154.991
"16","8","          New foreign autos","DNFCRA3",10.572,11.6,11.108,11.577,11.979,12.392,12.065,12.425,11.815,11.837,12.177,12.946,11.567,11.448,11.107,10.483,9.933,9.48,9.602,9.261,9.008,8.664,8.317,7.912,7.174,7.401,7.599,7.146,7.368,7.694,7.339,7.565,7.283,7.215,7.328,5.813,7.285,6.713,6.599,6.365,6.145,5.992,6.352,6.009,5.746,6.514,6.392,7.011,6.898,7.465,7.343,7.581,7.562,8.058,7.216,7.095,7.493,6.929,6.753,8.403,10.19,8.098,8.475,9.622,9.155,9.236,9.622,9.884,9.65,10.404,10.373,9.387,10.731,9.359,10.64,10.271,11.462,11.657,12.075,12.852,12.193,12.494,12.84,14.682,13.843,13.942,13.814,13.486,13.174,13.253,13.674,14.449,15.678,15.762,15.381,15.317,14.569,15.412,16.445,16.783,17.82,17.519,18.159,18.472,17.702,18.339,18.839,19.891,21.438,22.366,22.706,21.889,22.048,22.663,23.263,23.125,27.252,24.75,24.183,24.926,25.923,20.38,23.688,26.478,27.419,25.711,25.389,26.823,27.658,29.443,29.449,28.221,27.445,29.087,28.113,29.01,31.533,31.712,32.508,30.853,27.452,35.177,33.859,36.812,35.1,35.314,37.603,39.211,37.979,39.486,42.245,42.386,38.678,37.154,38.041,34.998,39.818,38.127,39.9,38.908,40.421,41.053,41.533,42.375,45.636,46.961,50.681,52.855,49.582,53.146,54.714,52.881,51.055,55.079,50.682,46.925,45.573,45.948,61.938,59.075,56.545,52.627,48.877,43.958,42.208,42.761,45.104,49.866,55.293,51.943,47.115,37.041,50.431,61.752,52.103,52.06,48.952,56.858,58.317,56.277,55.516,51.675,49.115,51.01,46.667,50.285,49.536,49.184,49.648,48.879,52.184,54.947,60.468,63.86,61.541,57.944
"17","9","        New light trucks","DNWTRA3",1.178,1.28,1.369,1.394,1.374,1.349,1.352,1.354,1.327,1.226,1.117,1.048,1.166,1.33,1.493,1.459,1.37,1.277,1.29,1.337,1.383,1.313,1.221,1.107,1.074,1.083,1.092,1.077,1.055,1.03,1.028,1.036,1.047,1.056,1.088,1.136,1.287,1.464,1.597,1.551,1.456,1.378,1.475,1.632,1.786,1.853,1.84,1.808,1.783,1.766,1.769,1.811,1.862,1.912,1.965,2.006,2.023,2.063,2.114,2.145,2.117,2.084,2.066,2.066,2.087,2.13,2.236,2.341,2.377,2.215,1.994,1.853,2.042,2.347,2.626,2.567,2.421,2.328,2.439,2.642,2.855,3.007,3.02,3.002,3.072,3.119,3.148,3.081,3.024,2.978,3.04,3.166,3.278,3.271,3.222,3.177,3.168,3.163,3.177,3.184,3.245,3.312,3.352,3.368,3.363,3.272,3.179,3.159,3.552,3.88,4.458,4.034,4.495,4.063,4.315,4.524,4.485,5.067,4.868,5.015,5.146,5.382,4.977,5.068,4.95,5.115,4.889,5.007,5.204,5.219,5.1,4.99,4.524,4.641,4.133,4.109,4.145,4.629,4.285,4.548,4.74,4.205,3.521,3.498,4.456,4.682,5.056,5.702,5.584,5.957,6.329,6.688,7.706,7.834,8.272,8.673,8.724,8.993,9.318,9.133,10.059,10.194,9.859,9.687,8.466,10.316,11.582,11.215,13.144,12.692,14.626,13.153,13.292,11.275,13.126,12.399,13.388,13.461,13.627,13.808,11.682,12.134,12.238,12.763,12.666,12.284,11.915,15.822,12.139,10.857,10.655,11.383,10.465,10.262,9.369,10.697,11.341,11.582,13.22,13.07,14.463,14.455,15.645,15.607,17.086,17.681,17.901,18.249,18.266,19.234,20.688,20.54,20.255,18.856,19.389,20.624
"18","10","      Net purchases of used motor vehicles (56)","DNPVRA3",17.59,22.383,21.014,24.147,23.86,23.386,19.373,18.721,26.703,17.008,32.568,26.42,18.83,17.767,18.589,25.291,22.826,24.231,24.037,21.455,23.415,23.359,25.5,22.74,24.307,23.507,25.472,22.161,20.637,19.63,20.62,21.138,20.658,19.587,19.246,20.99,19.72,22.015,21.918,20.565,21.307,20.196,21.896,21.598,24.967,12.983,21.848,23.129,21.571,20.675,22.303,20.856,19.623,22.6,25.694,22.33,24.488,17.664,22.525,21.045,24.53,22.415,20.031,21.098,22.215,20.194,22.611,21.832,17.875,27.948,23.701,14.706,18.596,21.92,22.104,23.407,23.323,23.264,22.247,24.579,30.282,21.255,24.58,25.048,23.734,24.878,25.049,26.883,23.053,22.036,21.635,20.546,24.431,21.168,21.701,25.593,25.326,23.645,23.445,24.865,24.115,25.22,24.412,26.432,25.524,26.342,25.798,25.197,23.324,22.829,24.672,22.784,25.404,24.823,26.791,25.049,29.287,26.711,23.471,25.41,26.352,27.128,26.506,25.002,25.938,25.944,25.565,26.024,27.584,24.803,29.997,24.158,24.082,25.004,24.299,25.857,26.432,26.083,24.113,26.844,24.408,25.938,22.07,22.721,25.027,21.117,22.923,26.041,23.946,25.448,26.343,23.616,27.812,26.005,25.075,27.592,30.573,20.905,27.195,25.794,24.768,26.137,26.056,28.032,26.087,28.629,28.12,25.664,27.526,29.778,27.029,27.134,28.612,25.818,28.309,27.391,26.282,26.79,23.513,25.448,26.402,23.374,27.53,25.671,28.121,25.17,24.733,26.433,25.984,27.271,23.438,24.155,23.272,19.615,25.01,25.687,25.708,23.673,25.784,24.213,27.223,25.308,25.812,28.024,26.833,30.343,28.16,32.738,24.61,30.175,28.842,28.757,28.495,27.801,26.314,26.644
"19","11","        Used autos","DNPURA3",44.278,56.629,52.971,61.106,60.377,59.183,48.77,47.068,67.883,42.756,83.367,67.471,47.59,44.659,46.542,63.934,57.632,61.398,60.84,54.054,59.04,59.001,64.648,57.654,61.753,59.727,64.773,56.264,52.352,49.791,52.37,53.727,52.465,49.693,48.797,53.242,49.783,55.561,55.165,51.752,53.798,50.994,55.295,54.378,62.983,31.835,54.866,58.199,54.085,51.831,56.067,52.297,49.042,56.705,64.676,55.931,61.516,43.814,56.386,52.55,61.615,56.162,50.009,52.76,55.638,50.362,56.514,54.402,44.142,70.338,59.567,36.47,46.39,54.722,54.942,58.308,58.218,58.197,55.466,61.27,75.794,52.432,60.993,62.226,58.766,61.681,62.097,66.871,57.033,54.433,53.365,50.511,60.42,52.017,53.41,63.392,62.769,58.47,57.951,61.377,59.381,62.163,60.031,65.216,62.909,65.256,63.942,62.412,57.646,56.119,60.491,56.327,62.774,61.55,66.785,62.222,73.124,66.415,58.183,63.014,65.338,67.359,66.022,62.007,64.36,64.343,63.342,64.486,68.329,61.018,74.414,59.493,59.334,61.624,60.06,63.849,65.353,64.223,59.315,66.128,59.699,64.127,54.622,56.328,61.863,51.687,56.139,64.085,58.753,62.415,64.805,57.739,68.094,63.698,61.129,67.392,75.222,50.344,66.35,63.33,60.452,63.93,63.703,68.789,64.162,70.233,68.554,62.364,66.695,72.59,65.06,65.498,69.218,62.664,68.629,66.478,63.384,64.808,56.442,61.363,63.916,56.027,66.528,61.917,68.224,60.836,60.081,63.49,63.195,66.326,56.687,58.275,56.102,46.86,60.775,62.523,62.434,57.199,62.76,58.794,66.131,61.659,62.744,68.338,65.009,73.828,68.286,79.542,58.933,72.814,69.128,68.951,68.338,66.338,62.517,63.106
"20","12","          Net transactions in used autos","DNETRA3",6.922,15.062,12.622,17.987,17.052,16.156,8.921,7.328,22.275,5.338,35.731,24.908,9.344,7.345,8.828,20.695,17.038,18.966,19.918,14.62,18.357,19.138,23.668,19.138,22.998,22.539,25.742,20.88,17.602,16.058,17.664,18.785,19.464,15.432,13.945,18.233,15.794,20.029,19.301,17.316,18.948,17.73,20.448,20.06,27.815,1.888,18.939,22.367,19.596,18.07,21.321,17.858,15.295,22.195,26.699,21.617,27.304,9.9,22.129,18.264,26.007,20.907,16.879,18.295,20.902,18.295,22.896,20.505,11.761,35.628,27.537,5.854,13.297,20.117,21.299,24.449,23.902,23.779,21.061,26.448,39.294,17.964,25.565,27.67,24.776,28.314,26.765,34.045,26.492,23.17,21.56,19.155,30.387,20.999,22.186,30.387,29.205,26.937,26.959,28.521,27.264,30.078,27.798,33.414,31.384,33.489,32.355,30.431,25.526,23.479,27.683,26.302,30.895,28.38,34.755,29.977,41.306,33.52,25.049,29.536,31.698,33.674,34.296,30.648,32.478,34.239,32.434,33.37,36.93,30.242,40.605,28.274,29.58,32.209,32.655,34.375,34.764,35.447,28.631,35.933,29.421,35.381,27.873,28.429,32.633,20.563,24.242,32.086,25.945,30.436,32.174,25.04,35.628,29.602,26.933,33.29,42.612,15.189,32.88,27.846,26.205,30.034,30.899,35.942,31.918,36.272,34.309,26.58,29.289,38.474,30.118,32.783,37.64,32.32,38.416,37.516,32.509,34.075,27.176,35.792,40.309,33.109,44.562,36.811,43.477,33.908,33.246,36.63,37.203,43.993,35.743,37.287,33.665,21.074,37.666,39.511,38.169,32.077,37.68,35.227,40.388,33.947,33.436,39.259,31.914,44.549,37.468,51.638,28.031,44.835,41.085,40.159,41.434,38.377,34.847,33.806
"21","13","          Used auto margin","DMARRA3",188.06,194.16,191.523,193.907,196.171,198.094,193.281,195.612,194.864,186.749,181.401,175.743,184.17,184.17,183.106,189.216,183.082,190.916,179.643,181.761,181.722,176.238,176.85,170.347,166.569,160.585,164.796,154.295,156.35,155.859,155.971,155.971,145.82,157.171,162.314,157.715,156.267,158.419,160.789,156.355,157.122,152.795,155.451,153.48,148.336,153.208,161.707,157.89,155.014,153.742,155.587,156.758,155.83,155.451,165.84,153.659,148.861,159.614,153.222,155.68,156.374,158.565,151.542,156.588,156.374,148.812,150.502,153.183,151.08,148.953,142.085,146.505,154.014,157.253,152.498,151.896,154.47,156.967,155.777,155.859,158.385,156.374,158.691,154.956,153.387,150.799,159.172,148.016,139.847,145.369,145.918,144.664,137.263,142.649,143.305,150.527,152.61,144.601,142.153,149.648,147.025,148.137,147.049,144.888,143.878,144.859,144.213,145.442,146.792,149.249,149.249,137.933,145.524,152.484,145.937,146.816,145.393,149.249,149.463,151.386,152.226,152.523,144.616,142.994,145.194,140.337,141.26,142.168,143.892,140.361,153.781,141.61,135.947,135.014,127.403,135.543,139.89,134.601,139.079,138.171,137.146,132.212,123.285,127.768,133.547,138.161,141.833,144.329,145.208,144.898,146.223,144.014,146.68,150.687,150.133,151.964,149.9,148.492,149.745,154.388,149.079,151.114,146.35,149.176,144.776,152.994,153.067,155.121,162.173,154.091,153.431,146.413,144.694,138.953,140.225,135.325,139.191,139.458,130.012,122.814,118.972,111.983,116.558,121.925,125.004,127.777,125.572,127.816,125.087,116.786,106.655,107.816,110.618,114.776,114.844,115.567,119.161,119.613,121.536,114.679,125.33,128.36,133.586,136.102,145.51,140.381,141.425,139.72,136.01,137.321,134.106,136.136,130.604,132.212,128.763,133.523
"22","14","          Employee reimbursement","DREERA3",66.458,68.006,66.613,67.077,69.011,79.301,68.16,69.089,68.16,68.702,70.636,69.63,69.166,71.1,70.172,70.172,72.57,82.164,70.713,72.57,71.642,71.178,72.183,72.183,72.648,74.582,74.117,74.582,76.903,87.657,76.903,79.224,79.224,79.688,81.545,82.009,82.937,85.258,84.794,84.253,87.579,96.709,86.574,87.966,87.966,87.889,90.21,89.746,89.668,91.448,91.138,90.983,92.376,103.285,92.84,94.697,93.769,94.233,95.471,94.542,94.542,95.78,94.929,95.393,97.173,113.807,96.709,97.482,97.482,97.947,99.262,99.262,99.571,101.815,101.351,102.743,104.368,118.449,104.6,107.695,106.844,107.54,110.557,109.706,111.022,112.801,113.188,114.116,116.515,131.292,116.901,118.449,117.366,117.52,118.99,118.603,119.455,120.46,119.609,119.222,120.847,133.071,119.764,120.77,119.996,119.764,121.157,118.913,119.068,119.687,119.068,118.449,119.609,132.143,118.449,118.99,118.371,117.83,117.211,117.211,116.592,116.05,116.05,116.05,116.05,130.054,115.509,114.967,114.426,114.967,114.426,113.343,112.337,111.795,111.795,110.789,110.789,122.781,109.319,108.855,107.927,107.927,108.004,107.54,107.076,106.612,105.683,105.761,105.296,116.05,103.594,102.743,102.743,103.285,103.285,102.821,102.434,102.047,100.654,100.268,100.964,111.099,100.19,99.803,99.416,99.03,99.03,98.256,96.631,95.858,95.548,95.161,95.703,106.379,94.62,95.084,94.388,94.929,95.393,95.239,95.703,96.709,97.714,97.095,97.405,109.165,97.792,97.714,97.25,97.095,96.554,96.709,95.935,95.316,93.691,93.15,92.531,100.5,90.751,90.21,89.514,88.972,88.121,87.115,87.038,87.734,88.585,88.74,88.895,98.256,89.823,90.597,90.983,91.525,91.912,92.067
"23","15","        Used light trucks","DUTRRA3",0.449,0.484,0.514,0.518,0.513,0.501,0.492,0.494,0.481,0.451,0.411,0.383,0.424,0.473,0.552,0.564,0.531,0.497,0.513,0.537,0.571,0.539,0.509,0.452,0.444,0.427,0.446,0.417,0.402,0.384,0.381,0.378,0.383,0.38,0.383,0.41,0.463,0.522,0.57,0.537,0.497,0.471,0.507,0.556,0.602,0.621,0.612,0.608,0.633,0.608,0.601,0.609,0.631,0.649,0.664,0.675,0.677,0.69,0.693,0.696,0.68,0.672,0.666,0.67,0.674,0.691,0.728,0.764,0.776,0.718,0.639,0.58,0.632,0.729,0.824,0.826,0.779,0.728,0.767,0.852,0.932,0.955,0.964,0.953,0.98,0.994,1.003,0.984,0.971,0.961,0.975,0.994,1.038,1.034,1.028,1.045,1.021,1.007,1.009,1.104,1.13,1.157,1.18,1.185,1.174,1.069,1.034,1.028,1.006,1.113,1.272,0.976,1.101,0.986,0.909,0.947,0.944,0.981,0.938,1.005,1.047,1.035,0.92,0.986,1.01,1.024,1.035,1.051,1.123,1.194,1.175,1.135,1.119,1.154,1.046,1.14,1.129,1.23,1.162,1.252,1.326,1.111,0.921,0.906,1.075,1.131,1.215,1.241,1.222,1.31,1.267,1.3,1.487,1.377,1.465,1.553,1.467,1.512,1.564,1.292,1.417,1.428,1.439,1.423,1.252,1.461,1.649,1.607,1.821,1.745,2.014,1.926,1.95,1.651,1.853,1.754,1.893,1.824,1.832,1.838,1.778,1.859,1.914,1.845,1.817,1.745,1.555,2.056,1.583,1.661,1.607,1.738,1.7,1.677,1.554,1.54,1.62,1.653,1.541,1.529,1.702,1.477,1.588,1.598,1.772,1.821,1.821,2.023,2.037,2.155,2.355,2.331,2.298,2.456,2.5,2.66
"24","16","          Net transactions in used trucks","DUTNRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","17","          Used truck margin","DUTMRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
