"","Table 1AU2# Real Manufacturing and Trade Inventories, Seasonally","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"49","41","      Paper products","WKS5110",1960,1990,1964,1968,1951,1977,1955,1990,1925,2073,2021,2029,2051,2055,2008,1965,2033,2102,2029,2042,2046,2072,2102,2051,1995,1995,2064,2046,2085,2098,2145,2111,2128,2128,2208,2158,2162,2170,2204,2158,2175,2129,2187,2187,2183,2134,2146,2175,2191,2167,2146,2162,2199,2146,2122,2146,2138,2146,2118,2122,2183,2179,2199,2215,2215,2231,2219,2231,2283,2331,2347,2351,2394,2398,2506,2456,2468,2445,2531,2505,2542,2523,2556,2629,2639,2650,2643,2643,2681,2722,2710,2669,2560,2560,2524,2579,2441,2402,2349,2346,2293,2310,2302,2361,2341,2439,2420,2431,2412,2439,2456,2472,2475,2483,2491,2537,2527,2611,2529,2578,2651,2692,2713,2745,2823,2807,2817,2767,2807,2801,2838,2799,2775,2746,2840,2905,2846,2849,2831,2884,2944,2936,2976,3012,2964,3009,3140,3022,3074,3172,3206,3221,3285,3139,3238,3278,3291,3284,3342,3381,3335,3317,3271,3246,3289,3342,3411,3456,3446,3507,3545,3517,3522,3626,3640,3584,3698,3722,3607,3749,3725,3687,3658,3743,3731,3604,3745,3757,3663,3695,3700,3603,3750,3711,3754,3729,3846,3854,3823,4022,4160,4154,4339,4347,4273,4357,4371,4425,4520,4484,4572,4519,4509,4544,4600,4542
"50","42","      Drugs and sundries","WKS5120",1496,1513,1572,1584,1555,1560,1590,1654,1619,1654,1636,1642,1760,1736,1672,1707,1666,1765,1748,1812,1882,1899,1888,1876,1893,1876,1916,1945,1986,1991,1980,1951,1951,2020,2152,2049,2021,2066,2163,2089,2049,2083,2083,2055,2066,1993,2077,2032,2021,2032,2038,1993,2071,2060,2121,2171,2143,2215,2226,2337,2387,2498,2282,2343,2431,2382,2409,2465,2493,2520,2520,2554,2636,2598,2620,2576,2686,2675,2856,2954,2659,2817,2997,2904,3094,3234,3404,3483,3468,3757,3374,3370,3412,3361,3201,3319,3086,3286,3202,3202,3122,3162,3122,3087,3065,3165,3070,3036,3044,3049,2964,3124,3082,3124,3074,3145,3128,3099,3194,3264,3166,3251,3367,3343,3351,3442,3565,3608,3592,3734,3765,3793,3781,3839,3846,3884,4013,4130,4044,4220,4381,4071,4271,4234,4311,4242,4494,4730,4563,4439,4566,4383,4467,4360,4086,4103,4100,3955,4014,4059,4030,3920,3998,4107,4169,4558,4440,4330,4253,4358,4355,4332,4436,4611,4642,4602,4794,4867,5064,5075,5306,5119,5056,5167,5298,5410,5413,5352,5122,5312,5452,5256,5059,5067,5009,5054,5144,5104,5225,5408,5450,5473,5445,5475,5668,5701,5783,5721,5607,5555,5558,5659,5664,5607,5659,5876
"51","43","      Apparel and piece goods","WKS5130",2040,2046,2112,2077,2097,1981,2038,2154,2044,2012,2004,2044,2080,2086,2100,2162,2201,2251,2254,2251,2199,2193,2218,2108,2062,2108,2168,2095,2044,2095,2141,2192,2202,2295,2309,2285,2350,2395,2356,2366,2374,2389,2247,2400,2477,2487,2549,2659,2687,2740,2811,2851,2991,3101,3139,3220,3314,3172,3281,3653,3526,3452,3465,3589,3466,3461,3451,3471,3434,3471,3458,3395,3487,3509,3565,3596,3589,3470,3587,3634,3859,3777,3547,3495,3665,3736,3757,3749,3693,3751,3809,3677,3723,3766,3851,3851,3777,3714,3649,3664,3697,3621,3621,3606,3565,3521,3620,3625,3555,3559,3777,3709,3695,3739,3848,3884,3917,3888,3749,3752,3861,3930,3913,3814,3893,3987,3757,3799,3858,3879,4041,4000,4055,4048,4039,4265,4394,4342,4452,4589,4619,4771,4826,5166,5098,5249,5194,5228,5262,5339,5367,5449,5442,5522,5660,5602,5729,5703,5842,5836,5549,5366,5855,5830,5953,5970,6004,5961,6210,6417,6433,6266,6170,6154,5977,6206,6168,6284,6234,6086,6235,5879,5959,5992,5984,6178,6207,6134,6180,6029,6009,6145,6053,6078,6343,6185,6141,6274,6075,6016,6095,6292,6718,6618,6591,6965,6768,7218,7513,7131,7508,7348,7348,7639,7640,7380
"52","44","      Groceries","WKS5140",7954,7873,7900,7923,7865,7896,7948,8195,8213,8337,8178,8095,8021,7883,7865,7853,8062,8177,8135,8152,8216,8229,8310,8209,8381,8628,8565,8532,8302,8318,8237,8172,8262,8169,8189,8276,8178,8609,8472,8582,8665,8622,8767,8826,8681,8784,8807,8891,8828,8645,8726,8726,8826,8914,9229,9452,9321,9158,9042,9107,9274,9138,9342,9160,9507,9414,9473,9565,9764,9992,9835,9590,9648,9529,9436,9604,9598,9650,9480,9093,9601,9886,10339,10581,10972,10978,11104,11378,11610,12090,11587,11405,10730,10913,10783,10923,10553,10601,10468,10170,9897,9800,9786,9766,9788,10213,10196,10295,10550,10653,10918,10936,11044,11255,11677,11984,11811,11981,11986,12132,12068,12247,12061,12224,12438,12447,12587,12934,13017,12789,12789,12914,12820,12493,12802,12881,12932,12980,12917,12930,13163,13193,13114,12992,13023,12600,12943,12935,13107,13012,13119,13069,12823,12674,12684,12599,12559,12557,12582,12708,12440,12556,12389,12200,12339,12564,12652,12929,13032,12443,13350,13769,12763,12911,12659,12519,12993,12888,12312,12917,12800,12681,12556,12481,12451,12765,12838,12829,12947,13009,13161,13393,13409,13310,13432,13370,13620,13336,13470,14036,13781,13793,14161,14185,14368,14769,14650,15050,15227,14665,15544,15378,15508,15711,15804,15284
"53","45","      Farm products","WKS5150",5632,5765,6284,6104,5858,5964,6257,7225,7553,6837,7089,7101,7352,7404,7404,7247,7587,7711,7913,7997,7616,7437,7181,7006,6677,7006,7122,7084,7609,7258,6950,6879,7015,6840,6829,7283,7513,7517,7284,7556,7918,8098,8036,8301,8364,8948,9215,9242,8584,8534,8511,8531,8502,8884,8602,8454,7967,7877,8029,7800,7763,7541,7688,7942,7910,7588,7124,8123,9140,9096,8466,8681,9284,9700,9274,9304,8219,7671,7870,7466,7184,7200,7615,7385,7696,7471,8344,7974,8007,8096,8175,7804,7982,8259,8054,8350,7820,7493,7036,6871,6989,7340,7927,9434,9389,8665,7927,7421,7423,7521,7057,7577,7715,8126,8336,8439,8181,7856,8174,8401,8475,8669,8856,9952,9397,8903,8436,8860,9353,9591,10042,10412,10331,10387,11427,11782,11437,11195,9894,9781,9995,10400,10181,9903,10110,10386,10516,11119,11078,11481,12066,11736,11388,10866,11085,11340,11359,11577,11054,10840,11272,11268,12025,12214,12410,12666,11788,10814,10645,10805,10532,9836,9651,9283,9545,9542,9333,9686,9828,9919,10108,9580,9599,10055,9903,10322,10096,9867,10326,10406,10918,11965,12102,12472,12595,12194,12300,11819,12809,13244,13125,13270,12386,11987,11980,12112,11985,12729,12614,11719,11256,12304,12178,12153,13085,12621
"54","46","      Chemical and allied products","WKS5160",1140,1140,1128,1140,1196,1134,1121,1209,1247,1247,1259,1259,1341,1322,1347,1378,1359,1285,1334,1341,1365,1291,1316,1284,1247,1278,1290,1303,1340,1389,1389,1402,1408,1444,1444,1456,1426,1420,1468,1420,1354,1396,1402,1396,1432,1455,1438,1450,1467,1473,1485,1467,1444,1502,1543,1497,1485,1456,1503,1538,1603,1650,1668,1679,1673,1691,1662,1697,1685,1737,1737,1737,1767,1795,1790,1795,1778,1818,1829,1868,1863,1918,1902,1988,1882,1866,1846,1794,2085,1906,1874,1955,1951,1922,1976,1951,2024,1921,1928,1901,1898,1837,1857,1813,1827,1769,1793,1840,1860,1857,1952,1903,1857,1900,1837,1929,1985,2053,2037,2063,2096,2112,2147,2109,2195,2234,2243,2310,2285,2256,2177,2298,2311,2431,2520,2637,2687,2690,2847,2753,2794,2825,2909,2993,3082,3137,3014,2990,3022,3053,3028,2928,2923,2861,2794,2751,2795,2752,2712,2686,2743,2655,2645,2752,2764,2656,2825,2941,2659,2804,2806,2767,2808,2744,2780,2924,2937,2841,2905,2814,2738,2843,2965,2889,3016,3128,3066,3062,3137,3092,3120,3403,3452,3328,3358,3542,3537,3630,3709,3588,3699,3895,3880,3728,4119,3981,3934,3932,3825,3866,4051,4108,4232,4303,4186,4352
"55","47","      Petroleum products","WKS5170",2137,1946,1432,1554,1527,1284,1378,1794,2131,2443,2607,2936,2677,2446,2904,3039,3106,3346,3559,3465,3655,3436,3574,3450,3176,3270,3243,3454,3349,3520,3836,3915,3570,3717,3770,3903,3784,3875,4163,4332,4345,4461,4396,4552,4631,4682,4568,4878,5123,5110,5550,5185,5658,5585,5731,5900,5998,6083,5997,5948,6072,5900,5158,4952,5036,5097,4964,4916,4904,4435,4544,4231,4527,4883,5330,5440,5311,5895,4801,4352,4403,4481,2875,3501,3157,3042,2874,1832,2594,5245,4140,4750,4662,6507,6959,7554,7649,7249,6918,7220,6810,6142,5684,5026,4577,4218,4315,4515,4739,5138,4962,4688,4609,4317,4548,4934,4626,4739,5069,4085,4234,4402,4663,5695,4428,4840,4529,4702,4952,4745,4985,5227,5381,5274,5521,5686,5783,5625,6065,6349,6111,6287,6246,6442,6505,6806,7481,7621,8126,7491,8021,7829,8218,8091,8429,8859,9586,9973,9617,9664,9726,10299,10776,10617,10822,11180,11217,10811,11577,12755,12016,11117,9093,10567,11913,11953,11042,10893,10701,11033,9654,8920,9491,9639,10372,10045,8994,10077,9878,10303,10171,9239,8610,9798,10292,11455,9575,9262,8743,8323,8333,7939,8052,9034,9141,8987,7757,8540,8835,9133,8704,8673,9467,9525,9147,8194
"56","48","      Alcoholic beverages","WKS5180",1758,1812,1992,1846,1907,1985,1982,1820,1928,2009,2083,2093,2116,2123,2046,2100,1962,2049,2123,2163,2226,2273,2206,2233,2203,2176,2240,2293,2290,2243,2237,2310,2448,2521,2445,2366,2389,2451,2536,2546,2539,2597,2507,2514,2463,2441,2536,2618,2630,2662,2678,2602,2656,2709,2802,2909,3062,2924,2880,2883,2996,2977,2936,2996,3046,3027,3030,2933,2905,3005,2952,3030,3101,3067,2934,3129,3151,3188,3064,3005,3092,3039,3092,3147,3156,3244,3274,3244,3271,3419,3503,3607,3416,3419,3414,3416,3331,3396,3314,3295,3058,3102,3036,3117,3074,3096,3212,3222,3167,3209,2999,2976,3054,3084,3022,3144,3171,3269,3226,3428,3134,3361,3517,3601,3772,3833,3939,3875,3966,3871,3876,3813,3887,3880,3965,4092,4043,4047,4208,4280,4262,4432,4558,4634,4790,4832,5104,5182,4990,4857,4819,4595,4429,4575,4508,4795,4861,4814,4921,4972,4839,4836,4879,4927,5058,5029,5029,4917,4854,4785,4595,4589,4698,4874,4746,4999,5014,4949,4994,5117,5252,5078,5298,5073,5169,5146,5054,5064,5073,5119,5289,5133,5036,5022,4898,5010,5114,4935,5079,5005,4751,4915,4832,4701,4587,4733,4893,4799,4556,4562,4807,4652,4892,4859,4857,4956
"57","49","      Other nondurable goods","WKS5190",7657,7563,7337,7382,7437,7409,7242,7419,7401,7464,7306,7740,8011,7718,7664,7592,7601,7543,7628,7673,7781,7862,7862,7862,7962,8030,8261,8379,8610,8714,8934,9302,9365,9074,8900,9068,9007,9094,9432,9428,9489,9580,9666,9683,9820,9798,10032,9892,9980,9797,9722,9813,9772,9759,9764,9676,9831,9860,10000,10545,10386,10520,10395,10428,10502,10535,10318,10464,10299,10661,10276,9859,9896,9767,9456,8968,9090,8895,9115,8647,8840,9119,8924,8955,8775,8816,8697,8423,8857,8937,9250,8853,8587,7982,8215,8210,8023,7906,8069,8179,8046,8197,8037,8022,8130,7969,8217,8267,8247,8391,8184,8173,8266,8155,8295,8531,8472,8712,9050,9175,9068,8718,8902,8472,8495,8580,8801,9188,9536,9628,9377,9256,9413,9761,9945,10455,10108,10138,10058,9837,10003,10174,10102,10392,10720,10692,10854,11066,10698,10499,10703,10600,10397,10433,10254,10192,9966,10036,9835,9743,10209,10341,10349,10578,10351,10162,10446,10190,10272,10170,10141,9463,10149,10017,9975,10242,10294,10039,10836,10772,10747,10645,10677,10971,10830,10865,11082,11001,11033,11203,10735,10629,10919,10960,10819,10840,10683,10777,10744,10607,10716,10707,10683,10985,11334,11764,11995,12287,12419,11806,12339,12454,12111,12219,13296,12840
"58","50","  Retail trade","WKS5R0",97012,96867,97002,97015,96697,96191,95736,95776,95244,94892,96156,96570,98006,98305,98713,99684,101129,100947,101588,101880,100793,104219,104701,104825,105855,106259,106034,106159,106200,107214,108079,109268,110368,111287,111695,112115,111411,111308,111315,112040,111565,112974,114264,115325,114315,112150,111326,112188,113854,115731,118542,119460,120570,121716,123148,125822,127529,127055,126058,127417,127760,128146,129152,130217,131755,131740,131504,132027,133577,134453,136481,137301,138984,140202,140389,141882,142984,144376,145206,145105,144402,145049,147197,148361,147819,146995,147367,146691,147185,146741,145937,144192,144882,146500,147199,146157,143981,141418,140144,139466,138845,138286,138751,138979,139752,141258,139333,138808,140168,142606,143947,145225,145182,146544,146781,146955,148397,147768,147957,149513,150266,150216,151560,151971,152384,153465,154204,155012,155973,155727,156444,158120,159786,160236,162261,164385,164758,164580,164776,165570,165363,166394,167409,168668,169960,169274,168874,169803,171721,172546,174593,173293,169755,171102,170222,168555,167335,167082,166599,167816,166474,165470,165028,163506,164640,165483,164639,163760,164322,164471,164578,165259,166086,168124,171523,170494,171133,171726,173477,172846,170239,167794,168464,168147,166532,168804,169988,170234,172033,170632,169293,168903,169257,170030,170866,170998,173032,175198,175198,176860,178632,178418,181103,182673,186332,189044,192146,194321,195984,195709,195623,197971,196421,199506,201161,204975
"59","51","      Addendum: Retail less motor vehicle","WKS5RX0",71017,71122,71701,72446,72415,72504,72245,72641,72559,72259,73446,73066,73864,73764,74039,74318,74894,74727,75039,75310,75712,76958,76664,76689,76847,77598,77685,77931,78628,79139,79846,80434,80776,80973,81254,81580,81638,81835,81709,82287,81730,82650,83144,83327,83460,83990,85001,85027,85406,85705,87130,87442,87530,87837,88293,88648,89483,89762,89870,91636,92133,92631,93349,94189,95332,95843,96532,97462,97800,98356,99460,100176,101596,102096,101690,102721,103219,103523,102974,103316,102678,103058,104052,104971,104567,103779,104668,104485,105461,105222,105278,104343,104208,103807,103163,102725,101473,101615,100433,99362,98314,98084,98254,97543,97844,100063,98830,98815,100097,101651,102219,103216,103370,104361,104297,104219,104807,104965,104581,105505,106148,105640,106058,106338,106612,106889,106532,106968,107886,107067,106919,108334,109170,109295,111064,113166,113699,114098,114732,115806,115298,115190,115731,115461,115638,114681,114135,113857,114289,114799,115458,115560,114979,115619,115309,115270,116096,115821,115960,117395,117565,117566,117818,116869,118325,119240,118326,117643,121999,123491,124988,124575,124967,125733,127188,127641,128592,129412,131126,130622,128751,128085,128627,128351,127827,128406,127776,127689,128486,128511,128964,129251,129892,130233,130575,130355,132340,133823,134275,135443,136104,135522,137246,138362,140693,142737,144325,146012,147770,148210,148847,149941,150014,150780,151428,153566
"60","52","    Durable goods","WKS5RD0",42910,42642,42373,41737,41749,41215,41078,40810,40502,40423,40595,41232,41859,42366,42489,43391,44388,44551,44982,45094,43784,46048,46818,47089,48069,47733,47554,47508,46794,47458,47872,48712,49551,50343,50697,50673,49900,49767,49874,50028,49873,50537,51360,52193,51108,48646,46905,47950,49241,50912,52369,52931,54159,54962,56009,58270,59351,58795,57969,57743,57908,58050,58599,59147,59796,59587,59014,58958,60420,60762,62426,63176,63701,64572,65121,66298,67241,68394,69879,69562,69616,69991,71155,71077,70892,71038,71164,70767,70568,70147,69005,68322,68931,70693,72115,71996,70855,68138,67632,67712,68025,68010,68333,69234,69995,69484,69006,68815,68827,69661,70783,71459,71435,72217,73019,73209,74422,74029,74881,75471,75616,76019,77089,77080,77416,78187,79267,79588,80130,80390,81070,81644,82742,83603,84027,85499,84938,84268,84054,83945,84257,85436,85875,87255,88796,88684,88631,89583,90893,91484,92862,91530,88724,88946,88595,86906,85003,84916,84441,84503,82650,81729,80831,80196,79806,79708,79668,79277,79712,79086,78603,79354,80079,81358,83306,82187,81829,82047,82424,82117,80816,78840,78968,78657,77437,78837,80307,80687,81900,80518,78928,78665,79204,79860,79966,79754,80646,81957,81561,82318,83681,83676,85131,86005,87369,88789,90507,91652,91986,91404,90756,91946,90592,92952,93827,96541
"61","53","      Automotives","WKS550",24425,24138,23603,22735,22417,21746,21546,21127,20634,20599,20617,21518,22173,22619,22750,23500,24429,24422,24768,24774,23090,25436,26319,26432,27398,26958,26604,26451,25674,26202,26330,26965,27792,28587,28710,28792,27936,27583,27740,27866,27995,28481,29331,30295,29015,26037,24000,24899,26265,27955,29378,30015,31116,32005,33034,35528,36428,35592,34387,33851,33656,33505,33778,33975,34340,33741,32696,32200,33498,33816,34762,34833,35028,35792,36483,36927,37573,38795,40425,39884,39856,40132,41378,41585,41468,41507,40830,40279,39647,39439,38459,37616,38576,40887,42437,41799,40853,37827,37804,38308,38850,38496,38812,39902,40405,39485,38795,38236,38248,39130,39945,40196,39973,40323,40655,40931,41823,40977,41604,42238,42320,42832,43805,43930,44064,44913,46103,46478,46478,47124,48044,48261,49111,49456,49649,49570,49377,48741,48245,47897,48244,49468,49952,51591,52774,53110,53297,54610,56185,56505,57980,56473,53301,54034,53436,51684,49437,49493,48817,48510,46862,45776,45019,44463,44046,43941,44077,43919,43946,42911,41704,42942,43366,44683,46603,44999,44569,44243,44384,43975,43398,41591,42066,41572,40479,42177,43989,44097,45045,43641,41908,41326,41039,41427,41950,42430,42487,43217,42856,43541,44788,45241,46083,46494,47817,48463,49965,50413,50329,49577,48896,50083,48478,50770,51740,53303
"62","54","        Motor vehicle dealers","WKS55X0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39325,38223,37081,38261,38701,40009,41993,40412,40045,39777,39758,39636,38934,37125,37241,37210,36109,37819,39674,40014,41007,39565,37748,37061,36757,37184,37673,38035,38036,38693,38225,38698,39803,40186,41113,41544,42828,43454,44936,45390,45264,44546,43820,45042,43435,45719,46708,48333
"63","55","        Auto and home supply stores","WKS5530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4475,4508,4433,4503,4500,4531,4514,4467,4410,4358,4490,4252,4343,4314,4610,4230,4217,4234,4227,4040,4018,4027,4070,4148,4158,4132,4168,4274,4321,4393,4479,4670,4807,4873,4808,4795,4844,4868,4900,4899,4935,4898,4933,4912,4900,4927,4919,4876
"64","56","      Lumber and building stores","WKS520",10684,10477,10559,10623,10818,10809,10788,10844,10968,11032,11210,10943,10997,10898,10873,10915,10836,10791,10968,10865,10853,10861,10757,10753,10674,10749,10654,10658,10622,10800,10743,10914,10890,10858,10934,10766,10570,10402,10366,10354,10151,10302,10358,10442,10497,10446,10535,10860,11011,11130,11426,11362,11592,11746,11806,11717,11884,12196,12337,12509,12700,12747,12762,12867,12932,12935,13039,13114,13281,13274,13668,13799,14084,14482,14782,15184,15380,15489,15910,16033,16136,16271,16304,14220,16500,15992,15568,15273,15234,14989,14364,14334,14153,13150,13245,13419,13241,13042,12896,12854,12818,13090,12972,13090,13073,13353,13436,13367,13506,13361,13571,13676,13681,13696,14087,14167,14432,14607,14706,14548,14546,14745,14835,14782,14914,14953,14983,15019,15183,14986,15145,15422,15633,15766,15611,16980,15690,15924,15928,15736,15683,15637,15671,15772,16117,15729,15588,15569,15674,15836,15982,16012,15988,15947,15895,15727,15887,15934,15907,15953,15535,15707,15703,15828,15899,15985,15898,15882,15942,15917,16186,16132,16400,16297,16212,16158,16170,16271,16351,16030,15818,15638,15283,15339,15222,15240,15291,15083,14874,15004,15210,15336,15524,15689,15871,15677,15774,16046,16056,16312,16607,16484,16759,17235,17371,17776,17774,18339,18368,18285,18277,18412,18572,18811,18647,18835
"65","57","      Furniture and furnishings","WKS570",3301,3294,3289,3314,3354,3367,3357,3372,3403,3396,3424,3408,3427,3478,3482,3516,3549,3551,3578,3571,3576,3599,3554,3614,3649,3618,3663,3651,3635,3621,3687,3724,3721,3754,3801,3811,3792,3810,3814,3829,3810,3857,3878,3890,3899,3932,3921,3936,3928,3960,3971,3993,4001,4002,4001,4028,4049,4038,4068,4107,4154,4257,4338,4405,4472,4502,4575,4595,4682,4689,4795,4891,4975,4971,4963,5016,5090,5086,5056,5064,5049,5071,5094,5104,5129,5155,5201,5229,5262,5256,5305,5315,5294,5270,5234,5243,5101,5030,4948,4891,4913,4962,5005,5061,5099,5159,5189,5327,5258,5215,5274,5317,5323,5350,5386,5323,5427,5478,5519,5502,5536,5613,5603,5574,5580,5591,5518,5456,5538,5450,5530,5657,5696,5769,5845,5976,6041,6040,6139,6224,6240,6310,6272,6352,6423,6436,6529,6526,6523,6568,6640,6664,6773,6590,6665,6655,6630,6671,6643,6742,6729,6763,6690,6703,6691,6718,6630,6586,6617,6715,6816,6800,6796,6747,6738,6706,6673,6733,6737,6740,6659,6569,6490,6470,6451,6428,6457,6495,6570,6516,6450,6533,6736,6840,6956,6924,6991,7056,7098,7175,7233,7118,7241,7268,7303,7402,7343,7469,7557,7704,7677,7656,7615,7612,7695,7843
"66","58","      Other durable goods","WKS59X0",6017,6196,6375,6348,6379,6383,6481,6488,6406,6316,6252,6383,6350,6405,6427,6596,6802,7047,6963,7215,7364,7610,7894,7905,8050,8144,8216,8360,8389,8546,8735,8823,9020,9073,9147,9140,9329,9616,9599,9612,9529,9536,9526,9416,9354,9433,9440,9423,9433,9460,9429,9419,9520,9410,9546,9642,9788,9752,9798,9805,9891,9842,9940,10088,10213,10497,10582,10909,10877,10942,11267,11676,11576,11470,11156,11572,11619,11643,11434,11474,11517,11483,11483,13096,10790,11332,12422,12703,13039,13012,13099,13156,13135,13847,13956,14293,14506,14778,14591,14383,14164,14113,14151,13820,14105,14020,14005,14020,14092,14430,14547,14868,15054,15537,15668,15710,15658,15783,15925,16163,16151,15664,15848,15834,15946,15893,16087,16205,16469,16526,15969,15801,15889,16227,16489,16584,17247,16895,16899,17100,17118,17104,17180,16790,16850,16732,16399,16195,16012,16106,15897,15819,15573,15570,15642,15655,15639,15395,15582,15675,15620,15443,15360,15098,15045,14929,15014,14867,15171,15299,15494,15188,15328,15601,15901,16384,16477,16827,17016,17363,16874,16885,17017,17176,17093,16925,16568,16980,17364,17288,17286,17314,17615,17575,16749,16257,16955,17278,17110,16855,16697,16576,16815,16892,16843,17191,17676,17726,17974,17853,17911,17927,18056,18096,18011,18940
"67","59","    Nondurable goods","WKS5RN0",58379,58533,59007,59779,59406,59470,59123,59487,59255,58953,60181,59884,60756,60485,60799,60818,61261,60861,61070,61264,61597,62764,62389,62206,62200,63053,63012,63206,64098,64452,64934,65279,65527,65625,65666,66164,66282,66320,66204,66834,66486,67287,67767,67979,68122,68608,69763,69484,69821,69940,71374,71738,71521,71854,72218,72532,73168,73298,73160,74971,75160,75425,75905,76453,77415,77646,78059,78714,78724,79303,79619,79659,80915,81266,80850,81170,81327,81576,80861,81091,80273,80562,81615,82949,82569,81533,81799,81504,82264,82250,82648,81505,81586,81387,80552,79539,78433,78718,77882,77033,75981,75377,75521,74742,74726,76987,75398,75035,76537,78290,78487,79129,79110,79722,79058,79030,79226,78984,78189,79247,79919,79389,79641,80109,80180,80488,80048,80576,81015,80426,80424,81638,82216,81702,83487,84134,85229,85831,86313,87352,86738,86489,87116,86885,86498,85855,85468,85384,85993,86224,86902,87021,86361,87621,87044,87178,88084,87907,87934,89247,89942,89912,90490,89533,91288,92372,91471,90952,91067,92004,92716,92582,92644,93419,94938,95126,96301,96717,98273,97925,96527,96152,96769,96789,96437,97326,96866,96677,97247,97351,97789,97666,97399,97474,98314,98735,99981,100853,101352,102335,102682,102439,103733,104461,107007,108377,109826,110918,112438,112855,113577,114812,114720,115331,116156,117170
